Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score,Average AUC,AUC STD,Max AUC,Min AUC
RBF1,90.0,8.89,49.44,2.64,51.67,45.0,0.69,0.05,0.75,0.62
RBF2,90.0,45.56,67.78,4.17,73.33,61.67,0.87,0.03,0.91,0.81
RBF3,80.0,14.44,47.22,2.89,51.67,43.33,0.6,0.04,0.67,0.56
RBF4,94.44,45.93,70.19,5.68,80.0,63.33,0.9,0.03,0.95,0.85
RBF5,94.07,42.59,68.33,2.04,71.67,65.0,0.77,0.03,0.83,0.74
RBF6,94.07,11.85,52.96,2.74,60.0,51.67,0.79,0.04,0.9,0.77
RBF7,92.22,67.04,79.63,7.06,91.67,70.0,0.92,0.03,0.97,0.89
RBF8,95.93,58.52,77.22,2.2,80.0,73.33,0.93,0.02,0.97,0.9
RBF9,80.0,35.19,57.59,2.37,61.67,55.0,0.76,0.05,0.86,0.66
RBF10,85.93,28.15,57.04,2.32,60.0,53.33,0.76,0.06,0.88,0.71
RBF11,88.89,20.0,54.44,3.54,63.33,51.67,0.75,0.05,0.85,0.7
RBF12,92.22,90.37,91.3,5.45,98.33,85.0,0.95,0.02,1.0,0.92
RBF13,88.89,74.07,81.48,9.63,100.0,71.67,0.89,0.07,1.0,0.8
RBF14,80.74,84.44,82.59,7.03,100.0,76.67,0.86,0.06,1.0,0.77
RBF15,88.15,80.0,84.07,4.42,91.67,78.33,0.89,0.05,1.0,0.85
RBF16,91.11,65.93,78.52,4.12,88.33,75.0,0.89,0.05,0.99,0.85
RBF17,51.11,79.63,65.37,6.6,78.33,55.0,0.59,0.15,0.9,0.42
RBF18,91.85,97.04,94.44,2.64,98.33,90.0,0.95,0.02,1.0,0.93
RBF19,98.89,89.26,94.07,3.55,98.33,88.33,0.99,0.02,1.0,0.96
RBF20,89.63,94.07,91.85,4.82,98.33,83.33,0.92,0.06,1.0,0.83
RBF21,88.15,77.41,82.78,6.72,98.33,76.67,0.89,0.06,1.0,0.85
RBF22,91.11,76.3,83.7,3.09,88.33,80.0,0.89,0.05,0.99,0.83
RBF23,52.96,55.56,54.26,12.59,80.0,36.67,0.53,0.19,0.94,0.3
RBF24,97.04,96.3,96.67,2.2,100.0,93.33,0.99,0.01,1.0,0.97
RBF25,99.26,95.19,97.22,2.5,100.0,93.33,1.0,0.01,1.0,0.98
RBF26,94.07,100.0,97.04,1.39,100.0,95.0,0.96,0.03,1.0,0.93
RBF27,88.52,90.74,89.63,5.39,100.0,83.33,0.9,0.06,1.0,0.86
RBF28,91.11,73.7,82.41,5.72,96.67,78.33,0.9,0.05,1.0,0.84
RBF29,54.07,55.19,54.63,13.41,86.67,43.33,0.54,0.21,0.99,0.31
RBF30,83.7,36.3,60.0,3.33,65.0,53.33,0.75,0.08,0.87,0.59
RBF31,92.22,96.3,94.26,3.24,98.33,88.33,0.95,0.02,1.0,0.93
RBF32,83.33,83.7,83.52,10.56,98.33,68.33,0.87,0.07,1.0,0.79
RBF33,91.48,99.63,95.56,2.89,100.0,91.67,0.94,0.04,1.0,0.89
RBF34,88.52,96.3,92.41,4.65,100.0,88.33,0.9,0.06,1.0,0.86
RBF35,91.48,85.93,88.7,4.98,100.0,81.67,0.91,0.05,1.0,0.86
RBF36,54.07,54.07,54.07,15.48,91.67,38.33,0.54,0.2,0.99,0.32
RBF37,84.07,48.52,66.3,7.25,85.0,61.67,0.81,0.08,0.99,0.74
RBF38,61.48,60.37,60.93,8.38,76.67,50.0,0.62,0.13,0.88,0.49
RBF39,92.96,97.04,95.0,2.76,98.33,90.0,0.96,0.02,1.0,0.94
RBF40,99.63,85.19,92.41,5.14,100.0,86.67,0.98,0.03,1.0,0.93
RBF41,92.59,94.81,93.7,3.61,100.0,88.33,0.95,0.03,1.0,0.92
RBF42,88.52,93.33,90.93,5.72,100.0,85.0,0.9,0.06,1.0,0.86
RBF43,91.48,84.44,87.96,7.81,100.0,73.33,0.92,0.05,1.0,0.87
RBF44,54.81,69.63,62.22,14.65,98.33,50.0,0.58,0.19,1.0,0.38
RBF45,93.33,66.67,80.0,6.51,93.33,73.33,0.93,0.04,1.0,0.88
RBF46,56.67,40.37,48.52,13.16,78.33,35.0,0.54,0.19,0.99,0.38
RBF47,80.37,40.74,60.56,2.89,65.0,55.0,0.74,0.07,0.87,0.63
RBF48,98.89,89.63,94.26,3.83,100.0,90.0,0.99,0.01,1.0,0.97
RBF49,95.93,97.41,96.67,2.2,100.0,93.33,0.97,0.02,1.0,0.94
RBF50,79.26,97.41,88.33,4.49,98.33,83.33,0.88,0.06,1.0,0.81
RBF51,88.52,91.11,89.81,7.38,100.0,81.67,0.9,0.06,1.0,0.85
RBF52,91.11,81.11,86.11,9.35,100.0,73.33,0.91,0.05,1.0,0.86
RBF53,54.44,89.63,72.04,11.81,98.33,63.33,0.64,0.18,1.0,0.46
RBF54,84.07,48.89,66.48,11.8,95.0,55.0,0.83,0.08,1.0,0.76
RBF55,57.41,35.93,46.67,14.55,81.67,31.67,0.53,0.19,0.99,0.38
RBF56,75.56,36.3,55.93,10.41,81.67,46.67,0.72,0.11,0.99,0.63
RBF57,94.07,54.44,74.26,3.83,81.67,68.33,0.91,0.04,0.99,0.86
RBF58,89.63,28.89,59.26,2.52,63.33,55.0,0.84,0.06,0.91,0.7
RBF59,74.07,25.56,49.81,8.56,70.0,41.67,0.69,0.08,0.88,0.62
RBF60,80.0,27.04,53.52,8.14,75.0,50.0,0.76,0.06,0.91,0.71
RBF61,84.81,19.63,52.22,8.74,75.0,48.33,0.77,0.06,0.91,0.73
RBF62,88.52,32.59,60.56,4.56,71.67,56.67,0.83,0.04,0.92,0.8
RBF63,45.93,79.63,62.78,6.51,76.67,55.0,0.61,0.12,0.86,0.47
RBF64,85.19,44.44,64.81,4.03,71.67,58.33,0.76,0.08,0.81,0.56
RBF65,65.56,58.52,62.04,6.0,68.33,53.33,0.68,0.08,0.84,0.58
RBF66,82.59,42.59,62.59,4.5,68.33,56.67,0.74,0.07,0.86,0.64
RBF67,90.0,54.07,72.04,6.0,78.33,60.0,0.87,0.02,0.91,0.84
RBF68,78.89,22.59,50.74,1.47,53.33,48.33,0.56,0.02,0.6,0.54
RBF69,84.81,9.63,47.22,2.2,50.0,43.33,0.51,0.04,0.62,0.47
RBF70,91.48,12.96,52.22,1.67,55.0,50.0,0.48,0.02,0.52,0.45
RBF71,50.37,52.22,51.3,4.55,56.67,43.33,0.51,0.03,0.56,0.46
RBF72,84.81,15.19,50.0,2.64,55.0,46.67,0.52,0.01,0.55,0.5
RBF73,58.89,32.59,45.74,5.14,55.0,38.33,0.43,0.03,0.49,0.4
RBF74,78.15,14.44,46.3,3.2,51.67,41.67,0.47,0.02,0.52,0.45
RBF75,88.89,10.74,49.81,2.94,55.0,46.67,0.5,0.03,0.56,0.47
RBF76,71.85,31.48,51.67,4.0,55.0,43.33,0.62,0.03,0.67,0.6
RBF77,82.22,15.56,48.89,2.2,53.33,46.67,0.52,0.03,0.56,0.48
RBF78,81.85,18.52,50.19,4.03,55.0,43.33,0.49,0.05,0.55,0.41
RBF79,50.74,48.15,49.44,3.12,55.0,45.0,0.49,0.04,0.55,0.45
RBF80,81.85,25.19,53.52,2.69,58.33,48.33,0.57,0.01,0.59,0.55
RBF81,78.52,24.81,51.67,2.64,55.0,46.67,0.47,0.02,0.5,0.46
