Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score,Average AUC,AUC STD,Max AUC,Min AUC
RBF1,97.41,17.04,57.22,2.5,61.67,53.33,0.8,0.05,0.86,0.73
RBF2,98.89,79.63,89.26,6.78,96.67,75.0,0.98,0.02,1.0,0.95
RBF3,91.11,3.7,47.41,1.69,50.0,45.0,0.67,0.08,0.77,0.55
RBF4,97.04,68.52,82.78,2.04,86.67,80.0,0.97,0.02,0.99,0.92
RBF5,96.3,14.07,55.19,1.76,58.33,53.33,0.72,0.08,0.8,0.59
RBF6,88.89,24.07,56.48,5.03,61.67,45.0,0.75,0.13,0.86,0.47
RBF7,97.04,94.44,95.74,1.21,96.67,93.33,0.98,0.01,1.0,0.97
RBF8,90.74,34.81,62.78,3.91,68.33,56.67,0.79,0.09,0.9,0.65
RBF9,88.89,28.15,58.52,5.03,65.0,46.67,0.74,0.14,0.89,0.46
RBF10,82.22,40.74,61.48,4.82,68.33,55.0,0.74,0.1,0.9,0.61
RBF11,78.52,39.26,58.89,4.71,66.67,51.67,0.72,0.08,0.81,0.59
RBF12,97.04,98.15,97.59,1.69,98.33,93.33,0.99,0.01,1.0,0.97
RBF13,95.56,71.11,83.33,5.0,91.67,75.0,0.94,0.05,0.99,0.86
RBF14,88.89,84.07,86.48,8.39,95.0,68.33,0.92,0.1,0.99,0.68
RBF15,88.52,64.81,76.67,8.74,93.33,61.67,0.88,0.1,1.0,0.73
RBF16,83.7,81.85,82.78,7.26,91.67,70.0,0.89,0.1,0.98,0.71
RBF17,87.41,66.67,77.04,3.09,83.33,73.33,0.91,0.04,0.95,0.84
RBF18,97.04,97.78,97.41,1.47,98.33,95.0,0.99,0.01,1.0,0.97
RBF19,94.81,78.15,86.48,8.39,98.33,73.33,0.93,0.08,1.0,0.79
RBF20,89.26,95.56,92.41,6.13,98.33,81.67,0.94,0.08,0.99,0.74
RBF21,85.93,72.59,79.26,8.78,91.67,66.67,0.87,0.1,1.0,0.72
RBF22,84.81,82.59,83.7,7.4,93.33,70.0,0.9,0.1,0.99,0.71
RBF23,88.89,65.19,77.04,4.31,81.67,70.0,0.88,0.08,0.97,0.77
RBF24,97.04,98.89,97.96,0.73,98.33,96.67,0.99,0.01,1.0,0.97
RBF25,96.3,82.59,89.44,5.53,96.67,80.0,0.95,0.06,0.99,0.85
RBF26,89.26,97.78,93.52,5.98,98.33,81.67,0.94,0.08,1.0,0.74
RBF27,92.22,91.11,91.67,5.27,96.67,83.33,0.94,0.08,1.0,0.82
RBF28,85.93,80.0,82.96,7.01,93.33,71.67,0.9,0.1,0.99,0.71
RBF29,90.37,73.33,81.85,5.1,86.67,75.0,0.89,0.08,0.98,0.78
RBF30,77.78,45.93,61.85,4.03,68.33,56.67,0.72,0.16,0.92,0.5
RBF31,97.04,99.26,98.15,0.56,98.33,96.67,0.99,0.01,1.0,0.97
RBF32,93.7,84.44,89.07,8.62,98.33,73.33,0.95,0.06,0.99,0.84
RBF33,89.26,99.26,94.26,5.96,98.33,81.67,0.96,0.07,1.0,0.79
RBF34,92.22,95.93,94.07,5.6,98.33,83.33,0.95,0.07,1.0,0.84
RBF35,86.67,91.11,88.89,6.4,96.67,78.33,0.93,0.08,1.0,0.76
RBF36,91.11,87.78,89.44,6.4,96.67,80.0,0.94,0.07,1.0,0.84
RBF37,77.78,47.78,62.78,13.25,80.0,41.67,0.72,0.21,0.97,0.4
RBF38,72.59,52.96,62.78,4.86,68.33,55.0,0.7,0.09,0.82,0.55
RBF39,97.04,100.0,98.52,1.0,100.0,96.67,0.99,0.01,1.0,0.97
RBF40,89.26,94.81,92.04,7.01,98.33,80.0,0.94,0.07,1.0,0.8
RBF41,91.11,98.15,94.63,5.12,98.33,85.0,0.97,0.05,1.0,0.83
RBF42,92.22,97.04,94.63,6.11,100.0,83.33,0.95,0.07,1.0,0.84
RBF43,87.04,97.04,92.04,5.94,98.33,83.33,0.94,0.08,1.0,0.78
RBF44,90.37,71.48,80.93,12.45,96.67,65.0,0.91,0.1,1.0,0.77
RBF45,79.26,60.0,69.63,12.49,86.67,48.33,0.78,0.2,0.99,0.45
RBF46,85.19,84.07,84.63,10.47,95.0,70.0,0.86,0.15,0.98,0.59
RBF47,72.59,45.19,58.89,7.5,66.67,46.67,0.67,0.14,0.87,0.49
RBF48,97.04,98.52,97.78,0.83,98.33,96.67,0.99,0.01,1.0,0.97
RBF49,95.56,92.96,94.26,5.66,100.0,83.33,0.97,0.02,1.0,0.94
RBF50,93.33,98.89,96.11,4.41,100.0,86.67,0.98,0.03,1.0,0.9
RBF51,85.56,92.59,89.07,9.25,98.33,75.0,0.9,0.1,1.0,0.75
RBF52,85.56,97.78,91.67,6.18,98.33,81.67,0.95,0.07,1.0,0.83
RBF53,90.0,98.89,94.44,5.14,100.0,85.0,0.97,0.04,1.0,0.9
RBF54,77.41,72.59,75.0,14.95,91.67,51.67,0.79,0.22,0.99,0.46
RBF55,87.04,68.15,77.59,10.54,91.67,55.0,0.84,0.15,0.98,0.56
RBF56,70.74,37.41,54.07,14.14,78.33,38.33,0.65,0.21,0.97,0.42
RBF57,72.96,27.04,50.0,8.46,60.0,33.33,0.62,0.22,0.93,0.31
RBF58,97.04,47.04,72.04,2.47,76.67,68.33,0.91,0.02,0.93,0.87
RBF59,89.63,29.63,59.63,8.77,75.0,48.33,0.82,0.05,0.88,0.74
RBF60,88.89,16.67,52.78,10.24,63.33,33.33,0.78,0.16,0.9,0.43
RBF61,82.22,22.96,52.59,5.01,60.0,46.67,0.76,0.1,0.91,0.63
RBF62,78.52,45.19,61.85,5.98,68.33,51.67,0.75,0.08,0.85,0.62
RBF63,82.22,62.22,72.22,6.07,83.33,65.0,0.83,0.05,0.91,0.77
RBF64,78.52,37.04,57.78,4.41,63.33,50.0,0.64,0.1,0.79,0.49
RBF65,77.41,28.89,53.15,2.27,56.67,50.0,0.58,0.07,0.7,0.48
RBF66,77.78,25.19,51.48,5.98,61.67,41.67,0.61,0.12,0.79,0.44
RBF67,66.67,75.56,71.11,8.37,81.67,55.0,0.77,0.11,0.88,0.52
RBF68,93.7,3.7,48.7,2.0,53.33,46.67,0.52,0.05,0.57,0.42
RBF69,87.41,15.56,51.48,3.17,56.67,48.33,0.57,0.04,0.64,0.52
RBF70,77.78,23.7,50.74,2.22,53.33,46.67,0.49,0.02,0.52,0.47
RBF71,76.67,34.07,55.37,3.2,60.0,50.0,0.52,0.03,0.58,0.49
RBF72,75.56,22.59,49.07,2.9,53.33,45.0,0.5,0.05,0.57,0.43
RBF73,70.37,13.7,42.04,2.86,46.67,38.33,0.39,0.04,0.44,0.34
RBF74,77.41,20.37,48.89,5.4,56.67,38.33,0.47,0.05,0.54,0.4
RBF75,60.0,29.63,44.81,4.37,51.67,40.0,0.42,0.05,0.5,0.36
RBF76,89.26,8.89,49.07,2.06,51.67,45.0,0.66,0.11,0.75,0.45
RBF77,87.04,10.0,48.52,1.94,50.0,45.0,0.5,0.01,0.52,0.49
RBF78,77.41,19.26,48.33,3.63,53.33,43.33,0.48,0.03,0.52,0.44
RBF79,85.93,18.52,52.22,2.04,55.0,50.0,0.47,0.05,0.54,0.41
RBF80,77.04,25.56,51.3,2.74,56.67,48.33,0.51,0.07,0.6,0.4
RBF81,75.19,12.96,44.07,2.06,46.67,41.67,0.42,0.07,0.52,0.37
RBF82,83.7,17.78,50.74,1.47,53.33,48.33,0.56,0.03,0.6,0.53
RBF83,68.15,22.59,45.37,4.23,50.0,38.33,0.47,0.06,0.55,0.4
RBF84,76.3,25.19,50.74,3.45,56.67,46.67,0.51,0.03,0.55,0.47
RBF85,56.67,48.89,52.78,2.04,56.67,50.0,0.55,0.02,0.57,0.52
RBF86,78.15,22.22,50.19,2.82,55.0,46.67,0.52,0.04,0.56,0.46
RBF87,69.26,18.15,43.7,4.55,55.0,40.0,0.39,0.06,0.49,0.32
RBF88,69.63,20.74,45.19,4.03,51.67,40.0,0.41,0.04,0.48,0.37
RBF89,52.22,46.67,49.44,4.79,58.33,43.33,0.47,0.04,0.53,0.42
RBF90,60.74,35.93,48.33,2.76,51.67,43.33,0.53,0.05,0.6,0.47
RBF91,78.89,18.52,48.7,1.82,51.67,46.67,0.53,0.08,0.64,0.44
RBF92,75.19,10.37,42.78,3.44,46.67,36.67,0.43,0.03,0.46,0.38
RBF93,74.07,28.52,51.3,3.98,55.0,43.33,0.52,0.06,0.6,0.45
RBF94,67.04,28.52,47.78,4.0,55.0,43.33,0.51,0.06,0.59,0.42
RBF95,77.04,28.15,52.59,2.52,56.67,50.0,0.57,0.06,0.63,0.49
RBF96,84.44,9.63,47.04,2.98,50.0,41.67,0.42,0.05,0.49,0.35
RBF97,76.3,27.78,52.04,5.05,60.0,43.33,0.53,0.04,0.58,0.46
RBF98,69.63,24.44,47.04,2.47,50.0,43.33,0.48,0.03,0.51,0.44
RBF99,75.93,15.56,45.74,2.52,50.0,41.67,0.42,0.05,0.5,0.37
RBF100,79.26,20.37,49.81,3.38,53.33,41.67,0.52,0.07,0.61,0.44
RBF101,71.11,28.52,49.81,4.89,56.67,45.0,0.53,0.1,0.67,0.39
RBF102,71.48,21.48,46.48,1.55,48.33,43.33,0.45,0.02,0.49,0.42
RBF103,84.44,11.85,48.15,2.12,50.0,45.0,0.51,0.07,0.59,0.41
RBF104,65.56,30.0,47.78,4.33,53.33,43.33,0.48,0.05,0.55,0.4
RBF105,77.04,22.59,49.81,7.19,58.33,35.0,0.58,0.12,0.74,0.39
RBF106,68.89,22.22,45.56,3.33,50.0,41.67,0.46,0.09,0.58,0.36
LINEAR1,94.07,12.22,53.15,0.56,53.33,51.67,0.61,0.02,0.66,0.6
