Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score,Average AUC,AUC STD,Max AUC,Min AUC
RBF1,88.89,17.78,53.33,1.86,56.67,50.0,0.73,0.02,0.76,0.69
RBF2,91.11,66.3,78.7,2.98,83.33,73.33,0.91,0.02,0.97,0.9
RBF3,74.07,42.59,58.33,2.5,61.67,55.0,0.67,0.06,0.78,0.59
RBF4,91.11,53.33,72.22,2.2,76.67,70.0,0.9,0.02,0.94,0.88
RBF5,93.33,45.56,69.44,2.5,73.33,65.0,0.84,0.04,0.89,0.78
RBF6,88.52,23.33,55.93,2.78,58.33,50.0,0.69,0.05,0.76,0.63
RBF7,91.11,78.15,84.63,4.47,90.0,78.33,0.92,0.02,0.96,0.9
RBF8,95.56,48.89,72.22,4.25,78.33,66.67,0.92,0.03,0.96,0.86
RBF9,88.52,37.41,62.96,4.55,68.33,53.33,0.79,0.06,0.91,0.71
RBF10,90.74,34.81,62.78,2.64,66.67,58.33,0.82,0.05,0.87,0.75
RBF11,77.04,31.85,54.44,3.63,58.33,48.33,0.68,0.06,0.77,0.6
RBF12,91.11,98.89,95.0,1.18,96.67,93.33,0.93,0.03,0.97,0.91
RBF13,96.67,93.7,95.19,3.38,100.0,88.33,0.98,0.02,1.0,0.94
RBF14,88.52,81.48,85.0,5.07,93.33,78.33,0.93,0.05,0.99,0.88
RBF15,88.89,68.89,78.89,4.71,85.0,70.0,0.9,0.07,0.97,0.78
RBF16,79.63,50.74,65.19,8.23,80.0,55.0,0.8,0.1,0.97,0.67
RBF17,90.74,48.89,69.81,5.43,78.33,63.33,0.88,0.04,0.93,0.82
RBF18,91.11,99.26,95.19,1.55,98.33,93.33,0.93,0.03,0.97,0.9
RBF19,95.93,92.96,94.44,3.33,96.67,86.67,0.98,0.02,1.0,0.94
RBF20,87.78,95.93,91.85,6.03,98.33,83.33,0.94,0.05,1.0,0.87
RBF21,88.89,83.33,86.11,6.4,93.33,73.33,0.92,0.05,0.97,0.81
RBF22,78.89,64.07,71.48,5.92,80.0,61.67,0.83,0.09,0.97,0.67
RBF23,85.56,54.44,70.0,5.34,80.0,63.33,0.83,0.08,0.93,0.71
RBF24,91.11,98.89,95.0,1.86,98.33,91.67,0.93,0.02,0.97,0.91
RBF25,92.96,93.7,93.33,3.63,100.0,88.33,0.96,0.02,1.0,0.92
RBF26,88.52,100.0,94.26,4.18,100.0,88.33,0.96,0.03,1.0,0.91
RBF27,88.52,82.22,85.37,7.63,93.33,71.67,0.92,0.06,0.97,0.8
RBF28,78.52,67.78,73.15,8.52,86.67,55.0,0.83,0.11,0.98,0.63
RBF29,83.7,67.78,75.74,7.32,85.0,63.33,0.86,0.07,0.94,0.74
RBF30,88.15,34.81,61.48,2.82,65.0,56.67,0.82,0.04,0.87,0.77
RBF31,91.11,98.89,95.0,1.86,98.33,91.67,0.93,0.03,0.97,0.9
RBF32,94.81,97.04,95.93,3.83,100.0,90.0,0.97,0.02,1.0,0.93
RBF33,87.04,98.52,92.78,6.01,100.0,85.0,0.96,0.04,1.0,0.9
RBF34,88.52,95.56,92.04,4.77,98.33,85.0,0.94,0.03,0.97,0.88
RBF35,79.26,90.0,84.63,6.96,91.67,70.0,0.91,0.09,0.99,0.7
RBF36,82.96,67.04,75.0,8.42,86.67,58.33,0.86,0.09,0.95,0.72
RBF37,84.44,47.41,65.93,7.91,80.0,58.33,0.85,0.08,0.96,0.75
RBF38,87.04,67.41,77.22,3.33,81.67,71.67,0.89,0.03,0.92,0.85
RBF39,91.11,100.0,95.56,1.18,98.33,95.0,0.93,0.03,0.97,0.91
RBF40,94.44,98.15,96.3,3.09,100.0,90.0,0.98,0.02,1.0,0.95
RBF41,88.89,99.63,94.26,4.18,100.0,88.33,0.98,0.02,1.0,0.95
RBF42,88.52,94.07,91.3,5.26,98.33,83.33,0.95,0.03,0.97,0.88
RBF43,79.63,96.3,87.96,8.16,96.67,70.0,0.92,0.09,0.99,0.72
RBF44,82.96,85.93,84.44,5.95,91.67,75.0,0.91,0.05,0.96,0.81
RBF45,84.07,63.7,73.89,8.58,88.33,61.67,0.87,0.08,0.98,0.76
RBF46,94.07,61.85,77.96,2.0,81.67,75.0,0.95,0.03,1.0,0.9
RBF47,83.33,67.78,75.56,8.21,85.0,60.0,0.84,0.03,0.9,0.8
RBF48,91.11,97.41,94.26,1.47,96.67,93.33,0.93,0.03,0.97,0.91
RBF49,93.7,98.89,96.3,2.98,98.33,90.0,0.96,0.04,1.0,0.89
RBF50,86.67,95.19,90.93,8.74,100.0,78.33,0.96,0.06,1.0,0.84
RBF51,89.63,88.52,89.07,8.25,98.33,76.67,0.94,0.04,0.97,0.87
RBF52,78.52,91.48,85.0,8.54,96.67,73.33,0.87,0.08,1.0,0.75
RBF53,83.7,87.78,85.74,7.27,93.33,71.67,0.91,0.07,0.97,0.78
RBF54,82.96,77.41,80.19,10.69,96.67,68.33,0.87,0.09,0.99,0.76
RBF55,93.7,60.37,77.04,4.06,81.67,70.0,0.94,0.03,1.0,0.88
RBF56,86.3,64.44,75.37,4.98,85.0,70.0,0.89,0.05,0.97,0.82
RBF57,93.33,65.19,79.26,3.74,85.0,75.0,0.93,0.02,0.98,0.91
RBF58,91.11,31.85,61.48,3.06,66.67,58.33,0.87,0.02,0.92,0.85
RBF59,90.74,36.67,63.7,4.62,71.67,60.0,0.88,0.05,0.94,0.8
RBF60,82.22,24.07,53.15,7.29,65.0,45.0,0.79,0.1,0.93,0.71
RBF61,87.04,22.96,55.0,4.71,63.33,50.0,0.79,0.08,0.9,0.7
RBF62,85.19,35.19,60.19,4.82,66.67,53.33,0.77,0.03,0.81,0.74
RBF63,68.52,66.3,67.41,4.65,75.0,58.33,0.72,0.03,0.77,0.68
RBF64,82.22,56.67,69.44,5.14,75.0,61.67,0.78,0.03,0.83,0.74
RBF65,85.56,57.04,71.3,3.8,78.33,65.0,0.85,0.05,0.9,0.75
RBF66,88.52,39.26,63.89,7.12,70.0,50.0,0.79,0.04,0.84,0.7
RBF67,90.0,37.41,63.7,6.55,71.67,53.33,0.8,0.06,0.84,0.68
RBF68,81.85,17.78,49.81,3.48,55.0,45.0,0.51,0.03,0.58,0.47
RBF69,81.48,14.81,48.15,1.76,50.0,45.0,0.53,0.01,0.54,0.51
RBF70,81.85,22.22,52.04,2.17,55.0,50.0,0.47,0.05,0.58,0.42
RBF71,89.63,25.93,57.78,2.2,61.67,55.0,0.54,0.05,0.62,0.49
RBF72,77.78,24.07,50.93,2.22,55.0,48.33,0.53,0.01,0.54,0.52
RBF73,71.11,32.22,51.67,4.17,60.0,45.0,0.53,0.06,0.58,0.42
RBF74,85.93,12.22,49.07,1.69,51.67,46.67,0.51,0.04,0.59,0.48
RBF75,98.89,7.41,53.15,1.55,55.0,50.0,0.47,0.02,0.49,0.43
RBF76,76.3,21.48,48.89,3.12,53.33,43.33,0.58,0.06,0.71,0.53
RBF77,90.0,12.59,51.3,1.82,53.33,48.33,0.51,0.03,0.58,0.46
RBF78,67.04,32.22,49.63,2.47,53.33,45.0,0.5,0.03,0.53,0.46
RBF79,86.3,15.56,50.93,2.37,55.0,46.67,0.56,0.06,0.67,0.49
RBF80,74.44,20.0,47.22,2.36,51.67,45.0,0.49,0.02,0.51,0.47
RBF81,83.7,24.07,53.89,1.67,56.67,51.67,0.55,0.02,0.58,0.5
