Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score,Average AUC,AUC STD,Max AUC,Min AUC
RBF1,92.22,6.3,49.26,1.88,51.67,46.67,0.64,0.05,0.72,0.55
RBF2,88.52,29.26,58.89,5.2,71.67,53.33,0.84,0.05,0.92,0.75
RBF3,91.85,7.78,49.81,2.27,51.67,45.0,0.69,0.02,0.71,0.65
RBF4,89.63,49.63,69.63,4.77,80.0,65.0,0.87,0.04,0.92,0.81
RBF5,94.81,37.04,65.93,2.52,70.0,63.33,0.81,0.04,0.85,0.73
RBF6,90.74,5.19,47.96,2.74,53.33,45.0,0.72,0.08,0.84,0.6
RBF7,90.37,65.19,77.78,7.59,95.0,70.0,0.91,0.05,0.98,0.84
RBF8,95.19,39.63,67.41,2.65,70.0,63.33,0.89,0.03,0.94,0.84
RBF9,91.85,30.0,60.93,3.64,70.0,58.33,0.77,0.07,0.9,0.69
RBF10,90.37,15.19,52.78,3.23,56.67,46.67,0.68,0.04,0.76,0.64
RBF11,85.93,27.04,56.48,2.82,60.0,53.33,0.71,0.05,0.74,0.59
RBF12,95.93,98.15,97.04,2.32,100.0,93.33,0.98,0.02,1.0,0.95
RBF13,95.56,89.26,92.41,4.5,100.0,85.0,0.97,0.03,1.0,0.9
RBF14,91.85,72.96,82.41,6.13,96.67,76.67,0.93,0.03,0.99,0.9
RBF15,91.11,65.19,78.15,3.48,81.67,70.0,0.9,0.04,0.95,0.83
RBF16,93.33,62.96,78.15,9.55,95.0,61.67,0.93,0.07,1.0,0.78
RBF17,51.85,79.63,65.74,7.13,80.0,58.33,0.7,0.11,0.91,0.61
RBF18,90.37,95.93,93.15,3.58,100.0,90.0,0.96,0.04,1.0,0.9
RBF19,95.56,92.22,93.89,2.89,100.0,90.0,0.98,0.01,1.0,0.96
RBF20,95.56,95.19,95.37,2.32,100.0,91.67,0.97,0.02,1.0,0.93
RBF21,91.11,77.78,84.44,6.07,91.67,73.33,0.94,0.03,0.98,0.88
RBF22,92.96,41.11,67.04,8.03,81.67,58.33,0.87,0.08,0.98,0.74
RBF23,68.89,78.52,73.7,7.44,88.33,65.0,0.8,0.1,0.96,0.65
RBF24,93.7,95.93,94.81,3.48,100.0,90.0,0.97,0.03,1.0,0.93
RBF25,95.56,90.37,92.96,4.7,100.0,85.0,0.98,0.02,1.0,0.95
RBF26,91.85,99.63,95.74,1.21,98.33,95.0,0.95,0.03,1.0,0.92
RBF27,97.41,86.3,91.85,4.52,100.0,85.0,0.98,0.02,1.0,0.95
RBF28,92.96,72.59,82.78,5.95,93.33,73.33,0.93,0.06,1.0,0.84
RBF29,76.3,68.89,72.59,7.13,83.33,63.33,0.81,0.11,0.97,0.64
RBF30,69.63,60.74,65.19,5.03,73.33,58.33,0.72,0.12,0.89,0.55
RBF31,94.07,100.0,97.04,3.2,100.0,91.67,0.98,0.03,1.0,0.93
RBF32,95.56,91.85,93.7,4.15,100.0,88.33,0.98,0.02,1.0,0.94
RBF33,91.85,97.04,94.44,1.86,96.67,91.67,0.95,0.02,1.0,0.93
RBF34,95.93,87.04,91.48,4.75,100.0,85.0,0.97,0.02,1.0,0.95
RBF35,92.96,84.07,88.52,5.68,100.0,81.67,0.95,0.05,1.0,0.88
RBF36,81.85,70.37,76.11,9.57,95.0,63.33,0.84,0.1,0.99,0.72
RBF37,81.11,48.15,64.63,10.95,83.33,50.0,0.78,0.14,0.98,0.61
RBF38,86.67,46.67,66.67,3.44,73.33,63.33,0.79,0.06,0.88,0.71
RBF39,90.74,94.44,92.59,4.26,100.0,88.33,0.96,0.04,1.0,0.9
RBF40,95.19,97.04,96.11,2.36,100.0,93.33,0.99,0.01,1.0,0.97
RBF41,91.48,97.78,94.63,2.32,98.33,91.67,0.95,0.02,1.0,0.92
RBF42,95.19,87.41,91.3,5.7,100.0,81.67,0.95,0.04,1.0,0.87
RBF43,92.96,74.44,83.7,7.72,100.0,75.0,0.93,0.06,1.0,0.83
RBF44,81.48,85.19,83.33,8.16,96.67,73.33,0.89,0.08,1.0,0.78
RBF45,83.7,53.7,68.7,12.96,93.33,55.0,0.82,0.12,1.0,0.67
RBF46,87.41,53.33,70.37,5.39,80.0,63.33,0.87,0.05,0.97,0.8
RBF47,76.3,47.78,62.04,4.77,70.0,56.67,0.74,0.09,0.87,0.63
RBF48,94.44,100.0,97.22,2.04,100.0,95.0,0.96,0.04,1.0,0.91
RBF49,96.67,98.89,97.78,1.18,98.33,95.0,0.99,0.01,1.0,0.97
RBF50,97.78,87.41,92.59,4.72,100.0,86.67,0.97,0.03,1.0,0.9
RBF51,94.44,76.67,85.56,7.55,100.0,76.67,0.93,0.05,1.0,0.85
RBF52,92.96,78.15,85.56,7.91,100.0,76.67,0.92,0.07,1.0,0.82
RBF53,82.59,97.04,89.81,5.8,98.33,81.67,0.91,0.08,1.0,0.79
RBF54,85.93,72.96,79.44,10.74,100.0,66.67,0.87,0.09,1.0,0.74
RBF55,90.37,58.89,74.63,7.16,90.0,66.67,0.91,0.04,0.99,0.86
RBF56,88.15,61.85,75.0,11.06,95.0,61.67,0.88,0.09,0.99,0.75
RBF57,85.56,55.19,70.37,5.88,80.0,61.67,0.85,0.09,0.96,0.71
RBF58,85.56,27.04,56.3,3.41,60.0,50.0,0.8,0.05,0.87,0.71
RBF59,89.63,27.78,58.7,7.11,73.33,51.67,0.84,0.05,0.89,0.73
RBF60,91.48,20.37,55.93,6.41,71.67,51.67,0.83,0.06,0.92,0.74
RBF61,91.11,10.74,50.93,2.37,56.67,48.33,0.69,0.08,0.82,0.59
RBF62,87.41,21.48,54.44,3.44,61.67,50.0,0.75,0.05,0.8,0.61
RBF63,51.85,81.11,66.48,5.1,73.33,60.0,0.74,0.05,0.82,0.68
RBF64,69.26,24.44,46.85,8.88,61.67,35.0,0.56,0.11,0.73,0.44
RBF65,84.44,49.26,66.85,4.44,71.67,60.0,0.75,0.07,0.86,0.65
RBF66,82.59,26.3,54.44,6.01,63.33,46.67,0.71,0.1,0.85,0.58
RBF67,81.11,51.11,66.11,4.79,73.33,60.0,0.77,0.08,0.92,0.66
RBF68,91.11,4.81,47.96,1.39,50.0,46.67,0.54,0.05,0.62,0.44
RBF69,94.44,7.78,51.11,1.44,53.33,50.0,0.57,0.02,0.61,0.53
RBF70,86.67,12.22,49.44,2.04,53.33,46.67,0.52,0.02,0.54,0.48
RBF71,41.85,59.63,50.74,2.52,55.0,46.67,0.54,0.04,0.59,0.48
RBF72,67.78,31.85,49.81,1.76,53.33,48.33,0.5,0.01,0.51,0.47
RBF73,84.07,18.52,51.3,2.74,55.0,48.33,0.47,0.04,0.54,0.42
RBF74,76.3,25.19,50.74,3.13,56.67,45.0,0.56,0.01,0.57,0.55
RBF75,69.26,20.37,44.81,3.17,48.33,40.0,0.42,0.04,0.5,0.36
RBF76,90.74,4.07,47.41,1.88,50.0,45.0,0.6,0.07,0.69,0.49
RBF77,96.67,4.44,50.56,1.18,51.67,48.33,0.54,0.02,0.57,0.52
RBF78,87.41,14.44,50.93,3.24,55.0,46.67,0.54,0.02,0.59,0.51
RBF79,50.74,45.19,47.96,4.31,53.33,38.33,0.48,0.07,0.56,0.38
RBF80,65.19,22.96,44.07,4.42,50.0,36.67,0.4,0.03,0.44,0.35
RBF81,86.3,17.41,51.85,2.42,56.67,48.33,0.51,0.03,0.56,0.46
RBF82,76.3,17.41,46.85,3.06,53.33,43.33,0.51,0.03,0.56,0.49
RBF83,75.93,16.3,46.11,4.41,51.67,36.67,0.44,0.04,0.5,0.37
RBF84,85.93,17.41,51.67,1.86,53.33,48.33,0.55,0.04,0.58,0.47
RBF85,50.0,49.26,49.63,5.39,56.67,38.33,0.51,0.05,0.56,0.4
RBF86,72.22,20.37,46.3,4.06,53.33,41.67,0.43,0.02,0.46,0.39
RBF87,84.81,21.85,53.33,1.67,55.0,50.0,0.52,0.04,0.57,0.48
RBF88,78.89,19.63,49.26,2.37,51.67,45.0,0.54,0.01,0.56,0.52
RBF89,71.85,35.19,53.52,2.42,56.67,50.0,0.52,0.02,0.54,0.48
RBF90,51.11,59.26,55.19,4.37,65.0,50.0,0.59,0.04,0.65,0.51
RBF91,53.33,35.19,44.26,2.06,48.33,41.67,0.46,0.01,0.48,0.44
RBF92,86.3,11.48,48.89,2.64,51.67,43.33,0.5,0.05,0.57,0.43
RBF93,70.0,30.37,50.19,2.94,56.67,46.67,0.52,0.04,0.59,0.46
RBF94,71.11,14.81,42.96,5.39,50.0,35.0,0.44,0.05,0.51,0.36
RBF95,67.04,30.0,48.52,2.56,51.67,43.33,0.48,0.04,0.54,0.41
RBF96,83.33,15.56,49.44,2.89,55.0,46.67,0.49,0.03,0.54,0.44
RBF97,70.37,27.04,48.7,2.61,53.33,46.67,0.5,0.03,0.57,0.48
RBF98,85.93,20.0,52.96,2.17,56.67,50.0,0.52,0.03,0.56,0.48
RBF99,80.0,18.52,49.26,2.65,51.67,45.0,0.53,0.02,0.57,0.49
RBF100,77.78,21.11,49.44,2.5,51.67,45.0,0.53,0.04,0.57,0.47
RBF101,82.22,14.44,48.33,2.5,51.67,43.33,0.51,0.05,0.59,0.47
RBF102,81.48,21.11,51.3,5.39,60.0,45.0,0.56,0.05,0.64,0.48
RBF103,77.41,24.07,50.74,3.45,56.67,45.0,0.57,0.02,0.6,0.54
RBF104,58.52,34.44,46.48,3.58,50.0,40.0,0.47,0.06,0.57,0.4
RBF105,75.56,35.19,55.37,2.74,60.0,51.67,0.65,0.05,0.73,0.6
RBF106,74.07,19.26,46.67,3.82,51.67,40.0,0.48,0.08,0.62,0.4
LINEAR1,97.78,6.67,52.22,0.83,53.33,51.67,0.64,0.02,0.69,0.62
LINEAR2,100.0,62.59,81.3,0.73,81.67,80.0,0.99,0.0,0.99,0.99
LINEAR3,96.67,3.33,50.0,0.0,50.0,50.0,0.7,0.03,0.76,0.68
LINEAR4,100.0,55.56,77.78,3.0,80.0,70.0,0.98,0.0,0.98,0.98
LINEAR5,100.0,6.67,53.33,0.0,53.33,53.33,0.93,0.01,0.93,0.89
LINEAR6,100.0,3.33,51.67,0.0,51.67,51.67,0.89,0.01,0.91,0.88
LINEAR7,100.0,85.19,92.59,2.22,93.33,86.67,0.99,0.0,0.99,0.98
LINEAR8,100.0,31.11,65.56,1.67,66.67,61.67,0.97,0.02,0.98,0.93
LINEAR9,100.0,3.7,51.85,0.56,53.33,51.67,0.98,0.0,0.98,0.97
LINEAR10,100.0,3.7,51.85,0.56,53.33,51.67,0.92,0.0,0.93,0.92
LINEAR11,96.67,3.33,50.0,0.0,50.0,50.0,0.84,0.0,0.84,0.83
LINEAR12,100.0,90.0,95.0,0.0,95.0,95.0,0.96,0.01,0.96,0.94
LINEAR13,100.0,90.0,95.0,0.0,95.0,95.0,0.99,0.01,1.0,0.98
LINEAR14,100.0,100.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
LINEAR15,100.0,81.11,90.56,2.76,91.67,83.33,1.0,0.0,1.0,1.0
LINEAR16,100.0,79.63,89.81,1.0,91.67,88.33,0.99,0.01,0.99,0.97
LINEAR17,96.3,51.48,73.89,3.0,81.67,71.67,0.95,0.0,0.96,0.95
LINEAR18,100.0,85.93,92.96,3.41,95.0,85.0,1.0,0.0,1.0,1.0
LINEAR19,100.0,83.33,91.67,1.67,93.33,90.0,0.98,0.01,0.99,0.95
LINEAR20,100.0,93.7,96.85,0.56,98.33,96.67,1.0,0.01,1.0,0.98
LINEAR21,100.0,82.96,91.48,1.3,93.33,88.33,1.0,0.0,1.0,1.0
LINEAR22,100.0,82.22,91.11,1.18,91.67,88.33,1.0,0.0,1.0,0.99
LINEAR23,100.0,70.74,85.37,1.11,88.33,85.0,1.0,0.0,1.0,1.0
LINEAR24,100.0,80.74,90.37,1.11,91.67,88.33,1.0,0.0,1.0,0.99
LINEAR25,100.0,93.7,96.85,0.56,98.33,96.67,1.0,0.01,1.0,0.98
LINEAR26,100.0,94.07,97.04,1.62,98.33,95.0,1.0,0.0,1.0,1.0
LINEAR27,100.0,89.63,94.81,2.69,96.67,88.33,1.0,0.0,1.0,1.0
LINEAR28,100.0,92.59,96.3,0.73,96.67,95.0,0.99,0.01,1.0,0.98
LINEAR29,100.0,90.74,95.37,1.82,98.33,93.33,1.0,0.0,1.0,1.0
LINEAR30,100.0,13.7,56.85,0.56,58.33,56.67,0.95,0.01,0.96,0.94
LINEAR31,100.0,81.85,90.93,1.21,91.67,88.33,0.99,0.0,0.99,0.99
LINEAR32,100.0,92.22,96.11,1.67,96.67,91.67,0.99,0.01,1.0,0.97
LINEAR33,100.0,91.48,95.74,1.21,96.67,93.33,1.0,0.0,1.0,1.0
LINEAR34,100.0,96.3,98.15,0.56,98.33,96.67,1.0,0.0,1.0,1.0
LINEAR35,100.0,93.33,96.67,0.0,96.67,96.67,1.0,0.01,1.0,0.98
LINEAR36,100.0,93.33,96.67,0.0,96.67,96.67,1.0,0.0,1.0,1.0
LINEAR37,100.0,80.0,90.0,0.0,90.0,90.0,0.98,0.0,0.98,0.97
LINEAR38,100.0,22.22,61.11,1.18,63.33,60.0,0.9,0.0,0.9,0.89
LINEAR39,100.0,86.3,93.15,0.56,93.33,91.67,0.99,0.01,0.99,0.98
LINEAR40,100.0,72.59,86.3,1.11,86.67,83.33,0.98,0.01,0.98,0.95
LINEAR41,100.0,92.96,96.48,1.0,98.33,95.0,1.0,0.01,1.0,0.97
LINEAR42,100.0,78.15,89.07,1.21,90.0,86.67,1.0,0.0,1.0,1.0
LINEAR43,100.0,88.89,94.44,1.18,95.0,91.67,1.0,0.0,1.0,1.0
LINEAR44,100.0,96.3,98.15,0.56,98.33,96.67,1.0,0.0,1.0,1.0
LINEAR45,100.0,89.63,94.81,0.56,95.0,93.33,0.99,0.0,1.0,0.98
LINEAR46,100.0,67.78,83.89,1.18,86.67,83.33,1.0,0.0,1.0,1.0
LINEAR47,100.0,28.15,64.07,2.37,68.33,61.67,0.95,0.01,0.95,0.92
LINEAR48,100.0,96.67,98.33,0.0,98.33,98.33,0.99,0.0,0.99,0.98
LINEAR49,100.0,96.3,98.15,0.56,98.33,96.67,0.97,0.0,0.97,0.97
LINEAR50,100.0,86.67,93.33,0.0,93.33,93.33,1.0,0.01,1.0,0.97
LINEAR51,100.0,77.78,88.89,1.44,90.0,86.67,1.0,0.0,1.0,0.99
LINEAR52,100.0,89.26,94.63,1.11,95.0,91.67,1.0,0.0,1.0,0.99
LINEAR53,100.0,96.67,98.33,0.0,98.33,98.33,1.0,0.0,1.0,1.0
LINEAR54,100.0,96.67,98.33,0.0,98.33,98.33,1.0,0.0,1.0,1.0
LINEAR55,100.0,86.3,93.15,0.56,93.33,91.67,1.0,0.01,1.0,0.98
LINEAR56,100.0,92.96,96.48,0.56,96.67,95.0,1.0,0.0,1.0,0.99
LINEAR57,100.0,43.7,71.85,0.56,73.33,71.67,0.99,0.01,0.99,0.96
LINEAR58,100.0,13.33,56.67,0.0,56.67,56.67,0.88,0.03,0.97,0.86
LINEAR59,97.04,3.33,50.19,0.56,51.67,50.0,0.94,0.0,0.95,0.94
LINEAR60,100.0,0.0,50.0,0.0,50.0,50.0,0.93,0.01,0.95,0.92
LINEAR61,100.0,3.7,51.85,0.56,53.33,51.67,0.95,0.01,0.98,0.95
LINEAR62,96.67,0.37,48.52,0.56,50.0,48.33,0.89,0.0,0.89,0.88
LINEAR63,96.3,4.81,50.56,1.67,55.0,50.0,0.73,0.01,0.77,0.72
LINEAR64,96.67,7.04,51.85,0.56,53.33,51.67,0.71,0.01,0.73,0.71
LINEAR65,94.81,11.48,53.15,2.12,58.33,51.67,0.79,0.01,0.82,0.79
LINEAR66,100.0,10.37,55.19,0.56,56.67,55.0,0.89,0.0,0.89,0.89
LINEAR67,96.67,4.07,50.37,1.11,53.33,50.0,0.84,0.0,0.85,0.83
LINEAR68,100.0,0.0,50.0,0.0,50.0,50.0,0.5,0.01,0.52,0.49
LINEAR69,100.0,0.0,50.0,0.0,50.0,50.0,0.58,0.01,0.58,0.56
LINEAR70,96.67,0.0,48.33,0.0,48.33,48.33,0.48,0.01,0.5,0.47
LINEAR71,95.93,0.37,48.15,0.56,48.33,46.67,0.53,0.0,0.53,0.52
LINEAR72,96.3,0.37,48.33,0.0,48.33,48.33,0.48,0.01,0.48,0.46
LINEAR73,96.3,6.67,51.48,0.56,51.67,50.0,0.5,0.0,0.51,0.5
LINEAR74,98.89,6.67,52.78,1.67,53.33,48.33,0.55,0.01,0.56,0.54
LINEAR75,96.3,7.04,51.67,0.83,53.33,50.0,0.47,0.01,0.48,0.44
LINEAR76,100.0,3.33,51.67,0.0,51.67,51.67,0.74,0.02,0.79,0.73
LINEAR77,96.67,3.33,50.0,0.0,50.0,50.0,0.55,0.0,0.56,0.55
LINEAR78,96.67,0.0,48.33,0.0,48.33,48.33,0.49,0.0,0.5,0.49
LINEAR79,96.3,0.0,48.15,0.56,48.33,46.67,0.48,0.01,0.49,0.47
LINEAR80,96.67,3.33,50.0,0.0,50.0,50.0,0.43,0.0,0.43,0.42
LINEAR81,96.67,3.7,50.19,0.56,51.67,50.0,0.51,0.0,0.52,0.5
LINEAR82,100.0,0.0,50.0,0.0,50.0,50.0,0.57,0.0,0.57,0.56
LINEAR83,96.67,0.0,48.33,0.0,48.33,48.33,0.46,0.01,0.47,0.43
LINEAR84,96.67,3.33,50.0,0.0,50.0,50.0,0.49,0.01,0.5,0.48
LINEAR85,95.93,3.33,49.63,1.11,50.0,46.67,0.61,0.0,0.61,0.59
LINEAR86,100.0,0.0,50.0,0.0,50.0,50.0,0.44,0.01,0.45,0.42
LINEAR87,93.33,7.04,50.19,0.56,51.67,50.0,0.53,0.0,0.53,0.52
LINEAR88,100.0,3.7,51.85,0.56,53.33,51.67,0.52,0.01,0.52,0.5
LINEAR89,96.67,5.56,51.11,0.83,51.67,50.0,0.52,0.01,0.52,0.49
LINEAR90,96.3,0.37,48.33,0.0,48.33,48.33,0.69,0.0,0.69,0.68
LINEAR91,96.3,3.33,49.81,0.56,50.0,48.33,0.5,0.0,0.51,0.49
LINEAR92,96.67,6.67,51.67,0.0,51.67,51.67,0.59,0.0,0.59,0.58
LINEAR93,100.0,0.0,50.0,0.0,50.0,50.0,0.6,0.0,0.6,0.59
LINEAR94,96.67,3.7,50.19,0.56,51.67,50.0,0.59,0.01,0.6,0.56
