Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score,Average AUC,AUC STD,Max AUC,Min AUC
RBF1,99.26,81.85,90.56,2.04,93.33,86.67,0.99,0.0,1.0,0.99
RBF2,99.26,97.78,98.52,1.55,100.0,95.0,1.0,0.01,1.0,0.98
RBF3,87.04,76.3,81.67,2.64,85.0,78.33,0.92,0.01,0.94,0.9
RBF4,99.26,100.0,99.63,0.73,100.0,98.33,1.0,0.0,1.0,1.0
RBF5,87.04,94.81,90.93,1.88,93.33,86.67,0.97,0.01,0.98,0.93
RBF6,87.04,78.89,82.96,2.47,85.0,78.33,0.93,0.02,0.94,0.89
RBF7,99.26,100.0,99.63,0.73,100.0,98.33,1.0,0.0,1.0,1.0
RBF8,87.04,100.0,93.52,1.3,95.0,91.67,0.99,0.0,0.99,0.98
RBF9,87.04,79.63,83.33,2.04,86.67,80.0,0.9,0.02,0.94,0.85
RBF10,92.22,94.07,93.15,1.76,96.67,90.0,0.96,0.02,0.99,0.91
RBF11,92.59,87.78,90.19,2.27,93.33,86.67,0.95,0.01,0.97,0.92
RBF12,99.26,100.0,99.63,0.73,100.0,98.33,1.0,0.0,1.0,1.0
RBF13,87.04,100.0,93.52,1.3,95.0,91.67,1.0,0.0,1.0,0.99
RBF14,87.04,100.0,93.52,1.3,95.0,91.67,0.98,0.01,1.0,0.97
RBF15,92.22,99.63,95.93,1.88,98.33,91.67,0.99,0.01,1.0,0.96
RBF16,92.59,98.15,95.37,2.61,98.33,90.0,0.99,0.01,1.0,0.96
RBF17,94.44,88.89,91.67,4.41,96.67,81.67,0.97,0.03,0.99,0.9
RBF18,99.26,100.0,99.63,0.73,100.0,98.33,1.0,0.0,1.0,1.0
RBF19,87.04,100.0,93.52,1.3,95.0,91.67,1.0,0.0,1.0,0.99
RBF20,87.04,100.0,93.52,1.3,95.0,91.67,0.99,0.01,1.0,0.98
RBF21,92.22,100.0,96.11,1.86,98.33,91.67,1.0,0.01,1.0,0.98
RBF22,92.59,99.26,95.93,2.22,98.33,91.67,0.99,0.01,1.0,0.97
RBF23,94.44,96.3,95.37,4.39,98.33,85.0,0.99,0.02,1.0,0.95
RBF24,99.26,100.0,99.63,0.73,100.0,98.33,1.0,0.0,1.0,1.0
RBF25,87.04,100.0,93.52,1.3,95.0,91.67,1.0,0.0,1.0,1.0
RBF26,87.04,100.0,93.52,1.3,95.0,91.67,0.99,0.01,1.0,0.98
RBF27,92.22,100.0,96.11,1.86,98.33,91.67,1.0,0.01,1.0,0.98
RBF28,92.59,100.0,96.3,1.62,98.33,95.0,1.0,0.0,1.0,0.99
RBF29,94.44,99.63,97.04,2.17,98.33,91.67,1.0,0.0,1.0,0.99
RBF30,82.22,90.0,86.11,1.18,88.33,85.0,0.92,0.01,0.93,0.9
RBF31,99.26,100.0,99.63,0.73,100.0,98.33,1.0,0.0,1.0,1.0
RBF32,87.04,100.0,93.52,1.3,95.0,91.67,1.0,0.0,1.0,1.0
RBF33,87.04,100.0,93.52,1.3,95.0,91.67,1.0,0.01,1.0,0.98
RBF34,92.22,100.0,96.11,1.86,98.33,91.67,1.0,0.0,1.0,0.99
RBF35,92.59,100.0,96.3,1.62,98.33,95.0,1.0,0.0,1.0,1.0
RBF36,94.44,100.0,97.22,1.67,98.33,93.33,1.0,0.0,1.0,1.0
RBF37,82.22,99.26,90.74,1.21,93.33,90.0,0.99,0.0,1.0,0.98
RBF38,74.44,86.67,80.56,1.67,83.33,78.33,0.91,0.02,0.94,0.88
RBF39,99.26,100.0,99.63,0.73,100.0,98.33,1.0,0.0,1.0,1.0
RBF40,87.04,100.0,93.52,1.3,95.0,91.67,1.0,0.0,1.0,1.0
RBF41,87.04,100.0,93.52,1.3,95.0,91.67,1.0,0.0,1.0,0.99
RBF42,92.22,100.0,96.11,1.86,98.33,91.67,1.0,0.0,1.0,0.99
RBF43,92.59,100.0,96.3,1.62,98.33,95.0,1.0,0.0,1.0,1.0
RBF44,94.44,100.0,97.22,1.67,98.33,93.33,1.0,0.0,1.0,1.0
RBF45,82.22,100.0,91.11,1.18,93.33,90.0,1.0,0.0,1.0,1.0
RBF46,74.44,100.0,87.22,1.18,88.33,85.0,1.0,0.0,1.0,1.0
RBF47,70.37,99.63,85.0,2.04,88.33,81.67,0.96,0.01,0.97,0.96
RBF48,99.26,100.0,99.63,0.73,100.0,98.33,1.0,0.0,1.0,1.0
RBF49,87.04,100.0,93.52,1.3,95.0,91.67,1.0,0.0,1.0,1.0
RBF50,87.04,100.0,93.52,1.3,95.0,91.67,1.0,0.0,1.0,1.0
RBF51,92.22,100.0,96.11,1.86,98.33,91.67,1.0,0.0,1.0,1.0
RBF52,92.59,100.0,96.3,1.62,98.33,95.0,1.0,0.0,1.0,1.0
RBF53,94.44,100.0,97.22,1.67,98.33,93.33,1.0,0.0,1.0,1.0
RBF54,82.22,100.0,91.11,1.18,93.33,90.0,1.0,0.0,1.0,1.0
RBF55,74.44,100.0,87.22,1.18,88.33,85.0,1.0,0.0,1.0,1.0
RBF56,70.37,100.0,85.19,1.76,88.33,83.33,1.0,0.0,1.0,1.0
RBF57,58.89,100.0,79.44,2.36,81.67,75.0,0.99,0.01,0.99,0.98
RBF58,99.26,96.67,97.96,0.73,98.33,96.67,0.98,0.01,1.0,0.98
RBF59,87.04,98.89,92.96,2.0,95.0,90.0,0.97,0.01,0.99,0.96
RBF60,87.04,95.93,91.48,1.76,95.0,90.0,0.94,0.01,0.96,0.93
RBF61,92.22,92.22,92.22,3.12,95.0,85.0,0.97,0.02,0.99,0.92
RBF62,92.59,89.63,91.11,1.18,93.33,90.0,0.95,0.01,0.96,0.93
RBF63,94.44,85.56,90.0,2.64,91.67,83.33,0.96,0.02,0.97,0.91
RBF64,82.22,80.74,81.48,1.3,83.33,78.33,0.87,0.01,0.88,0.87
RBF65,74.44,89.63,82.04,1.62,83.33,78.33,0.89,0.01,0.91,0.87
RBF66,70.37,85.19,77.78,3.33,83.33,73.33,0.86,0.01,0.88,0.84
RBF67,58.89,92.96,75.93,3.13,78.33,68.33,0.89,0.03,0.91,0.81
RBF68,87.04,37.78,62.41,4.26,71.67,56.67,0.76,0.02,0.8,0.74
RBF69,92.22,39.26,65.74,2.06,68.33,61.67,0.83,0.01,0.86,0.82
RBF70,92.59,33.7,63.15,1.0,65.0,61.67,0.68,0.01,0.69,0.67
RBF71,94.44,35.56,65.0,2.64,68.33,61.67,0.71,0.01,0.72,0.7
RBF72,82.22,35.56,58.89,1.18,60.0,56.67,0.63,0.01,0.65,0.62
RBF73,74.44,25.93,50.19,1.94,53.33,46.67,0.51,0.01,0.52,0.49
RBF74,70.37,44.44,57.41,3.13,61.67,53.33,0.59,0.02,0.62,0.56
RBF75,58.89,35.93,47.41,4.01,53.33,41.67,0.48,0.02,0.5,0.45
RBF76,87.04,96.67,91.85,1.76,93.33,88.33,0.96,0.01,0.97,0.94
RBF77,92.22,70.37,81.3,2.32,85.0,78.33,0.9,0.02,0.92,0.87
RBF78,92.59,66.3,79.44,1.67,81.67,76.67,0.87,0.01,0.89,0.86
RBF79,94.44,64.81,79.63,2.32,81.67,76.67,0.87,0.01,0.89,0.86
RBF80,82.22,49.63,65.93,3.13,71.67,61.67,0.76,0.02,0.79,0.74
RBF81,74.44,46.3,60.37,1.62,63.33,58.33,0.65,0.01,0.66,0.64
RBF82,70.37,46.67,58.52,2.69,61.67,55.0,0.58,0.02,0.63,0.57
RBF83,58.89,43.33,51.11,2.64,56.67,48.33,0.54,0.01,0.55,0.53
RBF84,92.59,61.11,76.85,4.03,83.33,71.67,0.9,0.01,0.92,0.88
RBF85,94.44,71.48,82.96,2.32,86.67,80.0,0.94,0.01,0.95,0.91
RBF86,82.22,66.3,74.26,1.69,76.67,71.67,0.83,0.01,0.84,0.81
RBF87,74.44,47.41,60.93,1.21,63.33,60.0,0.63,0.01,0.64,0.61
RBF88,70.37,49.26,59.81,2.42,63.33,56.67,0.61,0.01,0.63,0.6
RBF89,58.89,52.59,55.74,4.01,60.0,46.67,0.56,0.02,0.57,0.52
RBF90,94.44,88.89,91.67,1.86,95.0,90.0,0.97,0.01,0.99,0.95
RBF91,82.22,77.78,80.0,2.5,83.33,75.0,0.84,0.0,0.84,0.83
RBF92,74.44,61.85,68.15,2.27,71.67,65.0,0.75,0.01,0.77,0.74
RBF93,70.37,52.59,61.48,2.12,65.0,58.33,0.7,0.01,0.72,0.69
RBF94,58.89,63.33,61.11,3.82,65.0,55.0,0.69,0.03,0.71,0.62
RBF95,82.22,79.26,80.74,2.37,85.0,78.33,0.88,0.01,0.89,0.86
RBF96,74.44,62.59,68.52,1.94,71.67,65.0,0.77,0.01,0.78,0.74
RBF97,70.37,60.37,65.37,2.98,70.0,60.0,0.66,0.02,0.71,0.64
RBF98,58.89,63.7,61.3,7.11,66.67,43.33,0.63,0.05,0.65,0.5
RBF99,74.44,72.96,73.7,2.61,76.67,68.33,0.83,0.01,0.84,0.8
RBF100,70.37,67.78,69.07,2.37,71.67,65.0,0.75,0.01,0.76,0.74
RBF101,58.89,61.11,60.0,5.07,65.0,48.33,0.65,0.04,0.68,0.56
RBF102,74.44,68.89,71.67,3.23,76.67,68.33,0.81,0.02,0.83,0.77
RBF103,70.37,73.7,72.04,2.86,76.67,66.67,0.77,0.01,0.79,0.76
RBF104,58.89,72.59,65.74,4.26,70.0,56.67,0.69,0.03,0.72,0.61
RBF105,70.37,88.89,79.63,2.86,83.33,73.33,0.86,0.02,0.88,0.83
RBF106,58.89,67.78,63.33,5.0,68.33,51.67,0.69,0.05,0.72,0.57
LINEAR1,99.63,80.74,90.19,1.0,91.67,88.33,0.99,0.0,1.0,0.98
LINEAR2,99.63,100.0,99.81,0.56,100.0,98.33,1.0,0.0,1.0,1.0
LINEAR3,79.63,86.67,83.15,2.12,85.0,80.0,0.88,0.01,0.89,0.87
LINEAR4,99.63,96.3,97.96,1.11,100.0,96.67,1.0,0.0,1.0,1.0
LINEAR5,79.63,88.89,84.26,0.88,85.0,83.33,0.95,0.01,0.96,0.94
LINEAR6,87.41,77.41,82.41,1.47,85.0,80.0,0.91,0.01,0.92,0.91
LINEAR7,99.63,100.0,99.81,0.56,100.0,98.33,1.0,0.0,1.0,1.0
LINEAR8,79.63,96.67,88.15,1.76,90.0,85.0,0.97,0.01,0.99,0.96
LINEAR9,87.41,78.15,82.78,1.18,83.33,80.0,0.91,0.01,0.92,0.9
LINEAR10,88.52,96.67,92.59,2.06,95.0,88.33,0.97,0.01,0.98,0.96
LINEAR11,91.48,90.74,91.11,1.18,91.67,88.33,0.94,0.0,0.95,0.93
LINEAR12,99.63,98.52,99.07,0.88,100.0,98.33,1.0,0.0,1.0,1.0
LINEAR13,79.63,100.0,89.81,0.56,90.0,88.33,1.0,0.0,1.0,1.0
LINEAR14,87.41,97.41,92.41,1.21,95.0,91.67,0.99,0.0,1.0,0.99
LINEAR15,88.52,100.0,94.26,1.21,96.67,93.33,1.0,0.0,1.0,1.0
LINEAR16,91.48,100.0,95.74,0.88,96.67,95.0,0.99,0.0,0.99,0.99
LINEAR17,75.93,97.04,86.48,1.3,88.33,83.33,0.95,0.0,0.96,0.95
LINEAR18,99.63,92.22,95.93,1.21,96.67,93.33,1.0,0.0,1.0,0.99
LINEAR19,79.63,100.0,89.81,0.56,90.0,88.33,1.0,0.0,1.0,1.0
LINEAR20,87.41,100.0,93.7,1.11,96.67,93.33,1.0,0.0,1.0,1.0
LINEAR21,88.52,100.0,94.26,1.21,96.67,93.33,1.0,0.0,1.0,1.0
LINEAR22,91.48,100.0,95.74,0.88,96.67,95.0,1.0,0.0,1.0,1.0
LINEAR23,75.93,99.63,87.78,1.18,88.33,85.0,0.98,0.0,0.98,0.97
LINEAR24,99.63,95.19,97.41,1.21,100.0,96.67,1.0,0.0,1.0,1.0
LINEAR25,79.63,100.0,89.81,0.56,90.0,88.33,1.0,0.0,1.0,1.0
LINEAR26,87.41,100.0,93.7,1.11,96.67,93.33,1.0,0.0,1.0,1.0
LINEAR27,88.52,100.0,94.26,1.21,96.67,93.33,1.0,0.0,1.0,1.0
LINEAR28,91.48,100.0,95.74,0.88,96.67,95.0,1.0,0.0,1.0,1.0
LINEAR29,75.93,100.0,87.96,0.73,88.33,86.67,0.99,0.0,1.0,0.99
LINEAR30,67.41,100.0,83.7,1.11,85.0,81.67,0.93,0.01,0.95,0.92
LINEAR31,99.63,100.0,99.81,0.56,100.0,98.33,1.0,0.0,1.0,1.0
LINEAR32,79.63,100.0,89.81,0.56,90.0,88.33,1.0,0.0,1.0,1.0
LINEAR33,87.41,100.0,93.7,1.11,96.67,93.33,1.0,0.0,1.0,1.0
LINEAR34,88.52,100.0,94.26,1.21,96.67,93.33,1.0,0.0,1.0,1.0
LINEAR35,91.48,100.0,95.74,0.88,96.67,95.0,1.0,0.0,1.0,1.0
LINEAR36,75.93,100.0,87.96,0.73,88.33,86.67,1.0,0.0,1.0,1.0
LINEAR37,67.41,100.0,83.7,1.11,85.0,81.67,0.99,0.0,1.0,0.99
LINEAR38,65.56,90.0,77.78,2.64,83.33,75.0,0.89,0.02,0.93,0.86
LINEAR39,99.63,96.3,97.96,0.73,98.33,96.67,1.0,0.0,1.0,1.0
LINEAR40,79.63,100.0,89.81,0.56,90.0,88.33,1.0,0.0,1.0,1.0
LINEAR41,87.41,100.0,93.7,1.11,96.67,93.33,1.0,0.0,1.0,1.0
LINEAR42,88.52,100.0,94.26,1.21,96.67,93.33,1.0,0.0,1.0,1.0
LINEAR43,91.48,100.0,95.74,0.88,96.67,95.0,1.0,0.0,1.0,1.0
LINEAR44,75.93,100.0,87.96,0.73,88.33,86.67,1.0,0.0,1.0,1.0
LINEAR45,67.41,100.0,83.7,1.11,85.0,81.67,1.0,0.0,1.0,1.0
LINEAR46,65.56,99.26,82.41,2.22,85.0,78.33,0.99,0.0,0.99,0.98
LINEAR47,67.04,97.41,82.22,1.86,85.0,80.0,0.94,0.02,0.97,0.92
LINEAR48,99.63,97.04,98.33,0.83,100.0,96.67,1.0,0.0,1.0,1.0
LINEAR49,79.63,96.67,88.15,0.56,88.33,86.67,0.98,0.0,0.99,0.98
LINEAR50,87.41,100.0,93.7,1.11,96.67,93.33,1.0,0.0,1.0,1.0
LINEAR51,88.52,100.0,94.26,1.21,96.67,93.33,1.0,0.0,1.0,1.0
LINEAR52,91.48,100.0,95.74,0.88,96.67,95.0,1.0,0.0,1.0,1.0
LINEAR53,75.93,100.0,87.96,0.73,88.33,86.67,1.0,0.0,1.0,1.0
LINEAR54,67.41,100.0,83.7,1.11,85.0,81.67,1.0,0.0,1.0,1.0
LINEAR55,65.56,100.0,82.78,1.67,85.0,80.0,1.0,0.0,1.0,1.0
LINEAR56,67.04,100.0,83.52,1.3,85.0,81.67,0.99,0.0,1.0,0.98
LINEAR57,62.22,100.0,81.11,1.18,83.33,80.0,0.96,0.01,0.99,0.94
LINEAR58,99.63,89.26,94.44,3.0,98.33,88.33,0.99,0.0,0.99,0.99
LINEAR59,79.63,98.52,89.07,1.21,90.0,86.67,0.95,0.01,0.97,0.95
LINEAR60,87.41,94.81,91.11,3.12,93.33,83.33,0.94,0.01,0.95,0.92
LINEAR61,88.52,88.89,88.7,1.11,90.0,86.67,0.97,0.01,0.98,0.96
LINEAR62,91.48,82.22,86.85,1.76,88.33,83.33,0.92,0.0,0.93,0.92
LINEAR63,75.93,88.15,82.04,2.32,83.33,76.67,0.91,0.0,0.92,0.91
LINEAR64,67.41,91.85,79.63,1.39,81.67,78.33,0.87,0.01,0.88,0.85
LINEAR65,65.56,87.78,76.67,2.2,81.67,75.0,0.89,0.01,0.91,0.88
LINEAR66,67.04,86.67,76.85,2.82,81.67,73.33,0.83,0.02,0.87,0.81
LINEAR67,62.22,91.48,76.85,2.42,80.0,73.33,0.85,0.02,0.88,0.82
LINEAR68,87.41,26.67,57.04,0.73,58.33,56.67,0.72,0.01,0.73,0.71
LINEAR69,88.52,40.0,64.26,1.88,66.67,60.0,0.76,0.01,0.79,0.75
LINEAR70,91.48,24.81,58.15,1.0,60.0,56.67,0.66,0.01,0.67,0.63
LINEAR71,75.93,49.63,62.78,2.04,65.0,58.33,0.68,0.01,0.69,0.66
LINEAR72,67.41,49.63,58.52,2.27,61.67,55.0,0.59,0.01,0.6,0.57
LINEAR73,65.56,28.89,47.22,1.44,50.0,45.0,0.49,0.01,0.52,0.48
LINEAR74,67.04,31.85,49.44,0.83,50.0,48.33,0.53,0.01,0.55,0.52
LINEAR75,62.22,41.11,51.67,1.18,53.33,50.0,0.49,0.01,0.51,0.48
LINEAR76,87.41,94.81,91.11,0.83,91.67,90.0,0.96,0.01,0.97,0.94
LINEAR77,88.52,62.22,75.37,1.39,78.33,73.33,0.86,0.01,0.87,0.84
LINEAR78,91.48,47.41,69.44,1.86,71.67,66.67,0.78,0.01,0.79,0.77
LINEAR79,75.93,68.15,72.04,1.39,73.33,70.0,0.79,0.01,0.81,0.78
