Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
RBF1,88.15,5.56,46.85,3.95,51.67,38.33
RBF2,88.15,37.41,62.78,6.67,68.33,48.33
RBF3,80.0,30.0,55.0,1.44,56.67,53.33
RBF4,94.44,47.04,70.74,1.69,73.33,68.33
RBF5,93.33,44.44,68.89,4.25,73.33,61.67
RBF6,92.96,22.59,57.78,3.91,63.33,53.33
RBF7,93.7,77.78,85.74,6.35,93.33,78.33
RBF8,95.19,35.56,65.37,3.71,71.67,61.67
RBF9,95.93,34.44,65.19,3.58,68.33,56.67
RBF10,96.67,32.59,64.63,3.71,68.33,60.0
RBF11,88.89,26.3,57.59,6.07,65.0,50.0
RBF12,91.85,94.44,93.15,6.64,100.0,85.0
RBF13,98.52,81.85,90.19,7.97,98.33,81.67
RBF14,96.67,77.78,87.22,5.4,95.0,80.0
RBF15,96.67,62.59,79.63,6.6,90.0,71.67
RBF16,92.59,64.07,78.33,7.26,86.67,68.33
RBF17,78.52,57.04,67.78,4.49,73.33,58.33
RBF18,91.11,96.67,93.89,5.71,100.0,86.67
RBF19,97.41,94.81,96.11,2.5,98.33,91.67
RBF20,96.67,93.7,95.19,2.27,96.67,90.0
RBF21,96.67,81.85,89.26,3.24,93.33,83.33
RBF22,92.59,66.3,79.44,7.17,88.33,70.0
RBF23,83.33,50.0,66.67,11.43,78.33,48.33
RBF24,94.07,97.04,95.56,4.41,100.0,88.33
RBF25,97.41,93.7,95.56,4.86,100.0,85.0
RBF26,96.67,97.78,97.22,2.2,98.33,91.67
RBF27,94.44,92.96,93.7,3.41,96.67,85.0
RBF28,92.22,77.04,84.63,10.33,96.67,70.0
RBF29,84.07,58.15,71.11,15.81,86.67,51.67
RBF30,87.41,42.96,65.19,3.95,73.33,61.67
RBF31,91.11,97.78,94.44,6.01,100.0,85.0
RBF32,99.63,92.59,96.11,5.4,100.0,83.33
RBF33,96.67,99.63,98.15,0.56,98.33,96.67
RBF34,94.81,97.04,95.93,1.47,98.33,93.33
RBF35,92.22,91.48,91.85,5.36,98.33,85.0
RBF36,84.81,69.26,77.04,20.53,98.33,53.33
RBF37,91.85,55.93,73.89,8.37,81.67,58.33
RBF38,90.0,40.37,65.19,3.95,68.33,58.33
RBF39,92.22,95.19,93.7,6.05,100.0,86.67
RBF40,93.7,97.41,95.56,1.18,96.67,93.33
RBF41,96.67,98.15,97.41,0.88,98.33,96.67
RBF42,95.19,97.78,96.48,1.94,98.33,91.67
RBF43,92.22,98.52,95.37,4.7,100.0,88.33
RBF44,86.3,90.0,88.15,11.26,100.0,75.0
RBF45,95.93,68.89,82.41,12.72,95.0,68.33
RBF46,91.85,58.52,75.19,8.56,83.33,60.0
RBF47,89.26,30.37,59.81,7.24,70.0,45.0
RBF48,98.15,98.15,98.15,1.94,100.0,95.0
RBF49,100.0,98.15,99.07,1.88,100.0,95.0
RBF50,96.67,97.78,97.22,1.67,98.33,93.33
RBF51,94.44,97.78,96.11,1.67,96.67,91.67
RBF52,91.85,98.15,95.0,4.79,100.0,88.33
RBF53,87.78,98.52,93.15,7.14,100.0,80.0
RBF54,94.07,83.7,88.89,6.92,98.33,78.33
RBF55,92.22,58.15,75.19,10.49,85.0,58.33
RBF56,95.56,51.85,73.7,8.37,85.0,63.33
RBF57,91.11,42.59,66.85,7.61,76.67,58.33
RBF58,90.37,10.37,50.37,6.5,61.67,40.0
RBF59,76.67,62.59,69.63,12.01,83.33,56.67
RBF60,82.22,60.74,71.48,11.65,83.33,56.67
RBF61,91.85,25.56,58.7,8.41,68.33,50.0
RBF62,91.11,33.33,62.22,6.82,70.0,53.33
RBF63,73.7,58.52,66.11,6.51,75.0,56.67
RBF64,81.85,30.0,55.93,5.84,66.67,46.67
RBF65,90.0,51.85,70.93,3.02,73.33,65.0
RBF66,88.52,42.59,65.56,11.9,80.0,51.67
RBF67,84.81,61.85,73.33,6.35,85.0,66.67
RBF68,93.33,6.3,49.81,1.76,51.67,46.67
RBF69,90.0,10.37,50.19,3.95,56.67,46.67
RBF70,90.37,10.74,50.56,2.04,53.33,46.67
RBF71,72.22,33.33,52.78,2.2,55.0,48.33
RBF72,79.26,21.48,50.37,1.82,53.33,48.33
RBF73,78.89,20.37,49.63,4.06,53.33,40.0
RBF74,86.3,15.56,50.93,1.47,53.33,48.33
RBF75,92.96,13.33,53.15,1.94,56.67,51.67
RBF76,81.11,28.89,55.0,1.67,56.67,51.67
RBF77,90.74,11.48,51.11,2.2,53.33,48.33
RBF78,90.74,8.89,49.81,2.42,53.33,46.67
RBF79,71.11,33.7,52.41,3.55,60.0,48.33
RBF80,79.63,14.07,46.85,3.95,51.67,38.33
RBF81,86.3,18.52,52.41,1.88,55.0,50.0
RBF82,97.78,8.52,53.15,2.82,56.67,48.33
RBF83,86.3,17.04,51.67,2.04,55.0,48.33
RBF84,90.37,5.93,48.15,1.94,51.67,46.67
RBF85,79.26,19.63,49.44,3.63,53.33,45.0
RBF86,81.85,11.85,46.85,1.0,48.33,45.0
RBF87,80.37,24.44,52.41,0.88,53.33,51.67
RBF88,75.19,22.59,48.89,4.0,51.67,40.0
RBF89,93.33,13.33,53.33,1.86,56.67,51.67
RBF90,70.74,34.81,52.78,2.04,55.0,48.33
RBF91,74.44,18.15,46.3,2.17,50.0,43.33
RBF92,85.56,16.3,50.93,2.22,53.33,46.67
RBF93,82.96,8.89,45.93,2.22,48.33,41.67
RBF94,92.96,7.78,50.37,2.86,55.0,45.0
RBF95,81.48,17.78,49.63,2.32,55.0,46.67
RBF96,79.63,30.37,55.0,1.67,56.67,51.67
RBF97,88.15,13.33,50.74,2.37,55.0,48.33
RBF98,92.59,10.0,51.3,1.11,51.67,48.33
RBF99,88.15,14.07,51.11,2.64,55.0,48.33
RBF100,91.11,11.11,51.11,3.0,56.67,46.67
RBF101,88.89,14.07,51.48,1.55,55.0,50.0
RBF102,82.22,24.07,53.15,0.56,53.33,51.67
RBF103,87.04,20.0,53.52,5.3,61.67,48.33
RBF104,91.11,14.44,52.78,1.86,56.67,51.67
RBF105,67.41,35.56,51.48,2.82,56.67,46.67
RBF106,82.22,21.48,51.85,3.27,56.67,46.67
LINEAR1,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR2,100.0,45.93,72.96,1.39,75.0,71.67
LINEAR3,100.0,0.37,50.19,0.56,51.67,50.0
LINEAR4,100.0,57.78,78.89,0.83,80.0,78.33
