Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
RBF1,80.74,11.11,45.93,1.88,48.33,43.33
RBF2,84.44,25.19,54.81,1.3,56.67,53.33
RBF3,85.93,8.15,47.04,2.32,50.0,43.33
RBF4,84.81,35.56,60.19,3.27,66.67,56.67
RBF5,94.07,31.11,62.59,2.37,66.67,58.33
RBF6,93.7,9.26,51.48,1.0,53.33,50.0
RBF7,85.19,65.56,75.37,4.47,81.67,66.67
RBF8,88.89,23.7,56.3,4.55,61.67,50.0
RBF9,90.74,15.93,53.33,1.86,55.0,50.0
RBF10,88.89,24.07,56.48,1.55,58.33,55.0
RBF11,83.33,15.93,49.63,5.7,56.67,43.33
RBF12,85.19,98.52,91.85,2.27,95.0,88.33
RBF13,96.3,83.7,90.0,3.0,93.33,85.0
RBF14,91.48,70.74,81.11,5.89,90.0,73.33
RBF15,92.96,63.7,78.33,3.0,81.67,73.33
RBF16,84.81,45.93,65.37,10.53,78.33,53.33
RBF17,62.22,61.11,61.67,13.07,80.0,45.0
RBF18,85.19,95.93,90.56,2.76,95.0,86.67
RBF19,97.78,94.44,96.11,2.76,100.0,93.33
RBF20,93.33,94.07,93.7,2.32,96.67,90.0
RBF21,93.7,70.74,82.22,5.89,90.0,75.0
RBF22,83.7,56.3,70.0,3.44,76.67,65.0
RBF23,71.48,51.85,61.67,12.05,75.0,45.0
RBF24,98.52,97.78,98.15,0.56,98.33,96.67
RBF25,92.96,88.15,90.56,4.49,98.33,83.33
RBF26,95.56,100.0,97.78,0.83,98.33,96.67
RBF27,94.44,82.59,88.52,3.17,91.67,83.33
RBF28,84.44,58.89,71.67,5.2,80.0,65.0
RBF29,73.33,50.0,61.67,12.13,76.67,45.0
RBF30,88.15,31.48,59.81,4.52,66.67,55.0
RBF31,85.19,100.0,92.59,2.78,96.67,88.33
RBF32,89.26,90.74,90.0,4.79,95.0,81.67
RBF33,91.11,100.0,95.56,1.44,96.67,93.33
RBF34,94.44,98.89,96.67,2.04,98.33,93.33
RBF35,83.7,81.85,82.78,8.25,93.33,73.33
RBF36,73.33,74.07,73.7,13.14,90.0,56.67
RBF37,85.93,44.44,65.19,9.52,80.0,55.0
RBF38,76.67,20.37,48.52,5.86,58.33,41.67
RBF39,94.81,100.0,97.41,1.21,98.33,95.0
RBF40,95.93,96.3,96.11,1.67,98.33,93.33
RBF41,95.19,99.26,97.22,0.83,98.33,96.67
RBF42,94.44,95.93,95.19,2.27,98.33,90.0
RBF43,83.7,87.41,85.56,5.83,93.33,75.0
RBF44,74.07,88.15,81.11,10.21,91.67,68.33
RBF45,94.81,61.48,78.15,6.53,90.0,68.33
RBF46,86.67,45.19,65.93,12.31,88.33,50.0
RBF47,86.67,9.63,48.15,3.58,51.67,41.67
RBF48,85.19,98.89,92.04,2.86,96.67,88.33
RBF49,97.41,100.0,98.7,1.11,100.0,96.67
RBF50,94.81,100.0,97.41,1.47,100.0,95.0
RBF51,94.44,98.89,96.67,2.04,98.33,93.33
RBF52,84.81,89.63,87.22,4.17,91.67,80.0
RBF53,77.41,98.52,87.96,10.23,96.67,71.67
RBF54,85.56,72.96,79.26,9.61,93.33,66.67
RBF55,86.3,47.04,66.67,9.65,83.33,56.67
RBF56,88.52,40.37,64.44,2.89,68.33,61.67
RBF57,93.33,42.96,68.15,5.68,80.0,61.67
RBF58,81.48,25.19,53.33,4.17,60.0,48.33
RBF59,88.89,13.7,51.3,2.98,55.0,48.33
RBF60,90.37,7.78,49.07,1.47,51.67,46.67
RBF61,89.26,5.56,47.41,2.65,51.67,43.33
RBF62,87.78,10.0,48.89,3.0,53.33,43.33
RBF63,49.63,57.78,53.7,7.44,63.33,43.33
RBF64,55.19,51.48,53.33,2.76,56.67,48.33
RBF65,62.96,38.89,50.93,5.01,60.0,46.67
RBF66,63.33,18.15,40.74,4.65,48.33,31.67
RBF67,84.44,18.15,51.3,2.17,55.0,48.33
RBF68,91.11,8.52,49.81,1.0,51.67,48.33
RBF69,88.15,7.78,47.96,1.62,51.67,46.67
RBF70,81.85,19.26,50.56,2.36,55.0,48.33
RBF71,49.63,50.0,49.81,4.6,58.33,43.33
RBF72,69.26,31.48,50.37,4.7,56.67,43.33
RBF73,70.0,28.52,49.26,4.18,53.33,43.33
RBF74,73.33,31.11,52.22,4.0,58.33,45.0
RBF75,74.81,20.37,47.59,2.22,51.67,45.0
RBF76,90.0,1.11,45.56,1.44,46.67,43.33
RBF77,89.26,7.04,48.15,1.3,50.0,46.67
