Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
RBF1,93.33,7.41,50.37,3.51,58.33,46.67
RBF2,94.07,65.56,79.81,4.82,85.0,71.67
RBF3,90.37,32.22,61.3,5.05,66.67,53.33
RBF4,95.93,44.07,70.0,1.44,71.67,68.33
RBF5,90.74,57.41,74.07,2.37,76.67,68.33
RBF6,92.22,17.78,55.0,11.27,71.67,43.33
RBF7,95.93,85.93,90.93,3.34,95.0,86.67
RBF8,93.7,75.93,84.81,1.55,86.67,83.33
RBF9,92.59,33.33,62.96,10.1,76.67,53.33
RBF10,72.96,28.15,50.56,13.02,65.0,35.0
RBF11,83.7,17.78,50.74,6.83,58.33,41.67
RBF12,95.93,97.04,96.48,2.12,98.33,93.33
RBF13,92.96,94.81,93.89,1.67,96.67,91.67
RBF14,92.96,83.33,88.15,5.17,95.0,81.67
RBF15,73.33,42.22,57.78,12.05,71.67,41.67
RBF16,82.96,65.93,74.44,8.62,83.33,60.0
RBF17,72.96,40.0,56.48,9.63,65.0,41.67
RBF18,95.93,98.15,97.04,1.39,98.33,95.0
RBF19,92.22,97.41,94.81,1.55,96.67,93.33
RBF20,92.96,97.04,95.0,4.33,98.33,88.33
RBF21,86.67,67.04,76.85,9.98,85.0,60.0
RBF22,83.33,63.33,73.33,7.02,81.67,63.33
RBF23,90.37,89.26,89.81,4.37,93.33,81.67
RBF24,97.41,99.63,98.52,1.3,100.0,96.67
RBF25,92.96,97.78,95.37,0.73,96.67,95.0
RBF26,92.96,99.63,96.3,3.2,98.33,90.0
RBF27,77.04,84.44,80.74,11.7,93.33,65.0
RBF28,83.7,73.7,78.7,10.23,91.67,65.0
RBF29,74.81,73.7,74.26,12.11,85.0,55.0
RBF30,82.96,54.07,68.52,4.44,73.33,61.67
RBF31,95.93,98.52,97.22,1.67,98.33,95.0
RBF32,92.96,98.15,95.56,1.18,96.67,93.33
RBF33,91.85,99.63,95.74,2.78,98.33,91.67
RBF34,78.89,97.04,87.96,11.84,100.0,71.67
RBF35,83.7,94.07,88.89,5.4,95.0,81.67
RBF36,74.81,82.22,78.52,11.56,88.33,61.67
RBF37,86.67,55.19,70.93,7.27,80.0,60.0
RBF38,90.37,21.48,55.93,5.84,61.67,45.0
RBF39,95.93,97.41,96.67,1.86,98.33,93.33
RBF40,92.96,99.63,96.3,1.11,98.33,95.0
RBF41,92.96,99.63,96.3,3.09,98.33,91.67
RBF42,78.15,99.26,88.7,10.03,98.33,73.33
RBF43,83.33,97.04,90.19,6.32,98.33,80.0
RBF44,78.52,95.93,87.22,9.43,95.0,73.33
RBF45,92.96,77.41,85.19,8.8,95.0,75.0
RBF46,87.04,52.59,69.81,7.33,78.33,60.0
RBF47,93.7,55.56,74.63,3.2,78.33,68.33
RBF48,95.93,100.0,97.96,0.73,98.33,96.67
RBF49,89.63,99.63,94.63,4.39,98.33,88.33
RBF50,92.96,96.67,94.81,3.86,98.33,90.0
RBF51,74.07,97.78,85.93,12.39,98.33,70.0
RBF52,87.78,97.41,92.59,6.19,98.33,80.0
RBF53,76.67,98.52,87.59,10.8,95.0,71.67
RBF54,85.93,81.11,83.52,7.88,95.0,73.33
RBF55,86.67,55.93,71.3,13.46,88.33,55.0
RBF56,94.07,72.59,83.33,6.07,90.0,71.67
RBF57,82.96,35.93,59.44,5.77,66.67,50.0
RBF58,95.19,22.59,58.89,5.53,66.67,51.67
RBF59,91.48,41.48,66.48,17.41,86.67,50.0
RBF60,91.48,26.3,58.89,17.5,81.67,43.33
RBF61,75.19,13.7,44.44,12.16,58.33,28.33
RBF62,84.44,24.44,54.44,6.29,61.67,45.0
RBF63,70.37,24.44,47.41,7.82,55.0,35.0
RBF64,78.89,40.0,59.44,3.63,66.67,55.0
RBF65,89.63,17.78,53.7,3.61,56.67,46.67
RBF66,93.33,18.52,55.93,1.88,60.0,53.33
RBF67,77.04,35.19,56.11,10.17,71.67,38.33
RBF68,91.85,17.41,54.63,4.77,60.0,46.67
RBF69,80.74,20.37,50.56,1.86,53.33,48.33
RBF70,90.37,12.59,51.48,2.56,55.0,46.67
RBF71,67.41,24.81,46.11,3.73,53.33,40.0
RBF72,75.56,28.52,52.04,2.74,58.33,48.33
RBF73,87.04,18.52,52.78,1.67,55.0,50.0
RBF74,94.07,2.22,48.15,1.55,50.0,46.67
RBF75,91.48,10.37,50.93,3.55,55.0,43.33
RBF76,91.85,11.48,51.67,9.46,63.33,41.67
RBF77,90.74,15.56,53.15,3.67,58.33,50.0
RBF78,84.44,15.56,50.0,2.5,55.0,48.33
RBF79,71.11,22.22,46.67,3.63,50.0,38.33
RBF80,80.0,20.74,50.37,2.74,56.67,46.67
RBF81,75.56,18.15,46.85,5.74,55.0,36.67
RBF82,96.3,4.44,50.37,3.09,53.33,45.0
RBF83,85.93,10.37,48.15,4.96,51.67,40.0
RBF84,81.85,14.44,48.15,1.76,51.67,46.67
RBF85,72.96,17.04,45.0,2.04,48.33,41.67
RBF86,80.37,15.93,48.15,2.12,50.0,43.33
RBF87,87.41,15.93,51.67,2.2,56.67,50.0
RBF88,95.93,4.07,50.0,1.44,51.67,48.33
RBF89,97.04,9.63,53.33,2.64,56.67,48.33
RBF90,66.67,27.04,46.85,1.55,50.0,45.0
RBF91,75.56,28.89,52.22,3.0,58.33,48.33
RBF92,86.3,13.33,49.81,3.67,55.0,43.33
RBF93,92.22,4.81,48.52,2.12,51.67,46.67
RBF94,92.96,6.3,49.63,2.17,53.33,45.0
RBF95,79.63,14.07,46.85,2.42,50.0,41.67
RBF96,78.52,22.96,50.74,3.74,56.67,45.0
RBF97,96.67,5.93,51.3,2.0,53.33,48.33
RBF98,91.48,13.7,52.59,2.52,55.0,46.67
RBF99,87.78,10.74,49.26,2.06,53.33,46.67
RBF100,96.3,5.19,50.74,1.69,53.33,48.33
RBF101,83.7,16.67,50.19,5.23,58.33,41.67
RBF102,81.11,20.37,50.74,3.13,55.0,45.0
RBF103,92.96,12.59,52.78,3.44,56.67,48.33
RBF104,78.15,23.7,50.93,3.45,55.0,45.0
RBF105,80.74,50.37,65.56,4.86,70.0,55.0
RBF106,80.74,29.63,55.19,2.82,60.0,51.67
LINEAR1,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR2,100.0,69.26,84.63,1.11,86.67,83.33
LINEAR3,96.67,3.33,50.0,0.0,50.0,50.0
LINEAR4,100.0,62.59,81.3,0.73,81.67,80.0
LINEAR5,99.26,14.81,57.04,0.73,58.33,56.67
LINEAR6,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR7,100.0,90.0,95.0,0.0,95.0,95.0
LINEAR8,100.0,35.56,67.78,0.83,68.33,66.67
LINEAR9,100.0,12.59,56.3,0.73,56.67,55.0
LINEAR10,100.0,6.67,53.33,0.0,53.33,53.33
LINEAR11,100.0,6.67,53.33,0.0,53.33,53.33
LINEAR12,100.0,93.33,96.67,0.0,96.67,96.67
LINEAR13,100.0,99.63,99.81,0.56,100.0,98.33
LINEAR14,100.0,95.93,97.96,0.73,98.33,96.67
LINEAR15,100.0,66.67,83.33,2.89,85.0,78.33
LINEAR16,100.0,69.26,84.63,1.11,86.67,83.33
LINEAR17,100.0,6.67,53.33,0.0,53.33,53.33
LINEAR18,100.0,98.52,99.26,1.47,100.0,96.67
LINEAR19,100.0,93.33,96.67,0.0,96.67,96.67
