Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
RBF35,90.74,63.7,77.22,4.86,86.67,71.67
RBF36,99.63,68.15,83.89,4.93,90.0,75.0
RBF37,91.48,41.48,66.48,2.42,70.0,63.33
RBF38,88.15,41.85,65.0,6.07,76.67,58.33
RBF39,94.44,93.33,93.89,4.33,98.33,85.0
RBF40,96.67,97.04,96.85,3.27,98.33,88.33
RBF41,96.3,95.56,95.93,4.42,98.33,85.0
RBF42,89.26,90.74,90.0,6.24,95.0,76.67
RBF43,90.74,84.81,87.78,4.41,93.33,81.67
RBF44,99.26,89.26,94.26,3.55,100.0,90.0
RBF45,85.93,49.63,67.78,6.56,80.0,58.33
RBF46,94.44,26.3,60.37,5.12,68.33,51.67
RBF47,91.48,28.89,60.19,5.92,66.67,51.67
RBF48,99.63,97.41,98.52,2.69,100.0,91.67
RBF49,97.04,97.04,97.04,2.47,100.0,93.33
RBF50,95.56,96.67,96.11,2.89,98.33,90.0
RBF51,89.26,96.67,92.96,4.39,95.0,81.67
RBF52,90.74,93.33,92.04,4.39,96.67,83.33
RBF53,99.26,90.0,94.63,7.44,100.0,83.33
RBF54,91.85,65.93,78.89,4.71,83.33,70.0
RBF55,97.78,40.37,69.07,2.52,73.33,65.0
RBF56,93.7,51.85,72.78,4.08,78.33,66.67
RBF57,87.78,32.22,60.0,6.29,70.0,51.67
RBF58,91.48,22.22,56.85,2.42,61.67,53.33
RBF59,92.96,15.93,54.44,2.89,60.0,50.0
RBF60,89.26,16.67,52.96,5.19,60.0,45.0
RBF61,88.15,7.04,47.59,0.88,48.33,46.67
RBF62,88.52,12.96,50.74,2.22,55.0,48.33
RBF63,88.52,21.85,55.19,4.2,63.33,50.0
RBF64,82.59,23.33,52.96,3.31,56.67,48.33
RBF65,90.37,28.89,59.63,5.82,68.33,50.0
RBF66,87.78,27.41,57.59,3.24,61.67,53.33
RBF67,76.67,60.37,68.52,2.82,75.0,65.0
RBF68,89.63,8.89,49.26,1.69,51.67,46.67
RBF69,88.15,8.52,48.33,0.83,50.0,46.67
RBF70,90.0,7.78,48.89,2.89,51.67,43.33
RBF71,99.63,4.44,52.04,0.73,53.33,51.67
RBF72,81.85,7.78,44.81,2.69,48.33,40.0
RBF73,80.0,22.22,51.11,2.89,53.33,45.0
RBF74,84.81,18.52,51.67,2.2,53.33,48.33
RBF75,94.81,14.81,54.81,3.77,61.67,48.33
RBF76,88.52,5.93,47.22,2.04,50.0,43.33
RBF77,87.78,4.07,45.93,1.88,48.33,43.33
RBF78,87.41,9.63,48.52,1.3,50.0,46.67
RBF79,77.78,24.44,51.11,2.5,55.0,46.67
RBF80,76.67,18.15,47.41,1.69,51.67,46.67
RBF81,80.0,30.0,55.0,2.89,58.33,48.33
RBF82,94.81,1.11,47.96,1.39,50.0,46.67
RBF83,79.63,14.81,47.22,4.64,53.33,40.0
RBF84,89.63,5.93,47.78,1.44,50.0,45.0
RBF85,88.52,21.48,55.0,2.2,58.33,53.33
RBF86,73.33,18.15,45.74,1.88,48.33,41.67
RBF87,78.89,27.78,53.33,2.04,56.67,50.0
RBF88,79.26,7.04,43.15,5.49,50.0,36.67
RBF89,85.56,8.89,47.22,2.36,51.67,45.0
RBF90,88.15,27.78,57.96,2.86,61.67,53.33
RBF91,77.41,6.67,42.04,2.32,45.0,38.33
RBF92,85.56,14.44,50.0,5.4,56.67,43.33
RBF93,85.93,5.93,45.93,2.06,48.33,43.33
RBF94,87.41,16.3,51.85,2.69,56.67,46.67
RBF95,74.81,12.59,43.7,2.32,46.67,40.0
RBF96,81.85,18.52,50.19,2.69,51.67,43.33
RBF97,79.26,13.33,46.3,2.17,48.33,41.67
RBF98,75.93,20.74,48.33,1.18,50.0,46.67
RBF99,86.67,10.0,48.33,3.54,51.67,41.67
RBF100,94.44,10.0,52.22,2.36,55.0,48.33
RBF101,81.48,16.67,49.07,3.55,53.33,43.33
RBF102,61.11,30.74,45.93,5.72,53.33,40.0
RBF103,88.52,15.56,52.04,1.11,53.33,50.0
RBF104,80.0,21.11,50.56,2.04,53.33,48.33
RBF105,72.22,25.56,48.89,5.83,53.33,35.0
RBF106,64.44,34.44,49.44,3.12,55.0,45.0
LINEAR1,96.67,20.37,58.52,0.56,60.0,58.33
LINEAR2,97.78,46.3,72.04,2.0,75.0,70.0
LINEAR3,96.67,0.0,48.33,0.0,48.33,48.33
LINEAR4,80.0,85.56,82.78,0.83,83.33,81.67
LINEAR5,96.67,10.0,53.33,0.0,53.33,53.33
LINEAR6,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR7,86.3,90.0,88.15,0.56,88.33,86.67
LINEAR8,96.67,26.67,61.67,0.0,61.67,61.67
LINEAR9,100.0,18.89,59.44,0.83,60.0,58.33
LINEAR10,100.0,10.0,55.0,0.0,55.0,55.0
LINEAR11,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR12,96.3,90.0,93.15,0.56,93.33,91.67
LINEAR13,96.67,80.0,88.33,0.0,88.33,88.33
LINEAR14,100.0,96.67,98.33,0.0,98.33,98.33
LINEAR15,100.0,89.26,94.63,0.73,95.0,93.33
LINEAR16,100.0,77.04,88.52,0.56,90.0,88.33
LINEAR17,100.0,10.0,55.0,0.0,55.0,55.0
LINEAR18,85.93,93.33,89.63,0.73,90.0,88.33
LINEAR19,96.67,86.67,91.67,0.0,91.67,91.67
LINEAR20,100.0,86.3,93.15,0.56,93.33,91.67
LINEAR21,100.0,91.85,95.93,0.88,96.67,95.0
LINEAR22,100.0,83.33,91.67,0.0,91.67,91.67
LINEAR23,100.0,60.0,80.0,0.0,80.0,80.0
LINEAR24,92.22,90.0,91.11,1.18,91.67,88.33
LINEAR25,96.67,80.0,88.33,0.0,88.33,88.33
LINEAR26,100.0,93.33,96.67,0.0,96.67,96.67
LINEAR27,100.0,88.52,94.26,0.88,95.0,93.33
LINEAR28,100.0,90.0,95.0,0.0,95.0,95.0
LINEAR29,100.0,86.67,93.33,0.0,93.33,93.33
LINEAR30,100.0,10.0,55.0,0.0,55.0,55.0
LINEAR31,92.96,86.67,89.81,0.56,90.0,88.33
LINEAR32,96.67,57.41,77.04,0.73,78.33,76.67
LINEAR33,100.0,93.7,96.85,0.56,98.33,96.67
LINEAR34,100.0,92.59,96.3,0.73,96.67,95.0
LINEAR35,100.0,96.67,98.33,0.0,98.33,98.33
LINEAR36,100.0,93.7,96.85,0.56,98.33,96.67
LINEAR37,100.0,90.0,95.0,0.0,95.0,95.0
LINEAR38,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR39,98.15,92.22,95.19,0.56,96.67,95.0
LINEAR40,96.67,93.33,95.0,0.0,95.0,95.0
LINEAR41,100.0,96.67,98.33,0.0,98.33,98.33
LINEAR42,100.0,82.59,91.3,0.73,91.67,90.0
LINEAR43,100.0,100.0,100.0,0.0,100.0,100.0
LINEAR44,100.0,96.67,98.33,0.0,98.33,98.33
LINEAR45,100.0,83.33,91.67,0.0,91.67,91.67
LINEAR46,100.0,66.3,83.15,1.55,85.0,81.67
LINEAR47,100.0,10.0,55.0,0.0,55.0,55.0
LINEAR48,83.33,93.33,88.33,0.0,88.33,88.33
LINEAR49,96.67,86.67,91.67,0.0,91.67,91.67
LINEAR50,100.0,77.04,88.52,1.55,90.0,86.67
LINEAR51,100.0,90.0,95.0,0.0,95.0,95.0
LINEAR52,100.0,96.67,98.33,0.0,98.33,98.33
LINEAR53,100.0,90.0,95.0,0.0,95.0,95.0
LINEAR54,100.0,90.0,95.0,0.0,95.0,95.0
LINEAR55,100.0,70.74,85.37,0.73,86.67,85.0
LINEAR56,100.0,83.33,91.67,0.0,91.67,91.67
LINEAR57,100.0,67.78,83.89,0.83,85.0,83.33
LINEAR58,96.67,16.67,56.67,0.0,56.67,56.67
LINEAR59,96.67,3.33,50.0,0.0,50.0,50.0
LINEAR60,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR61,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR62,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR63,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR64,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR65,100.0,6.67,53.33,0.0,53.33,53.33
LINEAR66,100.0,1.11,50.56,0.83,51.67,50.0
LINEAR67,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR68,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR69,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR70,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR71,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR72,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR73,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR74,97.41,10.0,53.7,0.73,55.0,53.33
LINEAR75,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR76,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR77,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR78,96.67,3.33,50.0,0.0,50.0,50.0
LINEAR79,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR80,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR81,96.67,0.0,48.33,0.0,48.33,48.33
LINEAR82,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR83,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR84,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR85,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR86,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR87,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR88,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR89,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR90,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR91,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR92,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR93,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR94,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR95,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR96,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR97,100.0,1.48,50.74,0.88,51.67,50.0
LINEAR98,100.0,2.96,51.48,0.56,51.67,50.0
LINEAR99,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR100,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR101,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR102,100.0,6.67,53.33,0.0,53.33,53.33
LINEAR103,100.0,6.67,53.33,0.0,53.33,53.33
LINEAR104,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR105,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR106,100.0,3.33,51.67,0.0,51.67,51.67
OLD1,13.33,96.67,55.0,0.0,55.0,55.0
OLD2,66.67,96.67,81.67,0.0,81.67,81.67
OLD3,10.0,93.33,51.67,0.0,51.67,51.67
OLD4,56.67,100.0,78.33,0.0,78.33,78.33
OLD5,53.33,93.33,73.33,0.0,73.33,73.33
OLD6,73.33,36.67,55.0,0.0,55.0,55.0
OLD7,80.0,100.0,90.0,0.0,90.0,90.0
OLD8,90.0,96.67,93.33,0.0,93.33,93.33
OLD9,60.0,83.33,71.67,0.0,71.67,71.67
OLD10,63.33,86.67,75.0,0.0,75.0,75.0
OLD11,76.67,46.67,61.67,0.0,61.67,61.67
OLD12,100.0,100.0,100.0,0.0,100.0,100.0
OLD13,100.0,100.0,100.0,0.0,100.0,100.0
OLD14,96.67,100.0,98.33,0.0,98.33,98.33
OLD15,96.67,100.0,98.33,0.0,98.33,98.33
OLD16,96.67,100.0,98.33,0.0,98.33,98.33
OLD17,86.67,93.33,90.0,0.0,90.0,90.0
OLD18,100.0,100.0,100.0,0.0,100.0,100.0
OLD19,100.0,100.0,100.0,0.0,100.0,100.0
OLD20,96.67,100.0,98.33,0.0,98.33,98.33
OLD21,100.0,100.0,100.0,0.0,100.0,100.0
OLD22,96.67,100.0,98.33,0.0,98.33,98.33
OLD23,93.33,100.0,96.67,0.0,96.67,96.67
OLD24,100.0,100.0,100.0,0.0,100.0,100.0
OLD25,100.0,100.0,100.0,0.0,100.0,100.0
OLD26,96.67,100.0,98.33,0.0,98.33,98.33
OLD27,100.0,100.0,100.0,0.0,100.0,100.0
OLD28,96.67,100.0,98.33,0.0,98.33,98.33
OLD29,100.0,100.0,100.0,0.0,100.0,100.0
OLD30,90.0,100.0,95.0,0.0,95.0,95.0
OLD31,100.0,100.0,100.0,0.0,100.0,100.0
OLD32,100.0,100.0,100.0,0.0,100.0,100.0
OLD33,100.0,100.0,100.0,0.0,100.0,100.0
OLD34,100.0,100.0,100.0,0.0,100.0,100.0
OLD35,96.67,100.0,98.33,0.0,98.33,98.33
OLD36,100.0,100.0,100.0,0.0,100.0,100.0
OLD37,100.0,100.0,100.0,0.0,100.0,100.0
OLD38,50.0,96.67,73.33,0.0,73.33,73.33
OLD39,100.0,100.0,100.0,0.0,100.0,100.0
OLD40,100.0,100.0,100.0,0.0,100.0,100.0
OLD41,100.0,100.0,100.0,0.0,100.0,100.0
OLD42,100.0,100.0,100.0,0.0,100.0,100.0
OLD43,100.0,100.0,100.0,0.0,100.0,100.0
OLD44,100.0,100.0,100.0,0.0,100.0,100.0
OLD45,100.0,100.0,100.0,0.0,100.0,100.0
OLD46,100.0,100.0,100.0,0.0,100.0,100.0
OLD47,66.67,100.0,83.33,0.0,83.33,83.33
OLD48,100.0,100.0,100.0,0.0,100.0,100.0
OLD49,100.0,100.0,100.0,0.0,100.0,100.0
OLD50,100.0,100.0,100.0,0.0,100.0,100.0
OLD51,100.0,100.0,100.0,0.0,100.0,100.0
OLD52,100.0,100.0,100.0,0.0,100.0,100.0
OLD53,100.0,100.0,100.0,0.0,100.0,100.0
OLD54,100.0,100.0,100.0,0.0,100.0,100.0
OLD55,100.0,100.0,100.0,0.0,100.0,100.0
OLD56,100.0,100.0,100.0,0.0,100.0,100.0
OLD57,96.67,96.67,96.67,0.0,96.67,96.67
OLD58,0.0,100.0,50.0,0.0,50.0,50.0
OLD59,100.0,3.33,51.67,0.0,51.67,51.67
OLD60,100.0,0.0,50.0,0.0,50.0,50.0
OLD61,100.0,3.33,51.67,0.0,51.67,51.67
OLD62,40.0,63.33,51.67,0.0,51.67,51.67
OLD63,0.0,100.0,50.0,0.0,50.0,50.0
OLD64,0.0,100.0,50.0,0.0,50.0,50.0
OLD65,43.33,83.33,63.33,0.0,63.33,63.33
OLD66,56.67,70.0,63.33,0.0,63.33,63.33
OLD67,16.67,100.0,58.33,0.0,58.33,58.33
OLD68,73.33,40.0,56.67,0.0,56.67,56.67
OLD69,63.33,43.33,53.33,0.0,53.33,53.33
OLD70,83.33,30.0,56.67,0.0,56.67,56.67
OLD71,30.0,80.0,55.0,0.0,55.0,55.0
OLD72,60.0,46.67,53.33,0.0,53.33,53.33
OLD73,43.33,73.33,58.33,0.0,58.33,58.33
OLD74,93.33,23.33,58.33,0.0,58.33,58.33
OLD75,6.67,96.67,51.67,0.0,51.67,51.67
OLD76,0.0,100.0,50.0,0.0,50.0,50.0
OLD77,76.67,33.33,55.0,0.0,55.0,55.0
OLD78,86.67,23.33,55.0,0.0,55.0,55.0
OLD79,36.67,76.67,56.67,0.0,56.67,56.67
OLD80,23.33,86.67,55.0,0.0,55.0,55.0
OLD81,43.33,66.67,55.0,0.0,55.0,55.0
OLD82,66.67,53.33,60.0,0.0,60.0,60.0
OLD83,16.67,93.33,55.0,0.0,55.0,55.0
OLD84,80.0,26.67,53.33,0.0,53.33,53.33
OLD85,76.67,46.67,61.67,0.0,61.67,61.67
OLD86,86.67,30.0,58.33,0.0,58.33,58.33
OLD87,43.33,76.67,60.0,0.0,60.0,60.0
OLD88,66.67,46.67,56.67,0.0,56.67,56.67
OLD89,16.67,93.33,55.0,0.0,55.0,55.0
OLD90,66.67,46.67,56.67,0.0,56.67,56.67
OLD91,36.67,76.67,56.67,0.0,56.67,56.67
OLD92,43.33,86.67,65.0,0.0,65.0,65.0
OLD93,70.0,46.67,58.33,0.0,58.33,58.33
OLD94,16.67,93.33,55.0,0.0,55.0,55.0
OLD95,23.33,96.67,60.0,0.0,60.0,60.0
OLD96,43.33,80.0,61.67,0.0,61.67,61.67
OLD97,66.67,50.0,58.33,0.0,58.33,58.33
OLD98,16.67,93.33,55.0,0.0,55.0,55.0
OLD99,43.33,83.33,63.33,0.0,63.33,63.33
OLD100,56.67,63.33,60.0,0.0,60.0,60.0
OLD101,23.33,83.33,53.33,0.0,53.33,53.33
OLD102,43.33,86.67,65.0,0.0,65.0,65.0
OLD103,66.67,63.33,65.0,0.0,65.0,65.0
OLD104,16.67,100.0,58.33,0.0,58.33,58.33
OLD105,56.67,73.33,65.0,0.0,65.0,65.0
OLD106,43.33,76.67,60.0,0.0,60.0,60.0
