Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
RBF1,93.33,10.0,51.67,1.44,53.33,50.0
RBF2,95.19,59.26,77.22,7.07,85.0,66.67
RBF3,67.41,56.3,61.85,3.95,66.67,58.33
RBF4,93.33,50.37,71.85,2.56,75.0,68.33
RBF5,91.85,48.52,70.19,4.89,78.33,65.0
RBF6,71.11,22.59,46.85,7.66,60.0,38.33
RBF7,94.81,79.63,87.22,1.67,90.0,85.0
RBF8,94.44,68.52,81.48,2.56,85.0,78.33
RBF9,71.85,22.22,47.04,7.3,58.33,35.0
RBF10,93.33,33.33,63.33,4.17,70.0,56.67
RBF11,89.63,15.19,52.41,4.42,60.0,48.33
RBF12,93.7,99.63,96.67,0.83,98.33,95.0
RBF13,95.56,94.44,95.0,1.67,96.67,91.67
RBF14,75.56,78.15,76.85,8.56,91.67,66.67
RBF15,92.96,74.44,83.7,1.82,86.67,81.67
RBF16,85.56,67.41,76.48,6.74,85.0,66.67
RBF17,97.04,42.96,70.0,4.25,78.33,65.0
RBF18,93.7,99.26,96.48,1.0,98.33,95.0
RBF19,95.56,96.67,96.11,1.44,98.33,95.0
RBF20,83.7,87.41,85.56,4.56,95.0,80.0
RBF21,92.96,75.93,84.44,2.64,90.0,81.67
RBF22,85.19,54.44,69.81,9.98,81.67,51.67
RBF23,91.85,46.3,69.07,5.47,78.33,61.67
RBF24,93.7,99.63,96.67,0.83,98.33,95.0
RBF25,95.56,99.63,97.59,1.47,98.33,95.0
RBF26,74.07,98.15,86.11,5.83,96.67,78.33
RBF27,92.96,82.96,87.96,3.89,95.0,83.33
RBF28,84.81,68.15,76.48,7.52,86.67,66.67
RBF29,91.11,58.89,75.0,5.4,80.0,63.33
RBF30,96.3,21.85,59.07,2.9,63.33,55.0
RBF31,93.7,99.63,96.67,0.83,98.33,95.0
RBF32,95.56,99.26,97.41,1.88,98.33,93.33
RBF33,78.15,95.19,86.67,7.64,98.33,71.67
RBF34,92.22,98.15,95.19,1.94,96.67,91.67
RBF35,84.44,79.63,82.04,5.26,90.0,75.0
RBF36,91.11,70.74,80.93,6.51,95.0,73.33
RBF37,90.74,49.26,70.0,4.71,78.33,63.33
RBF38,78.15,32.96,55.56,8.42,70.0,43.33
RBF39,93.7,100.0,96.85,0.56,98.33,96.67
RBF40,95.56,99.63,97.59,1.47,98.33,95.0
RBF41,95.93,100.0,97.96,0.73,98.33,96.67
RBF42,90.37,99.26,94.81,1.55,96.67,91.67
RBF43,84.44,90.0,87.22,6.87,98.33,73.33
RBF44,90.37,85.93,88.15,4.29,95.0,83.33
RBF45,90.74,65.19,77.96,4.55,86.67,70.0
RBF46,67.78,42.22,55.0,14.07,73.33,35.0
RBF47,80.37,31.85,56.11,6.51,63.33,45.0
RBF48,95.56,100.0,97.78,0.83,98.33,96.67
RBF49,95.56,98.52,97.04,2.32,98.33,91.67
RBF50,89.26,93.7,91.48,7.75,100.0,73.33
RBF51,92.59,98.52,95.56,1.44,96.67,93.33
RBF52,85.56,96.3,90.93,6.35,98.33,78.33
RBF53,91.48,94.81,93.15,2.42,98.33,90.0
RBF54,90.74,84.07,87.41,3.74,91.67,81.67
RBF55,66.67,58.15,62.41,17.68,85.0,40.0
RBF56,77.04,39.26,58.15,8.88,71.67,43.33
RBF57,91.48,58.89,75.19,6.48,86.67,66.67
RBF58,95.56,34.07,64.81,1.55,66.67,61.67
RBF59,86.67,49.63,68.15,15.15,91.67,56.67
RBF60,71.11,64.44,67.78,10.14,85.0,55.0
RBF61,85.93,19.63,52.78,8.21,66.67,43.33
RBF62,90.37,20.37,55.37,4.91,63.33,50.0
RBF63,89.26,54.07,71.67,2.5,75.0,68.33
RBF64,95.19,34.44,64.81,5.36,73.33,56.67
RBF65,78.89,52.96,65.93,3.64,70.0,58.33
RBF66,85.56,24.07,54.81,2.12,58.33,51.67
RBF67,92.96,12.22,52.59,2.78,56.67,48.33
RBF68,84.44,10.74,47.59,3.92,51.67,41.67
RBF69,87.78,11.85,49.81,3.17,53.33,43.33
