Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score,Average AUC,AUC STD,Max AUC,Min AUC
RBF1,95.93,88.89,92.41,2.52,96.67,90.0,0.98,0.0,0.99,0.97
RBF2,95.93,94.07,95.0,1.18,96.67,93.33,0.99,0.0,1.0,0.99
RBF3,89.63,74.44,82.04,1.62,83.33,78.33,0.91,0.03,0.93,0.86
RBF4,95.93,97.78,96.85,2.12,98.33,91.67,1.0,0.0,1.0,0.99
RBF5,89.63,91.48,90.56,2.5,93.33,86.67,0.96,0.02,0.98,0.92
RBF6,96.3,62.22,79.26,2.06,81.67,75.0,0.95,0.03,0.97,0.87
RBF7,95.93,99.63,97.78,1.18,98.33,95.0,1.0,0.0,1.0,0.99
RBF8,89.63,93.33,91.48,1.3,93.33,90.0,0.98,0.02,0.99,0.94
RBF9,96.3,81.48,88.89,2.64,91.67,85.0,0.97,0.03,0.99,0.89
RBF10,82.96,83.7,83.33,3.91,90.0,78.33,0.91,0.04,0.95,0.84
RBF11,80.74,77.04,78.89,4.17,85.0,71.67,0.88,0.03,0.91,0.82
RBF12,95.93,99.63,97.78,1.18,98.33,95.0,1.0,0.0,1.0,1.0
RBF13,89.63,99.26,94.44,1.18,95.0,91.67,0.99,0.01,1.0,0.97
RBF14,96.3,97.78,97.04,2.47,100.0,93.33,0.99,0.02,1.0,0.95
RBF15,82.96,94.81,88.89,3.33,96.67,85.0,0.96,0.03,0.99,0.91
RBF16,80.74,91.11,85.93,3.02,90.0,80.0,0.92,0.03,0.94,0.86
RBF17,78.15,81.85,80.0,4.17,83.33,73.33,0.86,0.03,0.88,0.8
RBF18,95.93,100.0,97.96,0.73,98.33,96.67,1.0,0.0,1.0,1.0
RBF19,89.63,98.89,94.26,1.21,95.0,91.67,0.99,0.01,1.0,0.98
RBF20,96.3,98.15,97.22,2.64,100.0,93.33,0.99,0.01,1.0,0.97
RBF21,82.96,97.04,90.0,2.76,96.67,86.67,0.98,0.02,0.99,0.94
RBF22,80.74,94.81,87.78,3.33,91.67,81.67,0.94,0.02,0.95,0.9
