Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score,Average AUC,AUC STD,Max AUC,Min AUC
RBF1,94.07,50.74,72.41,9.09,80.0,55.0,0.87,0.05,0.91,0.75
RBF2,94.07,65.56,79.81,11.68,88.33,61.67,0.91,0.03,0.94,0.85
RBF3,91.48,41.11,66.3,2.61,70.0,63.33,0.78,0.02,0.81,0.75
RBF4,94.07,76.3,85.19,4.37,90.0,76.67,0.93,0.01,0.94,0.92
RBF5,91.48,59.26,75.37,3.71,81.67,71.67,0.83,0.04,0.89,0.78
RBF6,77.78,57.78,67.78,4.0,73.33,61.67,0.75,0.05,0.84,0.67
RBF7,94.07,95.19,94.63,2.86,98.33,90.0,0.99,0.0,0.99,0.98
RBF8,91.48,81.48,86.48,3.77,91.67,80.0,0.88,0.02,0.91,0.86
RBF9,77.78,90.37,84.07,2.06,86.67,81.67,0.85,0.05,0.93,0.78
RBF10,81.11,82.59,81.85,2.69,86.67,78.33,0.86,0.02,0.88,0.84
RBF11,94.44,85.19,89.81,1.55,91.67,86.67,0.95,0.02,0.98,0.94
RBF12,94.07,98.89,96.48,1.3,98.33,95.0,1.0,0.01,1.0,0.98
RBF13,91.48,98.52,95.0,1.86,96.67,91.67,0.99,0.01,1.0,0.97
RBF14,77.78,100.0,88.89,2.76,93.33,85.0,0.93,0.04,1.0,0.89
RBF15,81.11,100.0,90.56,1.44,93.33,88.33,0.94,0.02,0.98,0.92
RBF16,94.44,99.63,97.04,1.11,98.33,95.0,0.98,0.02,1.0,0.96
RBF17,84.07,94.44,89.26,1.88,93.33,86.67,0.96,0.02,0.99,0.94
RBF18,94.07,99.63,96.85,1.55,98.33,95.0,1.0,0.0,1.0,0.99
RBF19,91.48,97.78,94.63,1.11,96.67,93.33,0.99,0.01,1.0,0.98
RBF20,77.78,98.15,87.96,3.31,93.33,83.33,0.94,0.04,1.0,0.89
RBF21,81.11,100.0,90.56,1.44,93.33,88.33,0.96,0.02,1.0,0.93
RBF22,94.44,99.26,96.85,1.3,98.33,95.0,0.98,0.02,1.0,0.97
RBF23,84.07,100.0,92.04,1.62,95.0,90.0,0.99,0.01,1.0,0.97
RBF24,94.07,98.89,96.48,1.55,98.33,95.0,0.99,0.01,1.0,0.98
RBF25,91.48,100.0,95.74,0.88,96.67,95.0,0.99,0.01,1.0,0.99
RBF26,77.78,100.0,88.89,2.76,93.33,85.0,0.96,0.03,1.0,0.92
RBF27,81.11,100.0,90.56,1.44,93.33,88.33,0.97,0.02,1.0,0.93
RBF28,94.44,100.0,97.22,0.83,98.33,96.67,0.99,0.01,1.0,0.97
RBF29,84.07,100.0,92.04,1.62,95.0,90.0,1.0,0.01,1.0,0.97
RBF30,82.96,92.96,87.96,0.73,88.33,86.67,0.95,0.01,0.96,0.93
RBF31,94.07,99.63,96.85,1.55,98.33,95.0,1.0,0.0,1.0,1.0
RBF32,91.48,100.0,95.74,0.88,96.67,95.0,1.0,0.0,1.0,0.99
RBF33,77.78,100.0,88.89,2.76,93.33,85.0,0.97,0.03,1.0,0.93
RBF34,81.11,100.0,90.56,1.44,93.33,88.33,0.98,0.02,1.0,0.94
RBF35,94.44,100.0,97.22,0.83,98.33,96.67,1.0,0.0,1.0,0.99
