Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score,Average AUC,AUC STD,Max AUC,Min AUC
RBF1,100.0,54.07,77.04,9.42,85.0,63.33,0.94,0.05,0.98,0.86
RBF2,100.0,84.44,92.22,7.68,96.67,75.0,0.98,0.02,1.0,0.93
RBF3,99.63,52.96,76.3,1.62,78.33,73.33,0.78,0.02,0.79,0.75
RBF4,100.0,87.41,93.7,3.2,96.67,86.67,1.0,0.01,1.0,0.98
RBF5,99.63,66.67,83.15,2.42,86.67,80.0,0.94,0.02,0.96,0.89
RBF6,92.59,65.19,78.89,2.64,81.67,75.0,0.86,0.02,0.89,0.82
RBF7,100.0,98.89,99.44,1.18,100.0,96.67,1.0,0.0,1.0,1.0
RBF8,99.63,80.0,89.81,3.17,93.33,85.0,0.95,0.03,0.99,0.92
RBF9,92.59,73.33,82.96,3.89,88.33,76.67,0.92,0.02,0.94,0.89
RBF10,71.11,90.37,80.74,4.87,85.0,70.0,0.91,0.04,0.96,0.83
RBF11,73.33,87.41,80.37,3.61,85.0,73.33,0.91,0.03,0.93,0.84
RBF12,100.0,100.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
RBF13,99.63,100.0,99.81,0.56,100.0,98.33,1.0,0.0,1.0,1.0
RBF14,92.59,100.0,96.3,2.0,98.33,93.33,1.0,0.0,1.0,1.0
RBF15,71.11,100.0,85.56,2.36,88.33,81.67,1.0,0.0,1.0,0.99
RBF16,73.33,99.63,86.48,2.56,90.0,83.33,1.0,0.01,1.0,0.98
RBF17,62.96,94.07,78.52,2.12,81.67,76.67,0.96,0.0,0.97,0.95
RBF18,100.0,100.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
RBF19,99.63,100.0,99.81,0.56,100.0,98.33,1.0,0.0,1.0,1.0
RBF20,92.59,100.0,96.3,2.0,98.33,93.33,1.0,0.0,1.0,1.0
RBF21,71.11,100.0,85.56,2.36,88.33,81.67,1.0,0.0,1.0,1.0
RBF22,73.33,99.63,86.48,2.56,90.0,83.33,1.0,0.01,1.0,0.98
RBF23,62.96,100.0,81.48,2.27,85.0,78.33,1.0,0.0,1.0,1.0
RBF24,100.0,100.0,100.0,0.0,100.0,100.0,1.0,0.0,1.0,1.0
RBF25,99.63,100.0,99.81,0.56,100.0,98.33,1.0,0.0,1.0,1.0
