Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score,Average AUC,AUC STD,Max AUC,Min AUC
RBF1,97.41,57.04,77.22,3.0,81.67,71.67,0.88,0.01,0.9,0.86
RBF2,99.26,91.48,95.37,1.82,96.67,91.67,0.99,0.0,0.99,0.98
RBF3,75.19,71.11,73.15,5.56,80.0,65.0,0.81,0.04,0.86,0.74
RBF4,96.67,94.81,95.74,1.88,98.33,91.67,0.99,0.0,0.99,0.99
RBF5,64.81,95.56,80.19,5.36,85.0,66.67,0.94,0.02,0.95,0.89
RBF6,78.15,86.67,82.41,5.84,88.33,73.33,0.87,0.04,0.89,0.79
RBF7,98.89,97.04,97.96,1.39,100.0,95.0,1.0,0.0,1.0,1.0
RBF8,71.11,95.19,83.15,4.2,88.33,73.33,0.95,0.02,0.98,0.93
RBF9,77.04,92.96,85.0,5.83,90.0,73.33,0.92,0.04,0.95,0.83
RBF10,59.26,91.48,75.37,5.88,85.0,63.33,0.88,0.06,0.92,0.77
RBF11,72.22,89.63,80.93,5.34,86.67,70.0,0.88,0.05,0.92,0.79
RBF12,79.26,100.0,89.63,3.31,91.67,83.33,1.0,0.0,1.0,0.99
RBF13,80.37,98.89,89.63,4.39,96.67,81.67,0.98,0.02,1.0,0.94
RBF14,83.33,97.78,90.56,4.64,93.33,81.67,0.97,0.02,0.99,0.94
RBF15,62.59,98.52,80.56,6.97,91.67,70.0,0.95,0.04,0.98,0.87
RBF16,81.48,96.3,88.89,3.82,93.33,81.67,0.96,0.03,0.98,0.9
RBF17,51.11,99.26,75.19,5.68,83.33,66.67,0.88,0.04,0.92,0.8
RBF18,79.63,100.0,89.81,3.67,91.67,83.33,1.0,0.0,1.0,1.0
RBF19,63.33,99.26,81.3,4.55,85.0,71.67,0.98,0.02,1.0,0.94
RBF20,82.59,100.0,91.3,5.19,95.0,80.0,0.98,0.01,0.99,0.96
RBF21,60.37,99.63,80.0,7.36,91.67,68.33,0.96,0.04,0.99,0.89
RBF22,77.04,98.89,87.96,5.64,93.33,78.33,0.97,0.03,0.99,0.9
RBF23,60.37,97.04,78.7,5.58,88.33,68.33,0.91,0.05,0.94,0.82
RBF24,84.07,100.0,92.04,6.66,98.33,78.33,1.0,0.0,1.0,1.0
RBF25,72.59,100.0,86.3,5.12,93.33,75.0,1.0,0.01,1.0,0.98
RBF26,84.44,100.0,92.22,4.25,96.67,85.0,0.98,0.01,1.0,0.97
RBF27,77.04,100.0,88.52,8.48,95.0,73.33,0.98,0.02,0.99,0.93
RBF28,77.04,99.63,88.33,5.07,93.33,80.0,0.98,0.02,0.99,0.93
RBF29,66.67,99.63,83.15,7.66,93.33,68.33,0.95,0.04,0.97,0.88
RBF30,80.0,95.56,87.78,4.17,93.33,81.67,0.95,0.04,0.98,0.88
RBF31,95.19,100.0,97.59,4.18,100.0,88.33,1.0,0.0,1.0,1.0
RBF32,85.56,98.15,91.85,2.94,96.67,88.33,0.99,0.01,1.0,0.97
RBF33,83.33,100.0,91.67,4.33,95.0,83.33,1.0,0.0,1.0,0.99
RBF34,62.59,100.0,81.3,5.12,86.67,70.0,0.96,0.03,0.99,0.92
RBF35,80.0,97.04,88.52,4.75,93.33,80.0,0.98,0.02,0.99,0.93
RBF36,68.52,97.78,83.15,8.68,91.67,66.67,0.95,0.04,0.99,0.88
RBF37,81.48,97.78,89.63,4.55,95.0,81.67,0.98,0.03,1.0,0.92
RBF38,75.93,93.7,84.81,6.99,93.33,70.0,0.91,0.05,0.95,0.79
RBF39,89.26,98.52,93.89,5.83,100.0,83.33,1.0,0.0,1.0,0.99
RBF40,81.11,100.0,90.56,6.77,96.67,76.67,1.0,0.0,1.0,0.99
RBF41,84.81,100.0,92.41,3.92,96.67,85.0,0.99,0.0,1.0,0.99
RBF42,81.85,99.26,90.56,7.95,96.67,76.67,0.99,0.02,1.0,0.94
RBF43,79.63,96.67,88.15,4.6,91.67,78.33,0.97,0.02,0.99,0.93
RBF44,63.33,97.78,80.56,7.17,86.67,68.33,0.94,0.05,0.99,0.85
RBF45,83.7,97.04,90.37,4.39,96.67,83.33,0.98,0.02,1.0,0.93
RBF46,85.56,95.93,90.74,7.13,95.0,78.33,0.95,0.05,0.98,0.83
RBF47,59.63,84.07,71.85,5.68,78.33,60.0,0.81,0.07,0.86,0.65
RBF48,87.41,99.63,93.52,8.52,100.0,76.67,1.0,0.01,1.0,0.98
RBF49,58.52,99.63,79.07,2.22,83.33,75.0,0.99,0.01,1.0,0.97
RBF50,83.33,99.63,91.48,3.77,95.0,85.0,0.99,0.0,1.0,0.99
RBF51,78.52,99.26,88.89,7.12,95.0,75.0,0.99,0.02,1.0,0.96
RBF52,79.63,98.15,88.89,4.41,93.33,80.0,0.97,0.01,0.99,0.95
RBF53,64.07,98.89,81.48,9.48,93.33,63.33,0.95,0.05,0.99,0.84
RBF54,82.22,97.04,89.63,3.09,93.33,83.33,0.97,0.03,1.0,0.91
RBF55,78.15,95.93,87.04,5.58,93.33,76.67,0.94,0.05,0.99,0.82
RBF56,62.22,98.89,80.56,4.56,86.67,73.33,0.9,0.09,0.96,0.72
RBF57,73.33,94.81,84.07,8.7,91.67,66.67,0.93,0.07,0.99,0.78
