Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score,Average AUC,AUC STD,Max AUC,Min AUC
RBF1,100.0,37.78,68.89,1.18,70.0,66.67,0.9,0.01,0.92,0.88
RBF2,100.0,88.89,94.44,2.5,98.33,91.67,0.99,0.0,0.99,0.98
RBF3,98.15,47.41,72.78,2.64,76.67,70.0,0.84,0.01,0.86,0.82
RBF4,99.63,87.41,93.52,1.55,96.67,91.67,0.99,0.0,0.99,0.98
RBF5,92.59,80.74,86.67,2.89,91.67,83.33,0.92,0.03,0.99,0.89
RBF6,87.04,56.67,71.85,3.17,76.67,66.67,0.88,0.02,0.9,0.84
RBF7,95.93,91.11,93.52,2.82,95.0,86.67,0.99,0.0,0.99,0.98
RBF8,97.04,77.04,87.04,3.8,93.33,81.67,0.95,0.02,0.98,0.92
RBF9,84.81,89.26,87.04,2.98,91.67,83.33,0.94,0.01,0.96,0.92
RBF10,95.93,41.85,68.89,2.89,71.67,63.33,0.91,0.03,0.94,0.86
RBF11,89.26,67.78,78.52,4.52,83.33,70.0,0.91,0.03,0.93,0.82
RBF12,76.67,99.63,88.15,3.48,91.67,81.67,0.99,0.02,1.0,0.95
RBF13,98.89,98.15,98.52,2.27,100.0,93.33,1.0,0.0,1.0,1.0
RBF14,88.89,91.48,90.19,1.55,93.33,88.33,0.98,0.01,0.99,0.97
RBF15,97.04,76.3,86.67,3.12,91.67,81.67,0.98,0.0,0.99,0.98
RBF16,91.85,87.78,89.81,1.94,93.33,88.33,0.96,0.01,0.99,0.96
RBF17,85.19,72.22,78.7,2.0,81.67,75.0,0.87,0.02,0.9,0.84
RBF18,86.3,99.26,92.78,5.89,96.67,81.67,0.99,0.01,1.0,0.96
RBF19,100.0,92.22,96.11,3.12,100.0,91.67,1.0,0.01,1.0,0.98
RBF20,86.3,99.26,92.78,0.83,93.33,91.67,0.99,0.01,1.0,0.98
RBF21,96.3,88.89,92.59,1.88,95.0,90.0,0.99,0.0,1.0,0.98
RBF22,92.96,89.63,91.3,1.62,95.0,90.0,0.97,0.01,1.0,0.96
RBF23,89.63,91.48,90.56,2.36,93.33,86.67,0.95,0.01,0.97,0.94
RBF24,75.93,100.0,87.96,5.58,91.67,78.33,0.99,0.01,1.0,0.96
RBF25,92.22,96.67,94.44,1.86,96.67,90.0,0.99,0.01,1.0,0.97
RBF26,88.15,95.93,92.04,2.17,95.0,88.33,0.99,0.01,0.99,0.97
RBF27,97.41,84.07,90.74,1.21,93.33,90.0,0.99,0.0,0.99,0.99
RBF28,93.7,91.85,92.78,2.04,96.67,90.0,0.98,0.01,0.99,0.96
RBF29,84.44,96.3,90.37,3.61,95.0,85.0,0.97,0.01,0.99,0.95
RBF30,89.63,88.52,89.07,4.34,95.0,80.0,0.95,0.02,0.97,0.89
RBF31,90.0,98.52,94.26,4.57,100.0,85.0,1.0,0.01,1.0,0.98
RBF32,99.26,96.3,97.78,1.18,98.33,95.0,1.0,0.0,1.0,0.99
RBF33,85.56,99.63,92.59,1.21,93.33,90.0,0.99,0.01,1.0,0.98
RBF34,95.56,97.04,96.3,1.11,98.33,95.0,1.0,0.0,1.0,0.99
RBF35,93.33,96.67,95.0,1.44,96.67,93.33,0.98,0.01,0.99,0.97
RBF36,90.0,94.44,92.22,2.04,95.0,88.33,0.98,0.01,0.99,0.97
RBF37,86.3,97.41,91.85,4.6,96.67,83.33,0.98,0.02,0.99,0.93
RBF38,81.11,78.89,80.0,5.83,85.0,70.0,0.87,0.06,0.92,0.76
RBF39,71.85,98.89,85.37,5.32,91.67,75.0,0.98,0.02,0.99,0.95
RBF40,72.96,100.0,86.48,4.6,93.33,78.33,1.0,0.0,1.0,0.99
RBF41,86.3,99.63,92.96,0.73,93.33,91.67,1.0,0.0,1.0,0.99
RBF42,97.04,99.63,98.33,1.18,100.0,96.67,1.0,0.0,1.0,1.0
RBF43,93.33,96.3,94.81,2.42,98.33,91.67,0.99,0.0,1.0,0.98
RBF44,82.59,97.04,89.81,4.03,96.67,85.0,0.99,0.01,0.99,0.97
RBF45,88.15,96.3,92.22,3.82,95.0,85.0,0.98,0.01,0.99,0.95
RBF46,78.89,97.04,87.96,7.16,95.0,75.0,0.94,0.04,0.97,0.86
RBF47,68.15,88.15,78.15,7.04,83.33,65.0,0.89,0.02,0.91,0.84
RBF48,60.37,100.0,80.19,8.43,86.67,63.33,0.98,0.02,1.0,0.94
RBF49,90.74,99.63,95.19,3.27,98.33,90.0,1.0,0.0,1.0,0.99
RBF50,83.33,100.0,91.67,0.83,93.33,90.0,0.99,0.0,1.0,0.99
RBF51,97.04,97.04,97.04,1.39,98.33,95.0,1.0,0.0,1.0,1.0
RBF52,93.33,97.04,95.19,1.0,96.67,93.33,0.99,0.0,1.0,0.99
RBF53,78.89,96.3,87.59,4.18,93.33,80.0,0.98,0.0,0.99,0.98
RBF54,85.19,97.04,91.11,5.46,95.0,81.67,0.98,0.02,0.99,0.94
RBF55,70.0,97.04,83.52,7.43,90.0,70.0,0.94,0.03,0.96,0.88
RBF56,73.7,99.63,86.67,8.25,93.33,71.67,0.95,0.03,0.97,0.89
RBF57,90.74,71.48,81.11,1.44,83.33,80.0,0.91,0.04,0.94,0.83
RBF58,97.78,69.26,83.52,3.27,90.0,78.33,0.96,0.02,0.98,0.92
RBF59,90.74,74.81,82.78,5.46,90.0,71.67,0.9,0.02,0.92,0.85
RBF60,90.37,80.37,85.37,6.91,95.0,71.67,0.95,0.03,0.97,0.89
RBF61,94.44,58.52,76.48,3.58,81.67,68.33,0.92,0.03,0.94,0.86
RBF62,88.89,73.7,81.3,3.8,83.33,71.67,0.9,0.02,0.91,0.86
RBF63,69.63,83.7,76.67,5.2,81.67,66.67,0.83,0.03,0.86,0.78
RBF64,84.07,67.41,75.74,7.27,83.33,60.0,0.84,0.04,0.88,0.77
RBF65,71.11,86.3,78.7,6.96,83.33,65.0,0.85,0.05,0.89,0.75
RBF66,68.52,87.41,77.96,6.66,83.33,66.67,0.86,0.04,0.89,0.78
RBF67,80.0,79.26,79.63,6.55,85.0,66.67,0.86,0.05,0.89,0.76
RBF68,83.7,34.07,58.89,1.86,61.67,56.67,0.66,0.01,0.67,0.65
