Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score,Average AUC,AUC STD,Max AUC,Min AUC
RBF1,82.22,3.7,42.96,8.16,50.0,28.33,0.57,0.2,0.79,0.26
RBF2,81.48,22.22,51.85,7.66,60.0,41.67,0.73,0.21,0.95,0.42
RBF3,79.26,23.33,51.3,1.62,53.33,48.33,0.61,0.03,0.65,0.55
RBF4,97.41,27.41,62.41,3.45,66.67,56.67,0.91,0.09,0.97,0.73
RBF5,99.63,27.04,63.33,2.5,66.67,60.0,0.83,0.06,0.88,0.71
RBF6,67.78,14.07,40.93,3.92,48.33,36.67,0.51,0.08,0.68,0.41
RBF7,84.07,48.15,66.11,11.49,80.0,46.67,0.84,0.16,0.99,0.57
RBF8,100.0,27.78,63.89,1.67,66.67,61.67,0.89,0.06,0.94,0.76
RBF9,66.67,22.96,44.81,4.89,53.33,40.0,0.52,0.1,0.75,0.4
RBF10,87.04,28.15,57.59,2.9,63.33,55.0,0.77,0.06,0.83,0.66
RBF11,78.52,44.07,61.3,5.12,68.33,51.67,0.7,0.09,0.8,0.55
RBF12,97.04,94.44,95.74,3.34,100.0,88.33,0.98,0.02,1.0,0.94
RBF13,94.44,56.3,75.37,7.25,85.0,60.0,0.92,0.06,0.98,0.81
RBF14,68.52,58.15,63.33,8.62,75.0,48.33,0.7,0.12,0.9,0.52
RBF15,87.41,49.63,68.52,3.27,76.67,66.67,0.86,0.05,0.92,0.77
RBF16,81.48,47.41,64.44,3.54,70.0,60.0,0.74,0.1,0.9,0.58
RBF17,86.67,43.33,65.0,3.73,70.0,60.0,0.76,0.06,0.83,0.64
RBF18,94.07,95.56,94.81,5.3,100.0,88.33,0.98,0.03,1.0,0.92
RBF19,94.44,61.48,77.96,6.96,86.67,68.33,0.92,0.07,0.98,0.79
RBF20,67.78,76.3,72.04,7.81,81.67,55.0,0.71,0.12,0.91,0.51
RBF21,87.04,54.07,70.56,3.73,78.33,66.67,0.86,0.05,0.91,0.78
RBF22,86.67,54.44,70.56,7.77,85.0,60.0,0.83,0.08,0.98,0.74
RBF23,81.85,28.89,55.37,8.41,75.0,45.0,0.71,0.09,0.88,0.55
RBF24,97.78,94.81,96.3,2.86,100.0,90.0,0.99,0.02,1.0,0.96
RBF25,83.33,84.81,84.07,8.5,90.0,63.33,0.86,0.07,0.99,0.75
RBF26,68.52,95.93,82.22,7.07,91.67,70.0,0.77,0.09,0.9,0.61
RBF27,87.04,70.37,78.7,2.86,85.0,75.0,0.88,0.03,0.93,0.84
RBF28,85.19,47.78,66.48,7.04,83.33,58.33,0.82,0.08,0.98,0.72
RBF29,80.0,28.52,54.26,7.37,71.67,48.33,0.72,0.1,0.88,0.56
RBF30,70.0,21.11,45.56,5.65,56.67,36.67,0.56,0.14,0.81,0.36
RBF31,97.04,94.81,95.93,2.22,100.0,91.67,0.98,0.02,1.0,0.95
RBF32,81.85,88.89,85.37,6.44,91.67,70.0,0.87,0.07,1.0,0.75
RBF33,70.37,95.93,83.15,6.03,90.0,71.67,0.81,0.08,0.91,0.65
RBF34,87.04,92.96,90.0,2.89,95.0,86.67,0.91,0.02,0.94,0.87
RBF35,82.22,65.19,73.7,3.41,80.0,70.0,0.82,0.06,0.94,0.76
RBF36,80.0,51.48,65.74,7.55,83.33,60.0,0.79,0.07,0.91,0.7
RBF37,58.15,26.67,42.41,12.78,68.33,30.0,0.51,0.18,0.87,0.28
RBF38,93.7,42.22,67.96,5.64,75.0,56.67,0.84,0.06,0.91,0.7
RBF39,91.85,92.96,92.41,5.21,100.0,85.0,0.97,0.04,1.0,0.88
RBF40,98.15,96.67,97.41,2.9,100.0,93.33,0.99,0.01,1.0,0.98
RBF41,78.52,97.41,87.96,6.55,98.33,76.67,0.88,0.08,0.98,0.7
RBF42,87.78,93.7,90.74,4.87,96.67,80.0,0.91,0.02,0.93,0.87
RBF43,81.85,88.52,85.19,4.37,91.67,78.33,0.85,0.05,0.94,0.79
RBF44,82.22,72.59,77.41,5.01,81.67,68.33,0.83,0.06,0.91,0.76
RBF45,58.15,30.0,44.07,13.36,71.67,33.33,0.54,0.18,0.91,0.34
RBF46,90.37,57.41,73.89,6.12,86.67,68.33,0.89,0.04,0.95,0.82
RBF47,94.07,47.41,70.74,3.45,75.0,63.33,0.89,0.09,0.95,0.71
RBF48,85.93,96.3,91.11,6.61,96.67,80.0,0.91,0.1,0.98,0.72
RBF49,100.0,92.22,96.11,4.93,100.0,86.67,0.99,0.02,1.0,0.95
RBF50,78.89,96.3,87.59,5.9,93.33,75.0,0.88,0.1,0.99,0.66
RBF51,88.15,96.67,92.41,2.78,96.67,86.67,0.91,0.02,0.94,0.87
RBF52,82.59,93.7,88.15,3.48,93.33,81.67,0.86,0.04,0.95,0.8
RBF53,82.22,83.33,82.78,6.77,90.0,68.33,0.85,0.05,0.91,0.77
RBF54,58.15,74.81,66.48,6.99,80.0,55.0,0.62,0.14,0.91,0.48
RBF55,88.89,34.44,61.67,7.45,80.0,55.0,0.85,0.07,0.95,0.73
RBF56,94.44,53.33,73.89,6.35,85.0,68.33,0.93,0.06,0.97,0.8
RBF57,76.67,14.07,45.37,11.05,56.67,26.67,0.64,0.25,0.86,0.22
RBF58,85.56,22.59,54.07,9.76,63.33,35.0,0.74,0.21,0.94,0.38
RBF59,67.04,65.56,66.3,3.71,71.67,58.33,0.73,0.04,0.81,0.67
RBF60,60.0,20.37,40.19,6.48,51.67,31.67,0.54,0.11,0.76,0.42
RBF61,78.52,26.3,52.41,5.01,63.33,46.67,0.72,0.05,0.84,0.67
RBF62,80.74,25.56,53.15,2.94,56.67,48.33,0.72,0.09,0.83,0.58
RBF63,85.56,32.59,59.07,2.52,63.33,55.0,0.7,0.04,0.74,0.62
RBF64,71.48,48.89,60.19,1.55,61.67,58.33,0.69,0.03,0.73,0.63
RBF65,94.44,15.93,55.19,1.94,58.33,53.33,0.79,0.06,0.85,0.66
RBF66,90.0,40.37,65.19,5.23,71.67,56.67,0.77,0.1,0.87,0.58
RBF67,87.04,8.52,47.78,7.64,56.67,36.67,0.53,0.18,0.73,0.24
RBF68,70.37,16.3,43.33,2.2,46.67,40.0,0.45,0.05,0.54,0.39
RBF69,77.41,17.41,47.41,3.13,51.67,43.33,0.46,0.02,0.5,0.44
RBF70,80.74,24.44,52.59,2.78,56.67,46.67,0.53,0.02,0.56,0.5
RBF71,86.67,16.67,51.67,2.36,56.67,48.33,0.53,0.04,0.58,0.47
RBF72,77.41,17.78,47.59,3.34,51.67,43.33,0.5,0.05,0.57,0.43
RBF73,90.0,5.19,47.59,1.47,50.0,45.0,0.44,0.02,0.48,0.4
RBF74,90.0,12.59,51.3,2.0,55.0,48.33,0.44,0.04,0.52,0.38
RBF75,91.11,10.0,50.56,2.36,55.0,48.33,0.49,0.02,0.52,0.45
RBF76,61.48,20.74,41.11,2.76,45.0,36.67,0.49,0.05,0.59,0.42
RBF77,81.48,25.19,53.33,2.76,56.67,50.0,0.54,0.03,0.59,0.48
RBF78,76.67,31.85,54.26,3.45,58.33,46.67,0.56,0.05,0.63,0.51
RBF79,82.22,22.22,52.22,4.08,61.67,48.33,0.56,0.04,0.6,0.48
RBF80,86.67,10.37,48.52,3.27,51.67,41.67,0.49,0.04,0.55,0.44
RBF81,95.56,1.48,48.52,1.94,50.0,45.0,0.47,0.02,0.5,0.45
RBF82,87.78,13.7,50.74,3.45,55.0,45.0,0.48,0.03,0.53,0.45
RBF83,90.0,6.67,48.33,4.56,55.0,43.33,0.48,0.05,0.54,0.42
RBF84,75.56,22.22,48.89,4.71,55.0,40.0,0.5,0.04,0.58,0.43
