Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score,Average AUC,AUC STD,Max AUC,Min AUC
RBF1,94.07,20.0,57.04,3.89,61.67,51.67,0.7,0.03,0.73,0.65
RBF2,91.11,30.37,60.74,5.47,68.33,51.67,0.8,0.09,0.9,0.63
RBF3,82.22,30.37,56.3,2.86,60.0,51.67,0.63,0.05,0.73,0.59
RBF4,94.44,58.89,76.67,5.83,83.33,66.67,0.93,0.04,0.97,0.84
RBF5,93.7,37.78,65.74,3.83,70.0,60.0,0.79,0.04,0.84,0.72
RBF6,94.44,17.41,55.93,2.78,60.0,51.67,0.81,0.03,0.84,0.76
RBF7,94.81,68.52,81.67,6.45,91.67,73.33,0.95,0.03,0.98,0.88
RBF8,98.52,38.89,68.7,4.31,75.0,65.0,0.83,0.04,0.88,0.75
RBF9,95.56,13.7,54.63,2.74,58.33,51.67,0.84,0.04,0.88,0.76
RBF10,94.81,26.3,60.56,4.93,68.33,55.0,0.86,0.06,0.93,0.78
RBF11,85.93,17.78,51.85,5.56,58.33,41.67,0.7,0.09,0.8,0.56
RBF12,96.67,92.59,94.63,4.15,98.33,88.33,0.98,0.01,1.0,0.96
RBF13,97.04,72.96,85.0,5.71,91.67,76.67,0.96,0.05,0.99,0.86
RBF14,96.3,82.59,89.44,5.07,96.67,83.33,0.97,0.02,1.0,0.94
RBF15,94.44,70.37,82.41,8.5,95.0,73.33,0.94,0.05,1.0,0.86
RBF16,90.37,67.04,78.7,6.39,86.67,70.0,0.9,0.09,0.99,0.74
RBF17,71.11,57.78,64.44,8.78,76.67,51.67,0.69,0.21,0.91,0.32
RBF18,94.81,96.67,95.74,2.06,98.33,93.33,0.98,0.02,1.0,0.95
RBF19,98.15,87.78,92.96,5.12,100.0,86.67,0.98,0.02,1.0,0.93
RBF20,96.3,91.11,93.7,5.12,100.0,85.0,0.98,0.02,1.0,0.94
RBF21,94.44,78.52,86.48,11.1,100.0,71.67,0.95,0.05,1.0,0.87
RBF22,83.33,69.26,76.3,9.71,86.67,60.0,0.85,0.11,0.98,0.68
RBF23,74.44,60.0,67.22,10.24,81.67,51.67,0.72,0.16,0.89,0.43
RBF24,95.93,94.81,95.37,2.61,98.33,91.67,0.98,0.01,1.0,0.96
RBF25,97.78,92.22,95.0,4.93,100.0,86.67,0.99,0.02,1.0,0.96
RBF26,96.3,92.22,94.26,5.01,100.0,85.0,0.98,0.02,1.0,0.94
RBF27,94.44,91.48,92.96,6.55,100.0,85.0,0.96,0.05,1.0,0.89
RBF28,85.56,70.37,77.96,10.79,90.0,63.33,0.89,0.11,0.99,0.72
RBF29,77.41,63.7,70.56,11.73,83.33,51.67,0.78,0.17,0.94,0.46
RBF30,76.3,42.22,59.26,6.24,66.67,51.67,0.7,0.19,0.91,0.43
RBF31,93.33,97.41,95.37,2.98,98.33,91.67,0.98,0.02,1.0,0.95
RBF32,96.3,90.0,93.15,5.98,98.33,83.33,0.98,0.03,1.0,0.92
RBF33,96.3,91.85,94.07,5.84,100.0,83.33,0.98,0.02,1.0,0.95
RBF34,94.44,90.0,92.22,7.91,100.0,78.33,0.95,0.05,1.0,0.87
RBF35,84.44,81.11,82.78,11.18,98.33,66.67,0.89,0.11,1.0,0.68
RBF36,77.78,72.22,75.0,16.05,93.33,51.67,0.82,0.19,0.98,0.47
RBF37,84.81,72.22,78.52,14.3,93.33,53.33,0.85,0.16,0.99,0.53
RBF38,84.44,56.3,70.37,4.62,76.67,63.33,0.8,0.07,0.88,0.66
RBF39,95.19,97.04,96.11,3.0,100.0,90.0,0.99,0.02,1.0,0.96
RBF40,97.78,92.96,95.37,4.77,100.0,90.0,0.99,0.02,1.0,0.96
