Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score,Average AUC,AUC STD,Max AUC,Min AUC
RBF1,90.74,4.44,47.59,1.21,50.0,46.67,0.73,0.09,0.83,0.53
RBF2,91.85,28.89,60.37,3.41,66.67,56.67,0.89,0.03,0.92,0.82
RBF3,85.56,8.89,47.22,3.33,51.67,41.67,0.63,0.11,0.73,0.4
RBF4,92.96,60.37,76.67,2.04,80.0,73.33,0.93,0.02,0.95,0.9
RBF5,96.67,53.33,75.0,4.25,80.0,68.33,0.96,0.01,0.97,0.94
RBF6,93.7,11.11,52.41,3.74,55.0,43.33,0.78,0.12,0.89,0.49
RBF7,92.96,87.04,90.0,1.86,91.67,86.67,0.95,0.02,0.98,0.92
RBF8,98.15,69.26,83.7,2.74,86.67,78.33,0.98,0.01,0.99,0.98
RBF9,93.7,52.96,73.33,5.34,80.0,63.33,0.9,0.08,0.95,0.71
RBF10,92.22,34.81,63.52,4.03,68.33,56.67,0.87,0.08,0.95,0.67
RBF11,85.93,34.81,60.37,2.74,63.33,56.67,0.75,0.04,0.8,0.69
RBF12,91.11,95.19,93.15,1.94,96.67,90.0,0.97,0.02,1.0,0.94
RBF13,94.44,97.41,95.93,3.92,100.0,86.67,0.98,0.04,1.0,0.87
RBF14,93.7,95.19,94.44,4.25,98.33,85.0,0.95,0.07,0.99,0.77
RBF15,91.48,89.26,90.37,6.55,98.33,78.33,0.93,0.07,1.0,0.76
RBF16,94.07,68.89,81.48,5.56,90.0,76.67,0.94,0.04,0.99,0.86
RBF17,79.26,83.7,81.48,5.43,91.67,75.0,0.84,0.08,0.92,0.7
RBF18,92.96,94.81,93.89,2.76,96.67,90.0,0.97,0.02,0.99,0.94
RBF19,89.63,97.04,93.33,5.4,98.33,81.67,0.94,0.08,1.0,0.76
RBF20,94.07,99.63,96.85,3.27,98.33,88.33,0.95,0.06,1.0,0.79
RBF21,91.48,92.96,92.22,4.0,96.67,83.33,0.93,0.07,1.0,0.74
RBF22,94.44,65.19,79.81,6.15,86.67,68.33,0.95,0.05,1.0,0.85
RBF23,90.0,78.15,84.07,6.13,91.67,73.33,0.91,0.07,0.95,0.73
RBF24,92.96,98.89,95.93,0.88,96.67,95.0,0.97,0.02,1.0,0.93
RBF25,97.78,96.3,97.04,3.31,100.0,90.0,0.99,0.01,1.0,0.96
RBF26,93.7,99.26,96.48,3.27,98.33,88.33,0.96,0.06,1.0,0.8
RBF27,91.48,97.04,94.26,3.55,96.67,86.67,0.94,0.07,1.0,0.77
RBF28,94.44,72.59,83.52,3.38,86.67,78.33,0.95,0.04,0.99,0.87
RBF29,91.85,82.22,87.04,9.01,96.67,68.33,0.93,0.08,0.99,0.72
RBF30,95.56,37.41,66.48,4.96,73.33,56.67,0.87,0.11,0.95,0.67
RBF31,92.96,98.52,95.74,0.88,96.67,95.0,0.98,0.02,1.0,0.94
RBF32,95.56,96.67,96.11,3.54,100.0,90.0,0.98,0.03,1.0,0.91
RBF33,93.7,98.89,96.3,3.2,98.33,88.33,0.96,0.06,1.0,0.81
RBF34,95.93,92.59,94.26,3.34,100.0,88.33,0.96,0.03,1.0,0.9
RBF35,94.44,93.33,93.89,2.64,96.67,88.33,0.97,0.03,1.0,0.91
RBF36,92.22,88.89,90.56,7.22,98.33,76.67,0.95,0.06,1.0,0.79
RBF37,95.19,47.04,71.11,5.77,80.0,63.33,0.93,0.07,1.0,0.79
RBF38,79.26,49.63,64.44,4.41,68.33,53.33,0.74,0.05,0.86,0.68
