Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score,Average AUC,AUC STD,Max AUC,Min AUC
RBF1,87.78,4.07,45.93,5.41,51.67,35.0,0.52,0.12,0.67,0.34
RBF2,87.78,22.22,55.0,5.59,61.67,43.33,0.76,0.14,0.93,0.54
RBF3,90.0,11.48,50.74,3.83,55.0,41.67,0.64,0.09,0.79,0.48
RBF4,97.04,57.04,77.04,2.86,81.67,73.33,0.97,0.02,0.98,0.93
RBF5,91.11,34.81,62.96,4.55,70.0,53.33,0.76,0.08,0.84,0.58
RBF6,88.89,13.33,51.11,5.07,58.33,41.67,0.68,0.09,0.79,0.5
RBF7,90.37,62.22,76.3,7.85,90.0,66.67,0.9,0.1,0.99,0.73
RBF8,89.63,36.67,63.15,5.86,70.0,50.0,0.81,0.09,0.9,0.61
RBF9,87.78,30.0,58.89,4.08,63.33,50.0,0.75,0.09,0.88,0.61
RBF10,91.11,15.56,53.33,3.12,56.67,48.33,0.72,0.07,0.82,0.6
RBF11,77.41,26.3,51.85,7.04,60.0,41.67,0.65,0.13,0.8,0.49
RBF12,90.74,94.07,92.41,6.07,98.33,81.67,0.94,0.06,1.0,0.83
RBF13,92.59,88.52,90.56,8.66,98.33,71.67,0.94,0.09,0.99,0.71
RBF14,88.89,87.78,88.33,5.59,95.0,76.67,0.92,0.07,0.99,0.77
RBF15,91.48,63.7,77.59,8.58,93.33,65.0,0.9,0.07,0.98,0.75
RBF16,85.56,69.63,77.59,8.74,90.0,60.0,0.86,0.11,0.95,0.6
RBF17,87.41,50.37,68.89,2.76,73.33,65.0,0.84,0.04,0.89,0.78
RBF18,92.96,93.7,93.33,4.93,98.33,85.0,0.97,0.04,1.0,0.87
RBF19,92.59,91.48,92.04,5.94,98.33,78.33,0.95,0.09,1.0,0.72
RBF20,88.52,85.93,87.22,6.87,96.67,73.33,0.91,0.07,0.98,0.75
RBF21,90.74,67.04,78.89,7.02,91.67,65.0,0.9,0.07,0.98,0.73
RBF22,81.85,67.41,74.63,8.53,85.0,60.0,0.82,0.13,0.96,0.61
RBF23,89.63,82.59,86.11,10.83,95.0,68.33,0.92,0.07,1.0,0.8
RBF24,90.0,98.52,94.26,5.72,100.0,83.33,0.93,0.06,1.0,0.83
RBF25,93.7,98.15,95.93,3.64,98.33,88.33,0.98,0.02,1.0,0.92
RBF26,89.63,88.52,89.07,6.02,96.67,76.67,0.93,0.07,0.99,0.77
RBF27,91.11,75.56,83.33,6.97,93.33,70.0,0.91,0.06,0.99,0.77
RBF28,77.78,61.85,69.81,11.35,86.67,55.0,0.79,0.15,0.98,0.6
RBF29,91.48,86.67,89.07,6.35,98.33,80.0,0.94,0.05,1.0,0.84
RBF30,92.96,9.26,51.11,3.73,56.67,43.33,0.8,0.09,0.9,0.6
RBF31,91.85,97.78,94.81,4.37,100.0,86.67,0.96,0.04,1.0,0.87
