Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
RBF1,100.0,18.52,59.26,2.06,61.67,56.67
RBF2,100.0,70.0,85.0,3.33,90.0,80.0
RBF3,95.56,17.78,56.67,4.0,61.67,48.33
RBF4,100.0,94.44,97.22,2.04,100.0,93.33
RBF5,92.59,51.11,71.85,3.38,78.33,66.67
RBF6,97.04,51.48,74.26,5.21,83.33,63.33
RBF7,100.0,83.7,91.85,3.86,96.67,86.67
RBF8,95.93,47.41,71.67,4.33,78.33,65.0
RBF9,97.41,48.15,72.78,6.12,80.0,63.33
RBF10,92.96,37.04,65.0,4.56,71.67,58.33
RBF11,94.07,27.41,60.74,2.78,63.33,56.67
RBF12,98.15,93.7,95.93,3.34,100.0,91.67
RBF13,92.59,81.11,86.85,4.75,93.33,80.0
RBF14,98.15,74.44,86.3,10.63,95.0,70.0
RBF15,95.19,75.93,85.56,10.96,95.0,70.0
RBF16,93.7,67.41,80.56,11.67,91.67,63.33
RBF17,90.0,50.74,70.37,4.31,75.0,61.67
RBF18,99.63,97.41,98.52,1.55,100.0,95.0
RBF19,92.96,87.04,90.0,4.08,95.0,81.67
RBF20,98.15,87.04,92.59,5.9,98.33,80.0
RBF21,95.56,78.52,87.04,6.5,96.67,76.67
RBF22,94.81,64.44,79.63,8.32,90.0,63.33
RBF23,88.52,73.33,80.93,8.9,95.0,68.33
RBF24,100.0,89.63,94.81,2.27,100.0,93.33
RBF25,94.81,85.56,90.19,4.67,95.0,80.0
RBF26,97.78,85.19,91.48,8.6,98.33,75.0
RBF27,94.44,81.85,88.15,8.91,95.0,73.33
RBF28,93.7,69.63,81.67,9.46,93.33,66.67
RBF29,90.0,82.96,86.48,9.63,95.0,70.0
RBF30,87.41,67.41,77.41,4.42,83.33,71.67
RBF31,100.0,88.89,94.44,5.95,100.0,85.0
RBF32,95.56,69.63,82.59,8.04,91.67,65.0
RBF33,98.15,93.7,95.93,3.34,100.0,88.33
RBF34,95.19,92.96,94.07,3.55,98.33,86.67
RBF35,94.44,86.67,90.56,7.02,98.33,76.67
RBF36,85.19,99.26,92.22,2.76,95.0,86.67
RBF37,88.52,95.93,92.22,3.73,96.67,86.67
RBF38,71.48,86.3,78.89,3.44,85.0,73.33
RBF39,99.26,88.52,93.89,4.08,98.33,86.67
RBF40,95.93,80.0,87.96,4.98,93.33,78.33
RBF41,98.15,92.22,95.19,5.36,100.0,88.33
RBF42,94.07,95.19,94.63,3.8,98.33,86.67
RBF43,94.81,94.81,94.81,4.37,100.0,88.33
RBF44,89.63,98.52,94.07,2.22,98.33,91.67
RBF45,91.11,95.93,93.52,2.56,96.67,88.33
RBF46,78.15,96.67,87.41,6.72,93.33,78.33
RBF47,72.59,88.52,80.56,9.39,95.0,68.33
RBF48,85.93,97.78,91.85,4.75,100.0,85.0
RBF49,96.67,77.41,87.04,6.28,95.0,75.0
RBF50,97.78,90.74,94.26,5.34,100.0,85.0
RBF51,93.7,100.0,96.85,1.76,100.0,95.0
RBF52,95.93,98.52,97.22,1.86,100.0,95.0
RBF53,88.52,98.89,93.7,2.32,98.33,90.0
RBF54,88.15,100.0,94.07,3.83,98.33,88.33
RBF55,73.33,98.52,85.93,7.87,93.33,75.0
RBF56,75.93,97.04,86.48,6.84,95.0,76.67
RBF57,82.22,94.44,88.33,5.14,93.33,80.0
RBF58,96.3,77.78,87.04,7.81,93.33,68.33
RBF59,95.19,49.26,72.22,6.72,80.0,56.67
RBF60,92.96,74.81,83.89,5.59,90.0,76.67
RBF61,92.22,50.74,71.48,3.86,75.0,65.0
RBF62,92.59,27.78,60.19,4.44,65.0,53.33
RBF63,87.04,45.56,66.3,4.55,75.0,60.0
RBF64,90.0,51.85,70.93,3.13,76.67,65.0
RBF65,76.3,65.56,70.93,5.34,78.33,63.33
RBF66,54.44,74.44,64.44,6.82,73.33,55.0
RBF67,69.63,71.48,70.56,5.65,80.0,61.67
RBF68,93.33,18.15,55.74,3.02,63.33,53.33
RBF69,87.41,18.89,53.15,2.82,56.67,46.67
RBF70,80.37,17.41,48.89,2.64,53.33,45.0
RBF71,84.44,20.74,52.59,3.02,56.67,46.67
RBF72,90.74,16.3,53.52,2.69,58.33,50.0
RBF73,71.85,31.11,51.48,3.27,56.67,48.33
RBF74,42.96,54.07,48.52,3.67,53.33,43.33
RBF75,68.52,35.93,52.22,2.36,55.0,48.33
RBF76,95.56,41.85,68.7,5.64,80.0,60.0
