Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
RBF1,99.26,52.96,76.11,2.64,80.0,71.67
RBF2,100.0,92.96,96.48,0.56,96.67,95.0
RBF3,64.07,75.19,69.63,3.61,76.67,63.33
RBF4,100.0,95.19,97.59,1.21,100.0,96.67
RBF5,86.67,85.56,86.11,2.64,90.0,81.67
RBF6,94.07,52.59,73.33,4.71,78.33,63.33
RBF7,100.0,97.78,98.89,1.18,100.0,96.67
RBF8,90.0,87.04,88.52,2.94,93.33,85.0
RBF9,88.52,69.26,78.89,2.2,81.67,75.0
RBF10,87.04,74.07,80.56,3.12,85.0,75.0
RBF11,82.96,67.41,75.19,4.67,78.33,63.33
RBF12,97.41,93.7,95.56,0.83,96.67,95.0
RBF13,83.7,100.0,91.85,3.95,100.0,86.67
RBF14,86.67,95.19,90.93,4.01,98.33,85.0
RBF15,80.0,99.26,89.63,3.98,95.0,81.67
RBF16,80.0,96.3,88.15,4.6,96.67,81.67
RBF17,61.11,95.19,78.15,8.23,86.67,60.0
RBF18,99.63,95.93,97.78,1.18,98.33,95.0
RBF19,95.93,99.63,97.78,1.67,100.0,95.0
RBF20,87.04,97.78,92.41,5.41,100.0,83.33
RBF21,77.78,99.26,88.52,4.44,95.0,80.0
RBF22,84.81,91.85,88.33,3.44,93.33,81.67
RBF23,63.33,96.3,79.81,7.93,90.0,61.67
RBF24,99.63,100.0,99.81,0.56,100.0,98.33
RBF25,87.78,100.0,93.89,2.76,100.0,90.0
RBF26,93.7,99.63,96.67,3.44,100.0,90.0
RBF27,83.7,99.63,91.67,4.71,98.33,83.33
RBF28,81.11,96.3,88.7,4.31,96.67,81.67
RBF29,72.22,98.89,85.56,8.25,93.33,70.0
RBF30,77.41,87.78,82.59,5.01,88.33,75.0
RBF31,98.52,100.0,99.26,1.21,100.0,96.67
RBF32,89.63,97.78,93.7,3.09,100.0,88.33
RBF33,95.56,100.0,97.78,2.2,100.0,93.33
RBF34,92.22,99.63,95.93,1.88,98.33,91.67
RBF35,85.19,98.89,92.04,4.91,98.33,83.33
RBF36,74.44,100.0,87.22,7.22,93.33,75.0
RBF37,85.19,99.26,92.22,6.67,98.33,80.0
RBF38,70.74,93.7,82.22,7.22,88.33,68.33
RBF39,91.48,100.0,95.74,1.47,98.33,93.33
RBF40,92.96,100.0,96.48,2.27,100.0,93.33
RBF41,97.78,93.7,95.74,2.37,98.33,91.67
RBF42,89.26,99.63,94.44,3.73,98.33,86.67
RBF43,85.56,99.26,92.41,5.21,100.0,83.33
RBF44,74.07,99.26,86.67,7.41,93.33,73.33
RBF45,88.15,96.67,92.41,5.47,96.67,81.67
RBF46,81.85,98.89,90.37,9.31,96.67,71.67
RBF47,70.74,94.44,82.59,8.38,90.0,66.67
RBF48,92.59,98.15,95.37,2.0,98.33,93.33
RBF49,95.56,96.67,96.11,1.86,100.0,93.33
RBF50,89.63,98.89,94.26,4.87,100.0,85.0
RBF51,92.96,99.26,96.11,2.36,100.0,93.33
RBF52,87.78,100.0,93.89,2.89,100.0,90.0
RBF53,77.78,99.26,88.52,7.43,95.0,73.33
RBF54,87.78,100.0,93.89,6.12,98.33,81.67
RBF55,83.33,98.89,91.11,7.95,98.33,75.0
RBF56,80.37,98.89,89.63,10.33,96.67,70.0
RBF57,80.74,93.33,87.04,8.57,95.0,71.67
RBF58,83.7,93.33,88.52,8.1,98.33,76.67
RBF59,56.67,95.93,76.3,3.09,80.0,71.67
RBF60,80.74,90.0,85.37,5.32,91.67,76.67
RBF61,83.33,86.67,85.0,7.17,91.67,71.67
RBF62,77.41,77.41,77.41,5.66,83.33,65.0
RBF63,56.3,94.07,75.19,5.8,81.67,63.33
RBF64,72.59,80.0,76.3,4.91,81.67,66.67
RBF65,60.0,95.93,77.96,7.11,85.0,65.0
RBF66,53.7,95.19,74.44,10.67,83.33,55.0
RBF67,66.3,80.0,73.15,7.79,80.0,58.33
RBF68,73.7,38.52,56.11,2.04,60.0,53.33
RBF69,87.78,35.93,61.85,3.27,65.0,55.0
RBF70,78.52,35.93,57.22,3.63,63.33,51.67
RBF71,55.56,47.41,51.48,2.12,55.0,48.33
RBF72,78.15,33.7,55.93,4.01,61.67,50.0
RBF73,51.85,54.81,53.33,3.54,58.33,48.33
RBF74,53.33,44.81,49.07,2.52,53.33,45.0
RBF75,65.56,36.67,51.11,3.82,56.67,45.0
RBF76,80.74,61.48,71.11,5.07,78.33,63.33
RBF77,90.37,35.93,63.15,1.76,65.0,60.0
RBF78,82.96,34.81,58.89,3.44,65.0,53.33
RBF79,64.07,52.96,58.52,2.82,61.67,53.33
RBF80,54.81,57.41,56.11,4.33,63.33,48.33
RBF81,61.48,57.78,59.63,2.32,63.33,56.67
RBF82,57.41,53.7,55.56,3.63,61.67,50.0
RBF83,59.26,41.11,50.19,2.42,53.33,46.67
RBF84,80.0,42.96,61.48,3.27,66.67,55.0
RBF85,65.56,60.37,62.96,2.86,66.67,60.0
