Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
RBF1,95.19,17.04,56.11,4.17,65.0,50.0
RBF2,96.3,88.89,92.59,3.02,96.67,88.33
RBF3,95.56,9.63,52.59,1.88,55.0,50.0
RBF4,95.19,71.48,83.33,1.67,85.0,80.0
RBF5,95.93,21.48,58.7,2.98,61.67,53.33
RBF6,85.93,4.44,45.19,3.27,50.0,40.0
RBF7,95.19,79.26,87.22,2.64,90.0,81.67
RBF8,95.56,57.04,76.3,3.31,81.67,71.67
RBF9,86.67,30.0,58.33,4.56,61.67,46.67
RBF10,80.37,26.67,53.52,5.43,63.33,46.67
RBF11,81.11,41.85,61.48,6.15,75.0,53.33
RBF12,95.19,98.52,96.85,2.69,98.33,90.0
RBF13,95.56,77.04,86.3,5.82,98.33,81.67
RBF14,87.04,82.22,84.63,5.05,95.0,80.0
RBF15,80.37,59.26,69.81,8.8,85.0,60.0
RBF16,85.56,88.15,86.85,7.43,96.67,76.67
RBF17,90.37,45.93,68.15,4.96,73.33,61.67
RBF18,95.19,97.78,96.48,3.17,98.33,88.33
RBF19,94.81,88.89,91.85,3.58,96.67,86.67
RBF20,87.04,96.67,91.85,4.12,96.67,85.0
RBF21,80.37,71.85,76.11,9.39,95.0,68.33
RBF22,86.3,92.96,89.63,6.33,98.33,80.0
RBF23,71.48,68.52,70.0,11.7,90.0,56.67
RBF24,95.19,100.0,97.59,2.22,98.33,91.67
RBF25,95.19,96.67,95.93,2.22,100.0,93.33
RBF26,86.67,99.26,92.96,3.98,98.33,86.67
RBF27,86.3,96.3,91.3,5.51,98.33,85.0
RBF28,87.78,97.41,92.59,4.65,98.33,85.0
RBF29,74.44,90.0,82.22,9.43,96.67,70.0
RBF30,90.74,40.37,65.56,4.64,73.33,58.33
RBF31,95.19,97.04,96.11,2.76,98.33,90.0
RBF32,95.19,98.89,97.04,2.0,100.0,93.33
RBF33,87.04,98.89,92.96,3.51,98.33,88.33
RBF34,86.3,97.41,91.85,6.53,100.0,85.0
RBF35,87.78,97.41,92.59,4.72,98.33,85.0
RBF36,77.78,91.48,84.63,8.37,96.67,73.33
RBF37,92.22,41.11,66.67,9.9,90.0,53.33
RBF38,88.89,27.78,58.33,4.25,68.33,55.0
RBF39,95.19,99.26,97.22,2.2,98.33,91.67
RBF40,95.56,97.04,96.3,2.61,100.0,91.67
RBF41,86.67,97.78,92.22,4.33,98.33,85.0
RBF42,87.04,99.26,93.15,5.56,100.0,86.67
RBF43,87.78,99.26,93.52,4.37,98.33,86.67
RBF44,76.3,90.0,83.15,9.18,96.67,70.0
RBF45,92.96,48.52,70.74,11.18,96.67,58.33
RBF46,85.93,75.56,80.74,7.08,95.0,73.33
RBF47,88.89,27.41,58.15,3.27,65.0,53.33
RBF48,95.19,96.67,95.93,2.9,98.33,91.67
RBF49,95.56,98.52,97.04,2.47,100.0,91.67
RBF50,95.19,98.15,96.67,1.67,98.33,95.0
RBF51,81.11,98.52,89.81,6.69,98.33,81.67
RBF52,87.78,100.0,93.89,4.0,98.33,86.67
RBF53,76.67,99.26,87.96,5.88,95.0,76.67
RBF54,91.85,77.41,84.63,6.44,98.33,76.67
RBF55,85.19,81.11,83.15,8.35,98.33,75.0
RBF56,84.07,47.78,65.93,11.85,93.33,55.0
RBF57,84.07,45.56,64.81,6.15,75.0,56.67
RBF58,96.3,41.48,68.89,3.33,75.0,63.33
RBF59,95.19,12.22,53.7,9.82,78.33,45.0
RBF60,86.67,5.56,46.11,8.82,68.33,38.33
RBF61,75.19,30.0,52.59,6.98,66.67,45.0
RBF62,74.07,42.22,58.15,7.04,73.33,51.67
RBF63,35.93,84.81,60.37,2.86,66.67,56.67
RBF64,82.96,35.93,59.44,3.33,65.0,56.67
RBF65,86.3,22.59,54.44,4.71,61.67,48.33
RBF66,86.3,22.96,54.63,3.09,58.33,48.33
RBF67,85.56,54.07,69.81,7.09,80.0,56.67
RBF68,92.22,6.67,49.44,1.44,51.67,46.67
RBF69,81.85,11.48,46.67,4.08,53.33,41.67
RBF70,91.11,13.33,52.22,1.44,53.33,50.0
RBF71,37.78,62.22,50.0,3.23,55.0,45.0
RBF72,78.15,24.07,51.11,2.36,55.0,48.33
RBF73,79.26,12.96,46.11,1.67,50.0,45.0
RBF74,87.41,17.41,52.41,3.34,58.33,46.67
RBF75,84.07,19.26,51.67,3.73,56.67,45.0
