Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
RBF40,97.78,99.63,98.7,1.62,100.0,95.0
RBF41,88.15,99.26,93.7,2.98,98.33,88.33
RBF42,92.59,97.78,95.19,3.38,98.33,90.0
RBF43,78.89,90.74,84.81,6.26,93.33,75.0
RBF44,85.56,90.37,87.96,4.91,95.0,78.33
RBF45,57.04,62.96,60.0,8.9,75.0,50.0
RBF46,84.81,70.0,77.41,6.72,86.67,68.33
RBF47,87.41,46.3,66.85,6.69,76.67,58.33
RBF48,94.07,100.0,97.04,2.61,100.0,91.67
RBF49,94.07,98.52,96.3,2.47,98.33,91.67
RBF50,88.52,97.78,93.15,4.29,98.33,83.33
RBF51,91.85,98.52,95.19,2.69,98.33,90.0
RBF52,78.52,97.78,88.15,6.79,98.33,80.0
RBF53,85.56,95.19,90.37,6.17,98.33,78.33
RBF54,55.56,75.19,65.37,11.02,81.67,55.0
RBF55,83.33,72.96,78.15,4.89,83.33,70.0
RBF56,79.26,44.07,61.67,5.46,68.33,53.33
RBF57,93.7,35.19,64.44,3.12,68.33,60.0
RBF58,82.22,7.41,44.81,3.86,50.0,36.67
RBF59,92.96,22.59,57.78,8.33,75.0,50.0
RBF60,87.04,4.07,45.56,3.23,51.67,40.0
RBF61,85.56,14.81,50.19,5.68,61.67,45.0
RBF62,71.85,25.19,48.52,2.42,53.33,45.0
RBF63,85.93,57.78,71.85,4.6,78.33,66.67
RBF64,58.15,62.59,60.37,3.41,65.0,53.33
RBF65,85.93,27.78,56.85,3.27,60.0,51.67
RBF66,90.37,20.74,55.56,5.34,61.67,48.33
RBF67,88.52,35.56,62.04,3.8,66.67,53.33
RBF68,93.7,6.67,50.19,2.12,53.33,46.67
RBF69,85.56,11.48,48.52,1.55,51.67,46.67
RBF70,71.48,28.15,49.81,1.55,51.67,46.67
RBF71,75.56,20.37,47.96,3.31,55.0,43.33
RBF72,66.67,33.33,50.0,4.33,58.33,45.0
RBF73,70.74,28.89,49.81,1.94,53.33,46.67
RBF74,88.89,18.89,53.89,1.18,55.0,51.67
RBF75,84.07,17.41,50.74,4.34,58.33,46.67
RBF76,86.67,7.41,47.04,2.32,50.0,43.33
RBF77,86.3,14.81,50.56,1.67,53.33,48.33
RBF78,82.96,18.89,50.93,3.34,56.67,46.67
RBF79,78.15,25.19,51.67,2.76,55.0,48.33
RBF80,72.22,27.78,50.0,4.17,58.33,45.0
RBF81,72.22,31.48,51.85,2.94,55.0,46.67
RBF82,87.78,13.33,50.56,2.04,55.0,48.33
RBF83,86.67,7.78,47.22,1.18,48.33,45.0
RBF84,80.37,21.11,50.74,2.06,55.0,48.33
RBF85,75.19,27.04,51.11,2.76,55.0,46.67
RBF86,63.33,42.59,52.96,2.98,58.33,48.33
RBF87,77.78,16.3,47.04,2.61,51.67,43.33
RBF88,85.93,6.67,46.3,2.17,50.0,43.33
RBF89,92.96,10.37,51.67,2.04,55.0,48.33
RBF90,85.56,16.3,50.93,2.22,53.33,46.67
RBF91,59.26,38.89,49.07,4.57,55.0,43.33
RBF92,83.7,14.44,49.07,2.65,51.67,43.33
RBF93,89.63,15.56,52.59,4.01,58.33,48.33
RBF94,93.33,9.63,51.48,1.76,53.33,48.33
RBF95,67.04,33.7,50.37,2.86,53.33,43.33
RBF96,87.04,10.74,48.89,1.86,51.67,45.0
RBF97,90.74,18.89,54.81,4.03,60.0,50.0
RBF98,71.11,37.41,54.26,2.78,58.33,50.0
RBF99,77.41,26.67,52.04,2.86,58.33,48.33
RBF100,91.11,6.67,48.89,2.04,53.33,46.67
RBF101,84.44,10.37,47.41,2.52,50.0,41.67
RBF102,86.3,11.11,48.7,2.47,51.67,43.33
RBF103,88.52,11.48,50.0,2.76,53.33,46.67
RBF104,87.41,14.07,50.74,2.9,56.67,46.67
RBF105,90.0,20.74,55.37,8.77,66.67,45.0
RBF106,90.37,4.81,47.59,2.06,51.67,45.0
LINEAR1,100.0,6.67,53.33,0.0,53.33,53.33
LINEAR2,100.0,46.3,73.15,4.03,76.67,65.0
LINEAR3,99.63,3.33,51.48,0.56,51.67,50.0
LINEAR4,92.59,69.26,80.93,2.52,83.33,76.67
LINEAR5,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR6,100.0,7.04,53.52,0.56,55.0,53.33
LINEAR7,94.07,92.59,93.33,0.0,93.33,93.33
LINEAR8,97.04,20.74,58.89,1.44,60.0,56.67
LINEAR9,100.0,12.96,56.48,0.56,56.67,55.0
LINEAR10,100.0,9.63,54.81,0.56,55.0,53.33
LINEAR11,100.0,6.67,53.33,0.0,53.33,53.33
LINEAR12,99.63,85.19,92.41,2.65,95.0,88.33
LINEAR13,99.63,92.22,95.93,1.21,96.67,93.33
LINEAR14,100.0,92.59,96.3,1.39,98.33,93.33
LINEAR15,100.0,94.81,97.41,1.88,98.33,93.33
LINEAR16,100.0,87.04,93.52,1.3,96.67,91.67
LINEAR17,100.0,20.37,60.19,0.56,61.67,60.0
LINEAR18,94.07,92.59,93.33,0.0,93.33,93.33
LINEAR19,98.15,92.59,95.37,0.73,96.67,95.0
LINEAR20,100.0,95.19,97.59,1.69,98.33,93.33
LINEAR21,100.0,94.44,97.22,2.2,98.33,93.33
LINEAR22,100.0,89.26,94.63,1.11,95.0,91.67
LINEAR23,100.0,65.93,82.96,2.47,86.67,80.0
LINEAR24,94.07,90.74,92.41,1.88,93.33,88.33
LINEAR25,98.15,69.63,83.89,1.44,85.0,81.67
LINEAR26,100.0,92.59,96.3,0.73,96.67,95.0
LINEAR27,100.0,99.63,99.81,0.56,100.0,98.33
LINEAR28,100.0,94.81,97.41,1.88,98.33,93.33
LINEAR29,100.0,92.59,96.3,1.39,98.33,93.33
LINEAR30,100.0,4.07,52.04,0.73,53.33,51.67
LINEAR31,100.0,81.11,90.56,2.36,91.67,85.0
LINEAR32,93.7,93.33,93.52,2.12,95.0,90.0
LINEAR33,100.0,94.44,97.22,2.2,98.33,93.33
LINEAR34,100.0,94.44,97.22,1.44,98.33,95.0
LINEAR35,100.0,100.0,100.0,0.0,100.0,100.0
LINEAR36,100.0,99.26,99.63,1.11,100.0,96.67
LINEAR37,100.0,81.11,90.56,1.44,91.67,88.33
LINEAR38,96.67,11.11,53.89,1.18,56.67,53.33
LINEAR39,97.41,85.56,91.48,0.56,91.67,90.0
LINEAR40,94.07,81.48,87.78,1.18,88.33,85.0
LINEAR41,100.0,95.56,97.78,0.83,98.33,96.67
LINEAR42,100.0,97.78,98.89,0.83,100.0,98.33
LINEAR43,100.0,95.93,97.96,0.73,98.33,96.67
LINEAR44,100.0,98.52,99.26,0.88,100.0,98.33
LINEAR45,100.0,73.33,86.67,0.0,86.67,86.67
LINEAR46,100.0,91.11,95.56,1.67,100.0,95.0
LINEAR47,96.67,21.11,58.89,1.18,60.0,56.67
LINEAR48,97.78,89.26,93.52,1.0,95.0,91.67
LINEAR49,93.33,81.85,87.59,2.9,90.0,83.33
LINEAR50,100.0,71.11,85.56,2.5,88.33,81.67
LINEAR51,100.0,100.0,100.0,0.0,100.0,100.0
LINEAR52,100.0,96.67,98.33,0.0,98.33,98.33
LINEAR53,100.0,95.93,97.96,0.73,98.33,96.67
LINEAR54,100.0,85.93,92.96,0.73,93.33,91.67
LINEAR55,100.0,90.37,95.19,1.0,96.67,93.33
LINEAR56,100.0,80.37,90.19,1.94,91.67,86.67
LINEAR57,100.0,62.22,81.11,1.86,83.33,78.33
LINEAR58,100.0,9.26,54.63,0.73,55.0,53.33
LINEAR59,93.33,6.67,50.0,0.0,50.0,50.0
LINEAR60,97.41,3.33,50.37,0.73,51.67,50.0
LINEAR61,100.0,4.07,52.04,0.73,53.33,51.67
LINEAR62,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR63,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR64,100.0,5.93,52.96,2.61,58.33,51.67
LINEAR65,96.67,6.67,51.67,0.0,51.67,51.67
LINEAR66,97.04,3.7,50.37,0.73,51.67,50.0
LINEAR67,92.59,28.89,60.74,1.21,61.67,58.33
LINEAR68,97.41,3.33,50.37,0.73,51.67,50.0
LINEAR69,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR70,100.0,2.96,51.48,0.56,51.67,50.0
LINEAR71,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR72,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR73,96.67,3.33,50.0,0.0,50.0,50.0
LINEAR74,96.67,0.0,48.33,0.0,48.33,48.33
LINEAR75,92.22,10.0,51.11,1.44,53.33,48.33
LINEAR76,97.41,3.33,50.37,0.73,51.67,50.0
LINEAR77,100.0,2.59,51.3,0.73,51.67,50.0
LINEAR78,100.0,1.85,50.93,0.88,51.67,50.0
LINEAR79,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR80,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR81,96.67,2.59,49.63,0.73,50.0,48.33
LINEAR82,96.67,0.0,48.33,0.0,48.33,48.33
LINEAR83,90.0,4.44,47.22,1.18,50.0,46.67
LINEAR84,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR85,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR86,96.67,4.07,50.37,1.11,53.33,50.0
LINEAR87,97.78,0.0,48.89,0.83,50.0,48.33
LINEAR88,96.67,2.59,49.63,0.73,50.0,48.33
LINEAR89,97.04,10.74,53.89,1.18,55.0,51.67
LINEAR90,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR91,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR92,99.63,3.33,51.48,0.56,51.67,50.0
LINEAR93,96.67,3.33,50.0,0.0,50.0,50.0
LINEAR94,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR95,100.0,2.59,51.3,0.73,51.67,50.0
LINEAR96,96.67,3.33,50.0,0.0,50.0,50.0
LINEAR97,96.67,0.0,48.33,0.0,48.33,48.33
LINEAR98,91.48,7.04,49.26,1.21,50.0,46.67
LINEAR99,96.67,7.04,51.85,0.56,53.33,51.67
LINEAR100,96.67,2.22,49.44,0.83,50.0,48.33
LINEAR101,85.19,8.89,47.04,1.11,48.33,45.0
LINEAR102,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR103,96.67,0.0,48.33,0.0,48.33,48.33
LINEAR104,99.63,0.37,50.0,0.0,50.0,50.0
LINEAR105,96.67,0.0,48.33,0.0,48.33,48.33
LINEAR106,100.0,0.37,50.19,0.56,51.67,50.0
OLD1,46.67,83.33,65.0,0.0,65.0,65.0
OLD2,80.0,100.0,90.0,0.0,90.0,90.0
OLD3,30.0,76.67,53.33,0.0,53.33,53.33
OLD4,80.0,100.0,90.0,0.0,90.0,90.0
OLD5,70.0,100.0,85.0,0.0,85.0,85.0
OLD6,90.0,13.33,51.67,0.0,51.67,51.67
OLD7,90.0,100.0,95.0,0.0,95.0,95.0
OLD8,90.0,100.0,95.0,0.0,95.0,95.0
OLD9,90.0,63.33,76.67,0.0,76.67,76.67
OLD10,73.33,73.33,73.33,0.0,73.33,73.33
OLD11,73.33,36.67,55.0,0.0,55.0,55.0
OLD12,100.0,100.0,100.0,0.0,100.0,100.0
OLD13,100.0,100.0,100.0,0.0,100.0,100.0
OLD14,96.67,100.0,98.33,0.0,98.33,98.33
OLD15,100.0,100.0,100.0,0.0,100.0,100.0
OLD16,96.67,100.0,98.33,0.0,98.33,98.33
OLD17,93.33,80.0,86.67,0.0,86.67,86.67
OLD18,100.0,100.0,100.0,0.0,100.0,100.0
OLD19,100.0,100.0,100.0,0.0,100.0,100.0
OLD20,100.0,100.0,100.0,0.0,100.0,100.0
OLD21,100.0,100.0,100.0,0.0,100.0,100.0
OLD22,100.0,100.0,100.0,0.0,100.0,100.0
OLD23,100.0,100.0,100.0,0.0,100.0,100.0
OLD24,100.0,100.0,100.0,0.0,100.0,100.0
OLD25,100.0,100.0,100.0,0.0,100.0,100.0
OLD26,100.0,100.0,100.0,0.0,100.0,100.0
OLD27,100.0,100.0,100.0,0.0,100.0,100.0
OLD28,100.0,100.0,100.0,0.0,100.0,100.0
OLD29,100.0,100.0,100.0,0.0,100.0,100.0
OLD30,90.0,100.0,95.0,0.0,95.0,95.0
OLD31,100.0,100.0,100.0,0.0,100.0,100.0
OLD32,100.0,100.0,100.0,0.0,100.0,100.0
OLD33,100.0,100.0,100.0,0.0,100.0,100.0
OLD34,100.0,100.0,100.0,0.0,100.0,100.0
OLD35,100.0,100.0,100.0,0.0,100.0,100.0
OLD36,100.0,100.0,100.0,0.0,100.0,100.0
OLD37,100.0,100.0,100.0,0.0,100.0,100.0
OLD38,66.67,90.0,78.33,0.0,78.33,78.33
OLD39,100.0,100.0,100.0,0.0,100.0,100.0
OLD40,100.0,100.0,100.0,0.0,100.0,100.0
OLD41,100.0,100.0,100.0,0.0,100.0,100.0
OLD42,100.0,100.0,100.0,0.0,100.0,100.0
OLD43,100.0,100.0,100.0,0.0,100.0,100.0
OLD44,100.0,100.0,100.0,0.0,100.0,100.0
OLD45,100.0,100.0,100.0,0.0,100.0,100.0
OLD46,100.0,100.0,100.0,0.0,100.0,100.0
OLD47,83.33,93.33,88.33,0.0,88.33,88.33
OLD48,100.0,100.0,100.0,0.0,100.0,100.0
OLD49,100.0,100.0,100.0,0.0,100.0,100.0
OLD50,100.0,100.0,100.0,0.0,100.0,100.0
OLD51,100.0,100.0,100.0,0.0,100.0,100.0
OLD52,100.0,100.0,100.0,0.0,100.0,100.0
OLD53,100.0,100.0,100.0,0.0,100.0,100.0
OLD54,100.0,100.0,100.0,0.0,100.0,100.0
OLD55,100.0,100.0,100.0,0.0,100.0,100.0
OLD56,100.0,100.0,100.0,0.0,100.0,100.0
OLD57,96.67,100.0,98.33,0.0,98.33,98.33
OLD58,0.0,100.0,50.0,0.0,50.0,50.0
OLD59,0.0,100.0,50.0,0.0,50.0,50.0
OLD60,90.0,10.0,50.0,0.0,50.0,50.0
OLD61,93.33,6.67,50.0,0.0,50.0,50.0
OLD62,76.67,23.33,50.0,0.0,50.0,50.0
OLD63,0.0,100.0,50.0,0.0,50.0,50.0
OLD64,0.0,100.0,50.0,0.0,50.0,50.0
OLD65,40.0,90.0,65.0,0.0,65.0,65.0
OLD66,66.67,63.33,65.0,0.0,65.0,65.0
OLD67,40.0,93.33,66.67,0.0,66.67,66.67
OLD68,90.0,20.0,55.0,0.0,55.0,55.0
OLD69,93.33,10.0,51.67,0.0,51.67,51.67
OLD70,53.33,53.33,53.33,0.0,53.33,53.33
OLD71,6.67,100.0,53.33,0.0,53.33,53.33
OLD72,10.0,96.67,53.33,0.0,53.33,53.33
OLD73,83.33,26.67,55.0,0.0,55.0,55.0
OLD74,43.33,66.67,55.0,0.0,55.0,55.0
OLD75,40.0,73.33,56.67,0.0,56.67,56.67
OLD76,90.0,10.0,50.0,0.0,50.0,50.0
OLD77,80.0,26.67,53.33,0.0,53.33,53.33
OLD78,100.0,6.67,53.33,0.0,53.33,53.33
OLD79,6.67,100.0,53.33,0.0,53.33,53.33
OLD80,10.0,93.33,51.67,0.0,51.67,51.67
OLD81,30.0,76.67,53.33,0.0,53.33,53.33
OLD82,83.33,26.67,55.0,0.0,55.0,55.0
OLD83,76.67,30.0,53.33,0.0,53.33,53.33
OLD84,96.67,6.67,51.67,0.0,51.67,51.67
OLD85,66.67,46.67,56.67,0.0,56.67,56.67
OLD86,46.67,66.67,56.67,0.0,56.67,56.67
OLD87,83.33,23.33,53.33,0.0,53.33,53.33
OLD88,56.67,56.67,56.67,0.0,56.67,56.67
OLD89,66.67,43.33,55.0,0.0,55.0,55.0
OLD90,10.0,100.0,55.0,0.0,55.0,55.0
OLD91,46.67,70.0,58.33,0.0,58.33,58.33
OLD92,30.0,80.0,55.0,0.0,55.0,55.0
OLD93,56.67,56.67,56.67,0.0,56.67,56.67
OLD94,23.33,86.67,55.0,0.0,55.0,55.0
OLD95,46.67,76.67,61.67,0.0,61.67,61.67
OLD96,40.0,73.33,56.67,0.0,56.67,56.67
OLD97,43.33,83.33,63.33,0.0,63.33,63.33
OLD98,66.67,46.67,56.67,0.0,56.67,56.67
OLD99,30.0,90.0,60.0,0.0,60.0,60.0
OLD100,56.67,60.0,58.33,0.0,58.33,58.33
OLD101,23.33,90.0,56.67,0.0,56.67,56.67
OLD102,13.33,100.0,56.67,0.0,56.67,56.67
OLD103,43.33,80.0,61.67,0.0,61.67,61.67
OLD104,40.0,76.67,58.33,0.0,58.33,58.33
OLD105,43.33,90.0,66.67,0.0,66.67,66.67
OLD106,40.0,83.33,61.67,0.0,61.67,61.67
