Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
RBF83,88.15,8.52,48.33,3.54,56.67,45.0
RBF84,84.81,10.74,47.78,1.67,50.0,45.0
RBF85,84.81,20.37,52.59,1.47,55.0,50.0
RBF86,78.89,14.07,46.48,1.55,48.33,43.33
RBF87,87.78,15.56,51.67,2.64,55.0,48.33
RBF88,89.63,6.67,48.15,1.76,50.0,45.0
RBF89,94.81,0.74,47.78,1.67,50.0,45.0
RBF90,83.33,13.7,48.52,2.42,51.67,45.0
RBF91,77.41,11.11,44.26,1.21,46.67,43.33
RBF92,80.0,14.81,47.41,2.52,51.67,45.0
RBF93,91.85,8.89,50.37,2.32,53.33,45.0
RBF94,94.07,8.89,51.48,1.94,53.33,48.33
RBF95,77.04,12.59,44.81,2.12,48.33,41.67
RBF96,84.81,14.07,49.44,1.86,51.67,46.67
RBF97,88.52,7.04,47.78,3.12,51.67,43.33
RBF98,90.37,5.19,47.78,1.44,50.0,46.67
RBF99,82.96,8.52,45.74,2.37,48.33,41.67
RBF100,92.96,7.41,50.19,1.94,53.33,46.67
RBF101,89.63,13.33,51.48,2.82,55.0,48.33
RBF102,87.04,13.33,50.19,3.86,56.67,45.0
RBF103,91.48,5.56,48.52,1.94,50.0,45.0
RBF104,94.07,6.67,50.37,2.86,53.33,45.0
RBF105,91.85,7.04,49.44,1.44,51.67,46.67
RBF106,92.22,10.0,51.11,2.04,55.0,48.33
LINEAR1,100.0,6.67,53.33,0.0,53.33,53.33
LINEAR2,100.0,68.89,84.44,4.0,86.67,76.67
LINEAR3,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR4,100.0,52.59,76.3,2.74,78.33,71.67
LINEAR5,100.0,10.0,55.0,0.0,55.0,55.0
LINEAR6,100.0,4.07,52.04,0.73,53.33,51.67
LINEAR7,100.0,78.15,89.07,1.88,90.0,85.0
LINEAR8,100.0,13.7,56.85,0.56,58.33,56.67
LINEAR9,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR10,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR11,96.67,3.33,50.0,0.0,50.0,50.0
LINEAR12,100.0,88.15,94.07,1.88,95.0,90.0
LINEAR13,100.0,78.52,89.26,1.69,90.0,85.0
LINEAR14,100.0,94.44,97.22,3.44,100.0,91.67
LINEAR15,100.0,80.37,90.19,1.76,91.67,86.67
LINEAR16,100.0,83.33,91.67,0.0,91.67,91.67
LINEAR17,100.0,26.3,63.15,2.12,66.67,61.67
LINEAR18,100.0,95.56,97.78,1.18,98.33,95.0
LINEAR19,100.0,58.89,79.44,1.18,81.67,78.33
LINEAR20,100.0,92.96,96.48,0.56,96.67,95.0
LINEAR21,100.0,75.56,87.78,1.18,88.33,85.0
LINEAR22,100.0,86.3,93.15,0.56,93.33,91.67
LINEAR23,100.0,53.33,76.67,4.41,85.0,71.67
LINEAR24,100.0,81.85,90.93,2.37,93.33,86.67
LINEAR25,100.0,80.0,90.0,1.67,91.67,86.67
LINEAR26,100.0,92.59,96.3,0.73,96.67,95.0
LINEAR27,100.0,83.7,91.85,3.38,93.33,83.33
LINEAR28,100.0,95.93,97.96,0.73,98.33,96.67
LINEAR29,100.0,87.04,93.52,0.56,95.0,93.33
LINEAR30,100.0,36.67,68.33,0.0,68.33,68.33
LINEAR31,100.0,88.15,94.07,1.88,95.0,90.0
LINEAR32,100.0,79.63,89.81,3.27,91.67,81.67
LINEAR33,100.0,83.33,91.67,0.0,91.67,91.67
LINEAR34,100.0,82.59,91.3,3.61,93.33,85.0
LINEAR35,100.0,93.33,96.67,2.2,98.33,91.67
LINEAR36,100.0,90.0,95.0,0.0,95.0,95.0
LINEAR37,100.0,72.96,86.48,0.56,86.67,85.0
LINEAR38,100.0,25.56,62.78,2.2,66.67,61.67
LINEAR39,100.0,84.44,92.22,2.2,93.33,88.33
LINEAR40,100.0,68.15,84.07,3.83,86.67,76.67
LINEAR41,100.0,84.07,92.04,6.17,96.67,78.33
LINEAR42,100.0,91.48,95.74,2.22,96.67,90.0
LINEAR43,100.0,92.59,96.3,0.73,96.67,95.0
LINEAR44,100.0,96.67,98.33,0.0,98.33,98.33
LINEAR45,100.0,87.04,93.52,2.12,95.0,90.0
LINEAR46,100.0,89.26,94.63,0.73,95.0,93.33
LINEAR47,99.63,49.63,74.63,0.73,75.0,73.33
LINEAR48,100.0,79.63,89.81,3.48,93.33,83.33
LINEAR49,100.0,78.89,89.44,3.12,91.67,81.67
LINEAR50,100.0,73.33,86.67,3.44,90.0,81.67
LINEAR51,100.0,77.04,88.52,5.03,91.67,78.33
LINEAR52,100.0,94.44,97.22,1.18,98.33,95.0
LINEAR53,100.0,91.48,95.74,1.47,96.67,93.33
LINEAR54,100.0,74.07,87.04,2.17,88.33,83.33
LINEAR55,100.0,85.19,92.59,1.47,93.33,90.0
LINEAR56,100.0,85.56,92.78,1.67,95.0,90.0
LINEAR57,100.0,68.89,84.44,1.18,85.0,81.67
LINEAR58,100.0,7.41,53.7,0.73,55.0,53.33
LINEAR59,96.67,3.33,50.0,0.0,50.0,50.0
LINEAR60,100.0,4.07,52.04,0.73,53.33,51.67
LINEAR61,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR62,96.67,3.33,50.0,0.0,50.0,50.0
LINEAR63,87.78,27.41,57.59,3.45,65.0,55.0
LINEAR64,96.67,11.11,53.89,1.18,56.67,53.33
LINEAR65,96.3,20.0,58.15,0.56,58.33,56.67
LINEAR66,92.59,35.19,63.89,1.18,66.67,63.33
LINEAR67,100.0,5.56,52.78,0.83,53.33,51.67
LINEAR68,99.26,0.0,49.63,0.73,50.0,48.33
LINEAR69,100.0,0.0,50.0,0.0,50.0,50.0
LINEAR70,96.67,3.33,50.0,0.0,50.0,50.0
LINEAR71,86.3,15.56,50.93,0.88,51.67,50.0
LINEAR72,94.44,5.56,50.0,1.18,51.67,48.33
LINEAR73,93.33,10.37,51.85,0.56,53.33,51.67
LINEAR74,92.22,6.67,49.44,1.18,50.0,46.67
LINEAR75,93.7,3.33,48.52,0.56,50.0,48.33
LINEAR76,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR77,100.0,3.33,51.67,0.0,51.67,51.67
LINEAR78,96.67,3.33,50.0,0.0,50.0,50.0
LINEAR79,85.19,8.52,46.85,1.0,48.33,45.0
LINEAR80,96.67,6.3,51.48,0.56,51.67,50.0
LINEAR81,93.33,2.96,48.15,0.56,48.33,46.67
LINEAR82,92.22,15.56,53.89,0.83,55.0,53.33
LINEAR83,86.3,16.3,51.3,0.73,51.67,50.0
LINEAR84,96.67,3.33,50.0,0.0,50.0,50.0
LINEAR85,85.93,13.7,49.81,0.56,50.0,48.33
LINEAR86,96.67,6.67,51.67,0.0,51.67,51.67
LINEAR87,93.33,3.7,48.52,0.56,50.0,48.33
LINEAR88,92.59,5.93,49.26,1.47,50.0,46.67
LINEAR89,93.7,4.44,49.07,1.47,51.67,46.67
LINEAR90,86.3,31.48,58.89,1.18,61.67,58.33
LINEAR91,96.67,8.15,52.41,0.88,53.33,51.67
LINEAR92,94.07,7.41,50.74,0.88,51.67,50.0
LINEAR93,92.59,9.63,51.11,1.67,51.67,46.67
LINEAR94,97.78,3.33,50.56,0.83,51.67,50.0
LINEAR95,96.67,7.41,52.04,0.73,53.33,51.67
LINEAR96,95.93,6.67,51.3,0.73,51.67,50.0
LINEAR97,91.85,13.33,52.59,1.47,53.33,50.0
LINEAR98,90.37,3.7,47.04,1.62,50.0,45.0
LINEAR99,96.3,10.0,53.15,0.56,53.33,51.67
LINEAR100,92.22,9.26,50.74,1.88,51.67,46.67
LINEAR101,87.04,10.0,48.52,1.0,50.0,46.67
LINEAR102,94.07,14.07,54.07,0.88,55.0,53.33
LINEAR103,92.59,9.63,51.11,1.18,51.67,48.33
LINEAR104,91.11,2.59,46.85,1.0,48.33,45.0
LINEAR105,92.96,12.96,52.96,0.73,53.33,51.67
LINEAR106,93.33,8.89,51.11,1.18,53.33,50.0
OLD1,56.67,80.0,68.33,0.0,68.33,68.33
OLD2,96.67,96.67,96.67,0.0,96.67,96.67
OLD3,23.33,83.33,53.33,0.0,53.33,53.33
OLD4,93.33,96.67,95.0,0.0,95.0,95.0
OLD5,76.67,100.0,88.33,0.0,88.33,88.33
OLD6,93.33,10.0,51.67,0.0,51.67,51.67
OLD7,100.0,100.0,100.0,0.0,100.0,100.0
OLD8,100.0,100.0,100.0,0.0,100.0,100.0
OLD9,93.33,73.33,83.33,0.0,83.33,83.33
OLD10,90.0,73.33,81.67,0.0,81.67,81.67
OLD11,73.33,40.0,56.67,0.0,56.67,56.67
OLD12,100.0,100.0,100.0,0.0,100.0,100.0
OLD13,100.0,100.0,100.0,0.0,100.0,100.0
OLD14,100.0,100.0,100.0,0.0,100.0,100.0
OLD15,100.0,100.0,100.0,0.0,100.0,100.0
OLD16,100.0,100.0,100.0,0.0,100.0,100.0
OLD17,83.33,90.0,86.67,0.0,86.67,86.67
OLD18,100.0,100.0,100.0,0.0,100.0,100.0
OLD19,100.0,100.0,100.0,0.0,100.0,100.0
OLD20,100.0,100.0,100.0,0.0,100.0,100.0
OLD21,100.0,100.0,100.0,0.0,100.0,100.0
OLD22,100.0,100.0,100.0,0.0,100.0,100.0
OLD23,100.0,100.0,100.0,0.0,100.0,100.0
OLD24,100.0,100.0,100.0,0.0,100.0,100.0
OLD25,100.0,100.0,100.0,0.0,100.0,100.0
OLD26,100.0,100.0,100.0,0.0,100.0,100.0
OLD27,100.0,100.0,100.0,0.0,100.0,100.0
OLD28,100.0,100.0,100.0,0.0,100.0,100.0
OLD29,100.0,100.0,100.0,0.0,100.0,100.0
OLD30,100.0,96.67,98.33,0.0,98.33,98.33
OLD31,100.0,100.0,100.0,0.0,100.0,100.0
OLD32,100.0,100.0,100.0,0.0,100.0,100.0
OLD33,100.0,100.0,100.0,0.0,100.0,100.0
OLD34,100.0,100.0,100.0,0.0,100.0,100.0
OLD35,100.0,100.0,100.0,0.0,100.0,100.0
OLD36,100.0,100.0,100.0,0.0,100.0,100.0
OLD37,100.0,100.0,100.0,0.0,100.0,100.0
OLD38,73.33,90.0,81.67,0.0,81.67,81.67
OLD39,100.0,100.0,100.0,0.0,100.0,100.0
OLD40,100.0,100.0,100.0,0.0,100.0,100.0
OLD41,100.0,100.0,100.0,0.0,100.0,100.0
OLD42,100.0,100.0,100.0,0.0,100.0,100.0
OLD43,100.0,100.0,100.0,0.0,100.0,100.0
OLD44,100.0,100.0,100.0,0.0,100.0,100.0
OLD45,100.0,100.0,100.0,0.0,100.0,100.0
OLD46,100.0,100.0,100.0,0.0,100.0,100.0
OLD47,90.0,93.33,91.67,0.0,91.67,91.67
OLD48,100.0,100.0,100.0,0.0,100.0,100.0
OLD49,100.0,100.0,100.0,0.0,100.0,100.0
OLD50,100.0,100.0,100.0,0.0,100.0,100.0
OLD51,100.0,100.0,100.0,0.0,100.0,100.0
OLD52,100.0,100.0,100.0,0.0,100.0,100.0
OLD53,100.0,100.0,100.0,0.0,100.0,100.0
OLD54,100.0,100.0,100.0,0.0,100.0,100.0
OLD55,100.0,100.0,100.0,0.0,100.0,100.0
OLD56,100.0,100.0,100.0,0.0,100.0,100.0
OLD57,100.0,100.0,100.0,0.0,100.0,100.0
OLD58,0.0,100.0,50.0,0.0,50.0,50.0
OLD59,0.0,100.0,50.0,0.0,50.0,50.0
OLD60,93.33,6.67,50.0,0.0,50.0,50.0
OLD61,93.33,6.67,50.0,0.0,50.0,50.0
OLD62,83.33,16.67,50.0,0.0,50.0,50.0
OLD63,0.0,100.0,50.0,0.0,50.0,50.0
OLD64,0.0,100.0,50.0,0.0,50.0,50.0
OLD65,73.33,40.0,56.67,0.0,56.67,56.67
OLD66,66.67,56.67,61.67,0.0,61.67,61.67
OLD67,30.0,93.33,61.67,0.0,61.67,61.67
OLD68,66.67,36.67,51.67,0.0,51.67,51.67
OLD69,83.33,20.0,51.67,0.0,51.67,51.67
OLD70,100.0,3.33,51.67,0.0,51.67,51.67
OLD71,6.67,96.67,51.67,0.0,51.67,51.67
OLD72,66.67,43.33,55.0,0.0,55.0,55.0
OLD73,83.33,30.0,56.67,0.0,56.67,56.67
OLD74,3.33,100.0,51.67,0.0,51.67,51.67
OLD75,16.67,93.33,55.0,0.0,55.0,55.0
OLD76,93.33,6.67,50.0,0.0,50.0,50.0
OLD77,83.33,23.33,53.33,0.0,53.33,53.33
OLD78,53.33,50.0,51.67,0.0,51.67,51.67
OLD79,66.67,46.67,56.67,0.0,56.67,56.67
OLD80,33.33,76.67,55.0,0.0,55.0,55.0
OLD81,83.33,33.33,58.33,0.0,58.33,58.33
OLD82,16.67,93.33,55.0,0.0,55.0,55.0
OLD83,83.33,30.0,56.67,0.0,56.67,56.67
OLD84,83.33,16.67,50.0,0.0,50.0,50.0
OLD85,83.33,26.67,55.0,0.0,55.0,55.0
OLD86,10.0,93.33,51.67,0.0,51.67,51.67
OLD87,73.33,36.67,55.0,0.0,55.0,55.0
OLD88,80.0,26.67,53.33,0.0,53.33,53.33
OLD89,83.33,26.67,55.0,0.0,55.0,55.0
OLD90,23.33,90.0,56.67,0.0,56.67,56.67
OLD91,66.67,50.0,58.33,0.0,58.33,58.33
OLD92,73.33,43.33,58.33,0.0,58.33,58.33
OLD93,23.33,93.33,58.33,0.0,58.33,58.33
OLD94,66.67,46.67,56.67,0.0,56.67,56.67
OLD95,66.67,66.67,66.67,0.0,66.67,66.67
OLD96,46.67,70.0,58.33,0.0,58.33,58.33
OLD97,66.67,50.0,58.33,0.0,58.33,58.33
OLD98,46.67,66.67,56.67,0.0,56.67,56.67
OLD99,73.33,53.33,63.33,0.0,63.33,63.33
OLD100,66.67,53.33,60.0,0.0,60.0,60.0
OLD101,83.33,36.67,60.0,0.0,60.0,60.0
OLD102,73.33,53.33,63.33,0.0,63.33,63.33
OLD103,80.0,53.33,66.67,0.0,66.67,66.67
OLD104,66.67,46.67,56.67,0.0,56.67,56.67
OLD105,66.67,76.67,71.67,0.0,71.67,71.67
OLD106,66.67,50.0,58.33,0.0,58.33,58.33
