Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
RBF1,78.52,5.93,42.22,2.89,46.67,38.33
RBF2,78.89,49.26,64.07,4.65,70.0,55.0
RBF3,88.89,25.93,57.41,5.47,68.33,48.33
RBF4,84.07,48.52,66.3,5.64,76.67,58.33
RBF5,75.56,62.22,68.89,6.77,80.0,60.0
RBF6,56.3,20.74,38.52,4.2,48.33,35.0
RBF7,91.11,68.89,80.0,5.0,91.67,75.0
RBF8,87.41,58.15,72.78,8.37,78.33,51.67
RBF9,62.22,30.37,46.3,4.98,56.67,41.67
RBF10,78.52,17.78,48.15,5.03,53.33,41.67
RBF11,77.04,24.07,50.56,5.4,60.0,43.33
RBF12,78.89,97.04,87.96,3.89,95.0,83.33
RBF13,91.85,91.11,91.48,3.86,98.33,85.0
RBF14,61.85,84.07,72.96,7.44,88.33,66.67
RBF15,78.15,68.52,73.33,7.68,90.0,68.33
RBF16,84.44,81.85,83.15,4.2,91.67,76.67
RBF17,66.3,71.48,68.89,10.44,91.67,58.33
RBF18,79.26,97.04,88.15,4.2,95.0,80.0
RBF19,91.85,91.11,91.48,3.06,98.33,86.67
RBF20,61.85,86.67,74.26,10.48,95.0,63.33
RBF21,78.15,67.78,72.96,8.03,88.33,65.0
RBF22,84.81,85.93,85.37,2.86,90.0,81.67
RBF23,78.52,69.63,74.07,5.6,83.33,65.0
RBF24,79.26,97.41,88.33,3.33,95.0,85.0
RBF25,86.3,99.26,92.78,4.33,98.33,86.67
RBF26,64.44,98.15,81.3,8.41,95.0,68.33
RBF27,78.52,85.56,82.04,7.72,95.0,75.0
RBF28,85.56,70.74,78.15,5.56,90.0,71.67
RBF29,81.85,64.07,72.96,6.91,83.33,63.33
RBF30,86.67,17.41,52.04,2.32,55.0,48.33
RBF31,79.26,96.3,87.78,3.91,95.0,83.33
RBF32,91.85,97.41,94.63,4.39,98.33,83.33
RBF33,62.96,99.26,81.11,8.9,96.67,71.67
RBF34,78.52,91.48,85.0,8.62,98.33,73.33
RBF35,86.67,81.85,84.26,6.07,96.67,75.0
RBF36,83.33,68.89,76.11,9.43,96.67,66.67
RBF37,87.04,51.48,69.26,5.41,80.0,63.33
RBF38,81.85,14.81,48.33,2.5,50.0,43.33
RBF39,79.26,98.89,89.07,2.9,95.0,85.0
RBF40,88.15,99.63,93.89,2.89,98.33,90.0
RBF41,75.56,100.0,87.78,8.66,98.33,76.67
RBF42,79.26,99.63,89.44,6.4,98.33,81.67
RBF43,86.67,85.56,86.11,6.29,98.33,76.67
RBF44,83.33,81.48,82.41,6.57,93.33,71.67
RBF45,87.04,39.26,63.15,9.15,85.0,51.67
RBF46,80.37,54.81,67.59,5.96,75.0,55.0
RBF47,92.22,22.96,57.59,3.24,63.33,51.67
RBF48,91.11,98.89,95.0,2.2,96.67,90.0
RBF49,91.85,99.26,95.56,1.86,98.33,91.67
RBF50,63.7,96.67,80.19,8.76,96.67,68.33
RBF51,79.26,95.19,87.22,7.45,98.33,76.67
RBF52,86.67,94.81,90.74,4.65,98.33,85.0
RBF53,83.7,88.15,85.93,7.22,95.0,75.0
RBF54,87.04,78.52,82.78,5.71,93.33,76.67
RBF55,79.63,44.44,62.04,7.16,75.0,55.0
RBF56,91.85,53.33,72.59,5.53,81.67,66.67
RBF57,93.33,51.48,72.41,8.38,85.0,60.0
RBF58,78.52,19.63,49.07,3.34,55.0,43.33
RBF59,74.07,65.56,69.81,8.27,83.33,58.33
RBF60,61.11,36.67,48.89,8.33,63.33,38.33
RBF61,95.19,9.63,52.41,5.41,63.33,46.67
RBF62,78.15,48.89,63.52,4.67,70.0,56.67
RBF63,76.3,76.67,76.48,3.06,80.0,70.0
RBF64,85.93,37.04,61.48,4.52,66.67,55.0
RBF65,77.78,29.26,53.52,3.77,58.33,46.67
RBF66,87.41,38.52,62.96,10.06,78.33,50.0
RBF67,86.3,44.07,65.19,4.82,71.67,56.67
RBF68,68.89,17.04,42.96,4.7,53.33,38.33
RBF69,75.56,21.11,48.33,4.25,55.0,43.33
RBF70,78.89,20.0,49.44,2.89,53.33,45.0
RBF71,75.93,14.44,45.19,2.12,48.33,41.67
RBF72,91.48,18.89,55.19,3.27,58.33,50.0
RBF73,65.56,33.33,49.44,4.49,55.0,45.0
RBF74,83.7,25.56,54.63,2.98,60.0,50.0
RBF75,79.63,23.7,51.67,1.86,55.0,50.0
RBF76,47.78,57.04,52.41,1.69,55.0,50.0
RBF77,70.74,23.33,47.04,2.47,50.0,43.33
RBF78,91.48,12.59,52.04,2.86,55.0,46.67
RBF79,67.78,15.56,41.67,3.12,45.0,35.0
RBF80,88.15,11.85,50.0,1.44,51.67,48.33
RBF81,75.56,27.78,51.67,2.5,55.0,48.33
RBF82,79.63,27.41,53.52,4.03,58.33,48.33
RBF83,81.85,21.85,51.85,4.03,56.67,45.0
RBF84,90.74,9.63,50.19,2.56,53.33,45.0
RBF85,73.7,26.3,50.0,2.04,53.33,46.67
RBF86,83.33,18.15,50.74,3.24,55.0,45.0
RBF87,81.11,20.74,50.93,3.34,55.0,45.0
RBF88,74.07,31.48,52.78,3.0,56.67,48.33
RBF89,82.96,20.74,51.85,1.94,55.0,48.33
RBF90,73.33,25.19,49.26,2.9,53.33,43.33
RBF91,87.41,15.56,51.48,1.76,55.0,50.0
RBF92,75.93,20.0,47.96,2.98,51.67,43.33
RBF93,84.81,28.52,56.67,6.4,65.0,46.67
RBF94,79.26,21.85,50.56,3.54,56.67,45.0
RBF95,84.07,11.85,47.96,3.41,53.33,41.67
