Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score,Average AUC,AUC STD,Max AUC,Min AUC
RBF1,100.0,75.19,87.59,3.45,91.67,83.33,0.97,0.01,0.99,0.95
RBF2,100.0,91.85,95.93,2.37,100.0,91.67,0.99,0.02,1.0,0.96
RBF3,94.44,68.52,81.48,2.94,85.0,75.0,0.9,0.05,0.96,0.82
RBF4,100.0,94.81,97.41,1.47,98.33,95.0,0.99,0.01,1.0,0.98
RBF5,94.44,87.41,90.93,3.55,96.67,86.67,0.93,0.04,0.96,0.87
RBF6,95.93,73.7,84.81,4.44,91.67,76.67,0.94,0.02,0.96,0.9
RBF7,100.0,98.52,99.26,0.88,100.0,98.33,1.0,0.0,1.0,1.0
RBF8,94.44,90.37,92.41,2.37,96.67,88.33,0.96,0.01,0.98,0.94
RBF9,95.93,87.04,91.48,3.86,95.0,83.33,0.96,0.02,0.99,0.92
RBF10,92.22,82.96,87.59,2.52,91.67,83.33,0.93,0.02,0.96,0.89
RBF11,95.56,88.15,91.85,3.06,96.67,86.67,0.96,0.03,0.99,0.92
RBF12,100.0,98.89,99.44,0.83,100.0,98.33,1.0,0.0,1.0,0.99
RBF13,94.44,98.89,96.67,1.86,98.33,93.33,0.99,0.02,1.0,0.97
RBF14,95.93,99.26,97.59,1.21,98.33,95.0,0.99,0.0,1.0,0.99
RBF15,92.22,98.15,95.19,1.0,96.67,93.33,0.99,0.0,1.0,0.99
RBF16,95.56,94.81,95.19,3.48,100.0,88.33,0.99,0.01,1.0,0.96
RBF17,85.19,87.41,86.3,3.8,90.0,80.0,0.93,0.03,0.96,0.87
RBF18,100.0,98.89,99.44,0.83,100.0,98.33,1.0,0.0,1.0,1.0
RBF19,94.44,100.0,97.22,1.18,98.33,95.0,1.0,0.0,1.0,1.0
RBF20,95.93,99.63,97.78,1.18,98.33,95.0,1.0,0.0,1.0,0.99
RBF21,92.22,99.26,95.74,1.69,96.67,91.67,1.0,0.0,1.0,0.99
RBF22,95.56,96.67,96.11,2.89,100.0,90.0,0.99,0.01,1.0,0.97
RBF23,85.19,90.0,87.59,6.72,98.33,75.0,0.94,0.04,1.0,0.85
RBF24,100.0,98.89,99.44,0.83,100.0,98.33,1.0,0.0,1.0,1.0
RBF25,94.44,100.0,97.22,1.18,98.33,95.0,1.0,0.0,1.0,1.0
RBF26,95.93,99.63,97.78,1.18,98.33,95.0,1.0,0.0,1.0,0.99
RBF27,92.22,100.0,96.11,0.83,96.67,95.0,1.0,0.0,1.0,0.99
RBF28,95.56,98.89,97.22,2.2,100.0,93.33,1.0,0.0,1.0,0.99
