Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score,Average AUC,AUC STD,Max AUC,Min AUC
RBF1,46.0,71.0,58.5,4.74,65.0,50.0,0.64,0.05,0.7,0.54
RBF2,88.0,81.0,84.5,2.84,90.0,80.0,0.93,0.01,0.94,0.93
RBF3,89.0,88.0,88.5,2.42,90.0,85.0,0.94,0.01,0.96,0.93
RBF4,51.0,75.0,63.0,9.49,75.0,50.0,0.73,0.05,0.78,0.63
RBF5,87.0,90.0,88.5,3.37,95.0,85.0,0.94,0.03,0.98,0.89
RBF6,85.0,98.0,91.5,3.37,95.0,85.0,0.97,0.01,0.98,0.95
RBF7,64.0,36.0,50.0,6.67,60.0,35.0,0.61,0.05,0.67,0.49
RBF8,86.0,77.0,81.5,4.74,85.0,75.0,0.83,0.02,0.85,0.81
RBF9,100.0,67.0,83.5,5.8,95.0,80.0,0.92,0.01,0.94,0.91
RBF10,50.0,89.0,69.5,5.5,75.0,60.0,0.79,0.05,0.84,0.68
RBF11,76.0,86.0,81.0,2.11,85.0,80.0,0.91,0.02,0.93,0.88
RBF12,62.0,99.0,80.5,5.99,85.0,70.0,0.98,0.03,1.0,0.92
RBF13,41.0,66.0,53.5,6.26,60.0,45.0,0.6,0.03,0.65,0.56
RBF14,63.0,71.0,67.0,5.87,75.0,55.0,0.71,0.05,0.76,0.63
RBF15,81.0,78.0,79.5,9.56,95.0,65.0,0.87,0.06,0.93,0.73
RBF16,59.0,56.0,57.5,6.35,65.0,45.0,0.53,0.03,0.55,0.45
RBF17,80.0,55.0,67.5,3.54,75.0,65.0,0.7,0.04,0.78,0.65
RBF18,61.0,68.0,64.5,6.85,70.0,50.0,0.69,0.04,0.74,0.64
RBF19,59.0,84.0,71.5,7.09,80.0,60.0,0.77,0.04,0.81,0.71
RBF20,38.0,82.0,60.0,9.72,70.0,45.0,0.68,0.04,0.72,0.6
RBF21,32.0,82.0,57.0,8.88,70.0,45.0,0.69,0.06,0.74,0.57
RBF22,52.0,73.0,62.5,6.77,75.0,55.0,0.67,0.04,0.72,0.6
RBF23,39.0,84.0,61.5,10.81,70.0,40.0,0.66,0.04,0.71,0.61
RBF24,54.0,84.0,69.0,9.07,80.0,55.0,0.73,0.04,0.78,0.65
RBF25,77.0,39.0,58.0,6.75,70.0,50.0,0.64,0.06,0.77,0.57
RBF26,54.0,46.0,50.0,4.08,55.0,45.0,0.5,0.03,0.55,0.46
RBF27,60.0,58.0,59.0,6.15,65.0,50.0,0.58,0.02,0.62,0.55
LINEAR1,29.0,96.0,62.5,6.77,70.0,55.0,0.72,0.03,0.75,0.68
LINEAR2,58.0,95.0,76.5,5.8,85.0,70.0,0.86,0.05,0.93,0.77
LINEAR3,57.0,99.0,78.0,8.23,90.0,65.0,0.93,0.05,0.99,0.86
LINEAR4,33.0,90.0,61.5,6.26,75.0,55.0,0.76,0.03,0.8,0.71
LINEAR5,45.0,100.0,72.5,11.12,85.0,55.0,0.86,0.05,0.98,0.8
LINEAR6,42.0,97.0,69.5,9.56,85.0,60.0,0.9,0.05,0.99,0.83
LINEAR7,41.0,70.0,55.5,5.5,65.0,50.0,0.61,0.07,0.73,0.51
LINEAR8,60.0,96.0,78.0,15.67,90.0,55.0,0.92,0.07,0.98,0.81
LINEAR9,86.0,85.0,85.5,10.39,100.0,70.0,0.98,0.02,1.0,0.93
LINEAR10,28.0,99.0,63.5,11.56,80.0,50.0,0.8,0.05,0.86,0.72
LINEAR11,40.0,97.0,68.5,5.8,80.0,60.0,0.9,0.04,0.95,0.82
LINEAR12,56.0,100.0,78.0,7.15,90.0,70.0,0.95,0.02,0.99,0.93
LINEAR13,19.0,90.0,54.5,3.69,60.0,50.0,0.59,0.03,0.62,0.54
LINEAR14,25.0,87.0,56.0,5.16,60.0,45.0,0.53,0.06,0.59,0.44
LINEAR15,80.0,71.0,75.5,2.84,80.0,70.0,0.84,0.02,0.88,0.81
LINEAR16,38.0,68.0,53.0,7.15,65.0,45.0,0.52,0.05,0.58,0.44
LINEAR17,62.0,75.0,68.5,10.55,85.0,50.0,0.82,0.03,0.86,0.77
LINEAR18,63.0,82.0,72.5,3.54,75.0,65.0,0.76,0.03,0.8,0.73
LINEAR19,31.0,89.0,60.0,2.36,65.0,55.0,0.68,0.05,0.73,0.55
LINEAR20,34.0,93.0,63.5,4.12,70.0,60.0,0.65,0.03,0.68,0.59
LINEAR21,35.0,92.0,63.5,4.74,75.0,60.0,0.64,0.03,0.66,0.58
LINEAR22,23.0,90.0,56.5,3.37,60.0,50.0,0.54,0.03,0.59,0.47
LINEAR23,35.0,94.0,64.5,3.69,70.0,60.0,0.64,0.03,0.67,0.58
LINEAR24,42.0,93.0,67.5,4.25,75.0,60.0,0.72,0.02,0.76,0.68
LINEAR25,61.0,68.0,64.5,9.26,80.0,45.0,0.74,0.05,0.79,0.63
LINEAR26,60.0,31.0,45.5,7.98,55.0,30.0,0.4,0.03,0.48,0.37
LINEAR27,55.0,53.0,54.0,6.99,65.0,45.0,0.54,0.03,0.59,0.49
OLD1,0.0,0.0,50.0,0.0,50.0,50.0,0.28,0.0,0.28,0.28
OLD2,0.0,0.0,55.0,0.0,55.0,55.0,0.5,0.0,0.51,0.51
OLD3,0.0,0.0,60.0,0.0,60.0,60.0,0.42,0.0,0.43,0.43
OLD4,0.0,0.0,50.0,0.0,50.0,50.0,0.29,0.0,0.29,0.29
OLD5,0.0,0.0,75.0,0.0,75.0,75.0,0.72,0.0,0.72,0.72
OLD6,0.0,0.0,70.0,0.0,70.0,70.0,0.65,0.0,0.65,0.65
OLD7,0.0,0.0,50.0,0.0,50.0,50.0,0.19,0.0,0.19,0.19
OLD8,0.0,0.0,50.0,0.0,50.0,50.0,0.41,0.0,0.41,0.41
OLD9,0.0,0.0,55.0,0.0,55.0,55.0,0.41,0.0,0.41,0.41
OLD10,0.0,0.0,50.0,0.0,50.0,50.0,0.24,0.0,0.24,0.24
OLD11,0.0,0.0,50.0,0.0,50.0,50.0,0.26,0.0,0.26,0.26
OLD12,0.0,0.0,55.0,0.0,55.0,55.0,0.38,0.0,0.38,0.38
OLD13,0.0,0.0,50.0,0.0,50.0,50.0,0.21,0.0,0.21,0.21
OLD14,0.0,0.0,50.0,0.0,50.0,50.0,0.21,0.0,0.21,0.21
OLD15,0.0,0.0,60.0,0.0,60.0,60.0,0.37,0.0,0.37,0.37
OLD16,0.0,0.0,50.0,0.0,50.0,50.0,0.2,0.0,0.2,0.2
OLD17,0.0,0.0,55.0,0.0,55.0,55.0,0.29,0.0,0.29,0.29
OLD18,0.0,0.0,60.0,0.0,60.0,60.0,0.4,0.0,0.4,0.4
OLD19,0.0,0.0,50.0,0.0,50.0,50.0,0.28,0.0,0.28,0.28
OLD20,0.0,0.0,55.0,0.0,55.0,55.0,0.42,0.0,0.42,0.42
OLD21,0.0,0.0,55.0,0.0,55.0,55.0,0.4,0.0,0.4,0.4
OLD22,0.0,0.0,50.0,0.0,50.0,50.0,0.29,0.0,0.29,0.29
OLD23,0.0,0.0,55.0,0.0,55.0,55.0,0.44,0.0,0.44,0.44
OLD24,0.0,0.0,55.0,0.0,55.0,55.0,0.43,0.0,0.43,0.43
OLD25,0.0,0.0,50.0,0.0,50.0,50.0,0.23,0.0,0.23,0.23
OLD26,0.0,0.0,60.0,0.0,60.0,60.0,0.43,0.0,0.43,0.43
OLD27,0.0,0.0,60.0,0.0,60.0,60.0,0.43,0.0,0.43,0.43
