Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score,Average AUC,AUC STD,Max AUC,Min AUC
RBF1,54.0,76.0,65.0,2.36,70.0,60.0,0.74,0.02,0.77,0.71
RBF2,95.0,89.0,92.0,5.37,95.0,80.0,0.98,0.01,1.0,0.96
RBF3,81.0,66.0,73.5,7.09,80.0,60.0,0.83,0.03,0.9,0.79
RBF4,51.0,78.0,64.5,3.69,70.0,60.0,0.76,0.04,0.8,0.66
RBF5,95.0,97.0,96.0,4.59,100.0,90.0,1.0,0.01,1.0,0.98
RBF6,81.0,77.0,79.0,5.16,85.0,70.0,0.85,0.03,0.91,0.81
RBF7,38.0,59.0,48.5,6.26,60.0,40.0,0.43,0.04,0.49,0.37
RBF8,64.0,82.0,73.0,2.58,75.0,70.0,0.82,0.02,0.84,0.78
RBF9,82.0,63.0,72.5,3.54,80.0,70.0,0.86,0.02,0.89,0.84
RBF10,64.0,100.0,82.0,4.83,90.0,75.0,0.95,0.03,0.99,0.9
RBF11,58.0,84.0,71.0,3.94,80.0,65.0,0.87,0.02,0.9,0.83
RBF12,65.0,100.0,82.5,5.4,90.0,70.0,0.98,0.02,1.0,0.94
RBF13,48.0,61.0,54.5,1.58,55.0,50.0,0.52,0.04,0.58,0.42
RBF14,47.0,65.0,56.0,3.94,60.0,50.0,0.48,0.05,0.58,0.42
RBF15,75.0,75.0,75.0,4.08,80.0,70.0,0.85,0.03,0.89,0.81
RBF16,24.0,71.0,47.5,3.54,55.0,45.0,0.33,0.03,0.4,0.3
RBF17,51.0,70.0,60.5,5.5,70.0,50.0,0.64,0.03,0.69,0.58
RBF18,52.0,79.0,65.5,5.99,75.0,55.0,0.75,0.06,0.8,0.65
RBF19,51.0,65.0,58.0,7.15,70.0,50.0,0.55,0.1,0.71,0.44
RBF20,59.0,62.0,60.5,5.5,70.0,50.0,0.65,0.03,0.72,0.61
RBF21,58.0,77.0,67.5,4.86,75.0,60.0,0.71,0.04,0.81,0.67
RBF22,30.0,65.0,47.5,5.4,55.0,40.0,0.42,0.06,0.56,0.36
RBF23,57.0,63.0,60.0,5.77,70.0,55.0,0.68,0.04,0.76,0.62
RBF24,58.0,73.0,65.5,5.99,75.0,55.0,0.69,0.04,0.77,0.65
RBF25,43.0,69.0,56.0,5.16,65.0,50.0,0.56,0.03,0.62,0.52
RBF26,39.0,50.0,44.5,4.38,50.0,40.0,0.4,0.03,0.45,0.34
RBF27,44.0,49.0,46.5,4.74,55.0,40.0,0.48,0.05,0.56,0.4
LINEAR1,37.0,98.0,67.5,4.25,70.0,60.0,0.7,0.04,0.73,0.63
LINEAR2,66.0,90.0,78.0,5.37,90.0,70.0,0.88,0.03,0.92,0.83
LINEAR3,57.0,67.0,62.0,5.37,70.0,50.0,0.7,0.04,0.74,0.59
LINEAR4,41.0,92.0,66.5,4.12,70.0,60.0,0.71,0.03,0.74,0.65
LINEAR5,47.0,93.0,70.0,6.67,75.0,55.0,0.86,0.03,0.91,0.79
LINEAR6,30.0,75.0,52.5,3.54,55.0,45.0,0.66,0.06,0.72,0.52
LINEAR7,17.0,93.0,55.0,2.36,60.0,50.0,0.58,0.03,0.62,0.51
LINEAR8,22.0,99.0,60.5,9.85,85.0,55.0,0.92,0.03,0.96,0.87
LINEAR9,90.0,71.0,80.5,9.56,90.0,55.0,0.94,0.02,0.97,0.89
LINEAR10,47.0,96.0,71.5,5.3,80.0,65.0,0.86,0.03,0.89,0.79
LINEAR11,33.0,90.0,61.5,6.69,70.0,45.0,0.74,0.05,0.79,0.6
LINEAR12,32.0,100.0,66.0,14.1,95.0,55.0,0.97,0.0,0.97,0.96
LINEAR13,30.0,84.0,57.0,3.5,60.0,50.0,0.49,0.02,0.55,0.46
LINEAR14,3.0,66.0,34.5,5.99,50.0,30.0,0.26,0.02,0.29,0.22
LINEAR15,46.0,97.0,71.5,6.26,80.0,65.0,0.87,0.02,0.92,0.84
LINEAR16,10.0,93.0,51.5,6.26,55.0,35.0,0.53,0.02,0.55,0.47
