Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
RBF71,40.0,68.52,54.26,3.02,58.33,50.0
RBF72,55.56,61.11,58.33,4.17,66.67,53.33
RBF73,37.04,70.74,53.89,2.2,58.33,51.67
RBF74,55.93,51.85,53.89,1.44,56.67,51.67
RBF75,64.81,35.19,50.0,5.2,56.67,43.33
RBF76,69.26,84.81,77.04,3.71,81.67,70.0
RBF77,77.04,61.48,69.26,1.69,71.67,66.67
RBF78,65.56,66.3,65.93,3.13,70.0,60.0
RBF79,39.26,78.52,58.89,2.2,61.67,55.0
RBF80,53.7,61.11,57.41,2.22,60.0,55.0
RBF81,41.48,57.78,49.63,4.06,56.67,45.0
RBF82,58.52,53.33,55.93,2.06,58.33,51.67
RBF83,61.85,42.59,52.22,2.5,55.0,48.33
RBF84,73.33,54.81,64.07,5.28,73.33,58.33
RBF85,54.07,72.96,63.52,2.42,66.67,60.0
RBF86,56.67,59.26,57.96,1.62,60.0,55.0
RBF87,54.07,68.52,61.3,2.17,63.33,58.33
RBF88,63.7,37.41,50.56,2.2,53.33,46.67
RBF89,64.07,54.81,59.44,2.76,63.33,55.0
RBF90,47.41,85.19,66.3,3.89,71.67,61.67
RBF91,60.37,61.85,61.11,2.89,66.67,58.33
RBF92,53.33,70.0,61.67,1.44,63.33,60.0
RBF93,62.22,52.96,57.59,2.52,61.67,55.0
RBF94,69.63,52.59,61.11,2.2,65.0,58.33
RBF95,65.93,64.44,65.19,3.86,70.0,60.0
RBF96,60.74,67.04,63.89,3.12,68.33,60.0
RBF97,61.48,61.48,61.48,2.12,65.0,58.33
RBF98,55.56,63.7,59.63,2.0,63.33,56.67
RBF99,44.81,82.96,63.89,2.64,68.33,60.0
RBF100,62.96,56.67,59.81,3.86,65.0,55.0
RBF101,65.19,66.67,65.93,2.78,68.33,60.0
RBF102,47.41,89.26,68.33,1.67,71.67,66.67
RBF103,61.48,58.52,60.0,2.04,63.33,56.67
RBF104,67.41,59.63,63.52,4.29,70.0,55.0
RBF105,74.44,61.48,67.96,2.61,71.67,65.0
RBF106,66.3,57.78,62.04,1.82,65.0,60.0
LINEAR1,99.63,53.7,76.67,3.73,81.67,71.67
LINEAR2,100.0,99.26,99.63,1.11,100.0,96.67
LINEAR3,81.11,86.67,83.89,4.17,86.67,73.33
LINEAR4,100.0,79.26,89.63,1.82,93.33,88.33
LINEAR5,90.74,92.59,91.67,1.67,95.0,90.0
LINEAR6,99.26,61.11,80.19,6.94,88.33,65.0
LINEAR7,99.63,87.41,93.52,1.0,95.0,91.67
LINEAR8,97.41,76.3,86.85,3.77,91.67,81.67
LINEAR9,96.67,83.33,90.0,4.0,93.33,80.0
LINEAR10,75.56,98.15,86.85,2.69,91.67,83.33
LINEAR11,82.59,91.48,87.04,3.2,90.0,80.0
LINEAR12,61.11,95.56,78.33,9.65,93.33,63.33
LINEAR13,98.52,95.93,97.22,3.0,100.0,91.67
LINEAR14,100.0,93.7,96.85,1.55,98.33,93.33
LINEAR15,72.59,99.63,86.11,3.44,93.33,81.67
LINEAR16,91.11,99.63,95.37,0.73,96.67,95.0
LINEAR17,65.56,98.15,81.85,2.94,86.67,80.0
LINEAR18,99.63,94.44,97.04,1.11,98.33,95.0
LINEAR19,98.52,91.11,94.81,1.3,96.67,93.33
LINEAR20,99.63,99.26,99.44,1.18,100.0,96.67
LINEAR21,80.37,99.63,90.0,3.12,95.0,85.0
LINEAR22,92.96,98.89,95.93,1.21,96.67,93.33
LINEAR23,71.85,97.41,84.63,4.98,96.67,81.67
LINEAR24,96.67,93.7,95.19,1.0,96.67,93.33
LINEAR25,88.15,97.78,92.96,2.32,95.0,88.33
LINEAR26,99.26,100.0,99.63,0.73,100.0,98.33
LINEAR27,88.15,95.93,92.04,1.82,93.33,88.33
LINEAR28,93.33,96.67,95.0,0.0,95.0,95.0
LINEAR29,86.3,98.89,92.59,1.21,95.0,91.67
LINEAR30,56.67,97.04,76.85,5.1,85.0,70.0
LINEAR31,98.52,86.67,92.59,0.88,93.33,91.67
LINEAR32,96.3,93.33,94.81,1.55,96.67,91.67
LINEAR33,100.0,97.78,98.89,1.18,100.0,96.67
LINEAR34,89.26,96.3,92.78,1.44,95.0,90.0
LINEAR35,93.33,100.0,96.67,0.0,96.67,96.67
LINEAR36,86.3,100.0,93.15,2.27,98.33,90.0
LINEAR37,84.81,89.63,87.22,2.2,91.67,85.0
LINEAR38,55.93,93.7,74.81,2.82,81.67,71.67
LINEAR39,96.67,91.11,93.89,2.76,96.67,90.0
LINEAR40,98.89,85.56,92.22,0.83,93.33,91.67
LINEAR41,100.0,96.67,98.33,0.0,98.33,98.33
LINEAR42,91.48,100.0,95.74,1.47,98.33,93.33
LINEAR43,90.74,100.0,95.37,1.39,96.67,93.33
LINEAR44,81.48,100.0,90.74,3.02,96.67,86.67
LINEAR45,91.48,90.74,91.11,2.64,95.0,88.33
LINEAR46,63.33,94.81,79.07,5.41,93.33,76.67
LINEAR47,65.93,92.96,79.44,4.41,90.0,75.0
LINEAR48,92.96,86.3,89.63,2.98,95.0,85.0
LINEAR49,95.93,95.19,95.56,1.67,96.67,91.67
LINEAR50,100.0,81.48,90.74,3.83,98.33,86.67
LINEAR51,89.63,100.0,94.81,2.12,96.67,90.0
LINEAR52,90.0,100.0,95.0,1.86,96.67,91.67
LINEAR53,83.7,100.0,91.85,2.56,96.67,88.33
LINEAR54,86.67,98.15,92.41,2.52,98.33,90.0
LINEAR55,65.19,97.78,81.48,5.8,96.67,78.33
LINEAR56,79.63,94.81,87.22,5.4,100.0,83.33
LINEAR57,64.44,98.15,81.3,4.06,91.67,78.33
LINEAR58,95.56,84.44,90.0,2.89,95.0,85.0
LINEAR59,81.48,90.74,86.11,1.44,88.33,83.33
LINEAR60,77.78,94.81,86.3,1.62,88.33,83.33
LINEAR61,93.7,61.11,77.41,4.42,81.67,68.33
LINEAR62,81.11,97.04,89.07,1.88,91.67,85.0
LINEAR63,46.67,96.3,71.48,1.76,75.0,68.33
LINEAR64,65.56,74.07,69.81,4.6,78.33,65.0
LINEAR65,63.7,81.48,72.59,2.9,76.67,68.33
LINEAR66,75.93,71.48,73.7,2.32,78.33,71.67
LINEAR67,62.96,84.81,73.89,2.64,78.33,70.0
LINEAR68,82.59,42.96,62.78,2.89,65.0,56.67
LINEAR69,79.63,54.81,67.22,5.07,73.33,55.0
LINEAR70,63.7,68.52,66.11,2.5,68.33,60.0
LINEAR71,35.93,79.26,57.59,0.88,58.33,56.67
LINEAR72,34.81,76.3,55.56,2.36,58.33,51.67
LINEAR73,30.0,73.7,51.85,3.38,58.33,48.33
LINEAR74,44.07,61.11,52.59,1.88,55.0,50.0
LINEAR75,69.26,35.93,52.59,3.24,58.33,48.33
LINEAR76,93.7,81.85,87.78,2.76,90.0,81.67
LINEAR77,92.59,67.04,79.81,5.23,83.33,66.67
LINEAR78,69.26,85.19,77.22,5.27,80.0,63.33
LINEAR79,38.15,87.41,62.78,1.18,65.0,61.67
LINEAR80,35.19,71.85,53.52,2.69,58.33,50.0
LINEAR81,42.22,70.0,56.11,2.64,60.0,53.33
LINEAR82,40.0,70.74,55.37,2.47,60.0,51.67
LINEAR83,47.78,58.15,52.96,2.32,55.0,48.33
LINEAR84,76.67,68.89,72.78,5.34,78.33,60.0
LINEAR85,62.22,75.56,68.89,1.44,71.67,66.67
LINEAR86,40.0,71.48,55.74,2.9,60.0,51.67
LINEAR87,40.37,85.93,63.15,2.27,66.67,60.0
LINEAR88,59.26,53.33,56.3,2.17,60.0,51.67
LINEAR89,58.52,73.33,65.93,4.01,71.67,56.67
LINEAR90,50.0,97.78,73.89,1.67,76.67,71.67
LINEAR91,51.11,74.44,62.78,1.86,66.67,60.0
LINEAR92,38.89,85.56,62.22,2.64,66.67,58.33
LINEAR93,51.85,75.56,63.7,4.31,68.33,55.0
LINEAR94,61.85,66.3,64.07,4.18,66.67,53.33
LINEAR95,41.85,70.74,56.3,2.86,61.67,53.33
LINEAR96,53.33,84.07,68.7,3.31,73.33,65.0
LINEAR97,51.85,76.67,64.26,1.88,66.67,61.67
LINEAR98,61.11,69.63,65.37,2.17,66.67,60.0
LINEAR99,39.26,88.15,63.7,3.61,68.33,58.33
LINEAR100,74.07,62.59,68.33,1.86,71.67,65.0
LINEAR101,61.48,62.96,62.22,1.18,63.33,60.0
LINEAR102,46.67,92.22,69.44,2.76,75.0,66.67
LINEAR103,54.07,78.89,66.48,2.42,70.0,63.33
LINEAR104,60.37,74.81,67.59,5.66,71.67,53.33
LINEAR105,78.52,72.59,75.56,1.44,78.33,73.33
LINEAR106,57.41,72.22,64.81,2.82,68.33,58.33
OLD1,46.67,73.33,60.0,0.0,60.0,60.0
OLD2,70.0,100.0,85.0,0.0,85.0,85.0
OLD3,3.33,100.0,51.67,0.0,51.67,51.67
OLD4,80.0,93.33,86.67,0.0,86.67,86.67
OLD5,66.67,93.33,80.0,0.0,80.0,80.0
OLD6,86.67,20.0,53.33,0.0,53.33,53.33
OLD7,86.67,100.0,93.33,0.0,93.33,93.33
OLD8,96.67,96.67,96.67,0.0,96.67,96.67
OLD9,83.33,80.0,81.67,0.0,81.67,81.67
OLD10,63.33,76.67,70.0,0.0,70.0,70.0
OLD11,56.67,63.33,60.0,0.0,60.0,60.0
OLD12,100.0,100.0,100.0,0.0,100.0,100.0
OLD13,100.0,100.0,100.0,0.0,100.0,100.0
OLD14,100.0,100.0,100.0,0.0,100.0,100.0
OLD15,100.0,100.0,100.0,0.0,100.0,100.0
OLD16,100.0,100.0,100.0,0.0,100.0,100.0
OLD17,96.67,83.33,90.0,0.0,90.0,90.0
OLD18,100.0,100.0,100.0,0.0,100.0,100.0
OLD19,100.0,100.0,100.0,0.0,100.0,100.0
OLD20,100.0,100.0,100.0,0.0,100.0,100.0
OLD21,100.0,100.0,100.0,0.0,100.0,100.0
OLD22,100.0,100.0,100.0,0.0,100.0,100.0
OLD23,100.0,100.0,100.0,0.0,100.0,100.0
OLD24,100.0,100.0,100.0,0.0,100.0,100.0
OLD25,100.0,100.0,100.0,0.0,100.0,100.0
OLD26,100.0,100.0,100.0,0.0,100.0,100.0
OLD27,100.0,100.0,100.0,0.0,100.0,100.0
OLD28,100.0,100.0,100.0,0.0,100.0,100.0
OLD29,100.0,100.0,100.0,0.0,100.0,100.0
OLD30,86.67,100.0,93.33,0.0,93.33,93.33
OLD31,100.0,100.0,100.0,0.0,100.0,100.0
OLD32,100.0,100.0,100.0,0.0,100.0,100.0
OLD33,100.0,100.0,100.0,0.0,100.0,100.0
OLD34,100.0,100.0,100.0,0.0,100.0,100.0
OLD35,100.0,100.0,100.0,0.0,100.0,100.0
OLD36,100.0,100.0,100.0,0.0,100.0,100.0
OLD37,100.0,100.0,100.0,0.0,100.0,100.0
OLD38,63.33,93.33,78.33,0.0,78.33,78.33
OLD39,100.0,100.0,100.0,0.0,100.0,100.0
OLD40,100.0,100.0,100.0,0.0,100.0,100.0
OLD41,100.0,100.0,100.0,0.0,100.0,100.0
OLD42,100.0,100.0,100.0,0.0,100.0,100.0
OLD43,100.0,100.0,100.0,0.0,100.0,100.0
OLD44,100.0,100.0,100.0,0.0,100.0,100.0
OLD45,100.0,100.0,100.0,0.0,100.0,100.0
OLD46,100.0,100.0,100.0,0.0,100.0,100.0
OLD47,83.33,100.0,91.67,0.0,91.67,91.67
OLD48,100.0,100.0,100.0,0.0,100.0,100.0
OLD49,100.0,100.0,100.0,0.0,100.0,100.0
OLD50,100.0,100.0,100.0,0.0,100.0,100.0
OLD51,100.0,100.0,100.0,0.0,100.0,100.0
OLD52,100.0,100.0,100.0,0.0,100.0,100.0
OLD53,100.0,100.0,100.0,0.0,100.0,100.0
OLD54,100.0,100.0,100.0,0.0,100.0,100.0
OLD55,100.0,100.0,100.0,0.0,100.0,100.0
OLD56,100.0,100.0,100.0,0.0,100.0,100.0
OLD57,100.0,100.0,100.0,0.0,100.0,100.0
OLD58,0.0,100.0,50.0,0.0,50.0,50.0
OLD59,0.0,100.0,50.0,0.0,50.0,50.0
OLD60,100.0,0.0,50.0,0.0,50.0,50.0
OLD61,90.0,13.33,51.67,0.0,51.67,51.67
OLD62,100.0,3.33,51.67,0.0,51.67,51.67
OLD63,0.0,100.0,50.0,0.0,50.0,50.0
OLD64,20.0,96.67,58.33,0.0,58.33,58.33
OLD65,36.67,86.67,61.67,0.0,61.67,61.67
OLD66,26.67,96.67,61.67,0.0,61.67,61.67
OLD67,36.67,86.67,61.67,0.0,61.67,61.67
OLD68,86.67,20.0,53.33,0.0,53.33,53.33
OLD69,36.67,66.67,51.67,0.0,51.67,51.67
OLD70,100.0,6.67,53.33,0.0,53.33,53.33
OLD71,90.0,16.67,53.33,0.0,53.33,53.33
OLD72,20.0,93.33,56.67,0.0,56.67,56.67
OLD73,36.67,73.33,55.0,0.0,55.0,55.0
OLD74,56.67,50.0,53.33,0.0,53.33,53.33
OLD75,26.67,83.33,55.0,0.0,55.0,55.0
OLD76,0.0,100.0,50.0,0.0,50.0,50.0
OLD77,36.67,66.67,51.67,0.0,51.67,51.67
OLD78,100.0,10.0,55.0,0.0,55.0,55.0
OLD79,16.67,90.0,53.33,0.0,53.33,53.33
OLD80,20.0,93.33,56.67,0.0,56.67,56.67
OLD81,10.0,96.67,53.33,0.0,53.33,53.33
OLD82,73.33,33.33,53.33,0.0,53.33,53.33
OLD83,83.33,26.67,55.0,0.0,55.0,55.0
OLD84,56.67,46.67,51.67,0.0,51.67,51.67
OLD85,36.67,70.0,53.33,0.0,53.33,53.33
OLD86,20.0,93.33,56.67,0.0,56.67,56.67
OLD87,10.0,100.0,55.0,0.0,55.0,55.0
OLD88,56.67,50.0,53.33,0.0,53.33,53.33
OLD89,63.33,43.33,53.33,0.0,53.33,53.33
OLD90,63.33,56.67,60.0,0.0,60.0,60.0
OLD91,20.0,93.33,56.67,0.0,56.67,56.67
OLD92,63.33,50.0,56.67,0.0,56.67,56.67
OLD93,56.67,50.0,53.33,0.0,53.33,53.33
OLD94,56.67,56.67,56.67,0.0,56.67,56.67
OLD95,46.67,73.33,60.0,0.0,60.0,60.0
OLD96,36.67,86.67,61.67,0.0,61.67,61.67
OLD97,83.33,26.67,55.0,0.0,55.0,55.0
OLD98,10.0,100.0,55.0,0.0,55.0,55.0
OLD99,53.33,66.67,60.0,0.0,60.0,60.0
OLD100,73.33,60.0,66.67,0.0,66.67,66.67
OLD101,56.67,63.33,60.0,0.0,60.0,60.0
OLD102,36.67,80.0,58.33,0.0,58.33,58.33
OLD103,83.33,43.33,63.33,0.0,63.33,63.33
OLD104,26.67,83.33,55.0,0.0,55.0,55.0
OLD105,73.33,63.33,68.33,0.0,68.33,68.33
OLD106,36.67,83.33,60.0,0.0,60.0,60.0
