Model,Average TNR,Average TPR,Average Test Score,Standard Deviation,Max Test Score,Min Test Score
RBF1,93.33,70.0,81.67,3.54,86.67,78.33
RBF2,91.48,96.67,94.07,2.9,98.33,88.33
RBF3,79.63,60.74,70.19,3.06,75.0,65.0
RBF4,84.07,100.0,92.04,5.32,98.33,81.67
RBF5,84.81,85.19,85.0,4.17,88.33,75.0
RBF6,78.89,87.78,83.33,7.36,88.33,65.0
RBF7,83.7,99.26,91.48,4.44,96.67,83.33
RBF8,84.44,96.67,90.56,2.89,93.33,83.33
RBF9,74.81,97.04,85.93,6.07,91.67,71.67
RBF10,62.96,90.37,76.67,7.45,86.67,66.67
RBF11,61.85,93.7,77.78,7.31,85.0,66.67
RBF12,84.44,99.63,92.04,5.39,98.33,83.33
RBF13,74.44,94.44,84.44,2.2,88.33,81.67
RBF14,83.7,95.93,89.81,5.8,95.0,78.33
RBF15,82.22,92.59,87.41,7.03,95.0,75.0
RBF16,69.63,95.19,82.41,10.64,96.67,70.0
RBF17,36.67,95.19,65.93,8.86,78.33,53.33
RBF18,74.44,100.0,87.22,7.91,95.0,73.33
RBF19,68.52,95.93,82.22,3.33,86.67,76.67
RBF20,81.48,97.41,89.44,5.77,93.33,76.67
RBF21,84.07,96.67,90.37,7.94,98.33,76.67
RBF22,65.93,96.3,81.11,9.72,91.67,68.33
RBF23,46.67,95.19,70.93,8.74,81.67,58.33
RBF24,86.3,100.0,93.15,4.89,100.0,86.67
RBF25,80.0,97.78,88.89,3.12,93.33,83.33
RBF26,78.89,98.15,88.52,5.36,93.33,76.67
RBF27,85.56,85.93,85.74,6.93,93.33,76.67
RBF28,72.96,94.44,83.7,12.07,96.67,68.33
RBF29,39.26,98.15,68.7,9.27,81.67,55.0
RBF30,68.89,76.67,72.78,12.5,88.33,56.67
RBF31,88.89,99.26,94.07,4.57,100.0,88.33
RBF32,71.11,97.78,84.44,2.76,88.33,80.0
RBF33,84.44,99.26,91.85,3.58,96.67,85.0
RBF34,85.93,89.63,87.78,6.87,95.0,78.33
RBF35,82.59,94.44,88.52,7.14,96.67,78.33
RBF36,31.48,97.41,64.44,7.82,73.33,53.33
RBF37,66.67,89.63,78.15,12.09,90.0,60.0
RBF38,66.3,81.48,73.89,8.42,83.33,61.67
RBF39,80.37,99.63,90.0,6.35,98.33,78.33
RBF40,75.19,100.0,87.59,3.02,91.67,83.33
RBF41,85.19,99.63,92.41,3.92,96.67,85.0
RBF42,73.33,98.89,86.11,7.17,93.33,75.0
RBF43,61.85,97.78,79.81,7.24,88.33,71.67
RBF44,42.59,96.3,69.44,8.04,78.33,56.67
RBF45,64.81,92.96,78.89,13.02,90.0,60.0
RBF46,69.63,87.04,78.33,6.56,86.67,70.0
RBF47,62.59,86.67,74.63,12.41,88.33,60.0
